The_Old_Path_(TOP)_Channel,Daniel_Razon
Longhorn_Kenya_Limited,Francis_Thombe_Nyammo
Harland_and_Wolff,"William_Pirrie,_1st_Viscount_Pirrie"
NRW.BANK,Garrelt_Duin
Gallup_(company),Jim_Clifton
Charles_Frank_Ltd,Charles_Frank_(instrument_maker)
Amilcar,André_Morel
E._C._Stearns_&_Company,Edward_C._Stearns
Big_Finish_Productions,Barnaby_Edwards
Speciality_Restaurants_Limited,Anjan_Chatterjee
PlentyOfFish,Markus_Frind
Blue_Valley_Creamery_Company,Otto_Frederick_Hunziker
Hopewell_Holdings,Gordon_Wu
Motor_Oil_Hellas,Giannis_Vardinogiannis
Tomy,Harold_Meij
Marshall_Field's,Potter_Palmer
Cloud_9,Tinchy_Stryder
College_of_Arms,"Edward_Fitzalan-Howard,_18th_Duke_of_Norfolk"
MySQL_AB,Kaj_Arnö
SpaceX,Gwynne_Shotwell
Children_of_Armenia_Fund,Garo_H._Armen
Lurker_Films,Andrew_Migliore
Libra_Group,George_Logothetis
Netscape,James_H._Clark
Experimental_Cinema_of_the_Philippines,Imee_Marcos
Gainax,Hiroyuki_Yamaga
TMB_Bank,Boontuck_Wungcharoen
"Ecast,_Inc.",Samuel_%22Mouli%22_Cohen
Fritt_Ord_(organization),Knut_Olav_Åmås
Clorox,Benno_Dorer
Science_&_Environmental_Health_Network,Carolyn_Raffensperger
At_Will_Radio,Jenna_Ushkowitz
Seaboard_Comics,Larry_Lieber
Cartoon_Saloon,Tomm_Moore
Andell_Holdings,Andrew_Hauptman
Nintendo_Integrated_Research_&_Development,Satoru_Okada
North_Eastern_Electric_Supply_Company,John_Theodore_Merz
Blizzard_North,David_Brevik
Lehman_Brothers,Peter_George_Peterson
Deutsche_Bank,Paul_Achleitner
Scania_AB,Andreas_Renschler
Canadian_Imperial_Bank_of_Commerce,Charles_Sirois
Oaksterdam_University,Richard_Lee_(activist)
VSee,William_Perry
Techstars,Jared_Polis
Cyril_Amarchand_Mangaldas,Cyril_Shroff
Filmation,Hal_Sutherland
Red_5_Comics,Joshua_Starnes
B612_Foundation,David_Liddle
Ciena,Gary_Smith_(Ciena_CEO)
Welspun_India,B_K_Goenka
IQiyi,Tang_Xing
Camelot_Software_Planning,Motoi_Sakuraba
Israel_Airports_Authority,Eli_Marom
Automobiles_Talbot_France,Antonio_Lago
After_Hours_Press,Chris_Eliopoulos
Rabobank,Wiebe_Draijer
IStock,Bruce_Livingstone
Thames_Water,Richard_Aylard
MetricStream,Gunjan_Sinha
First_City_Monument_Bank,Ladi_Balogun
NIC_Bank_Group,John_Gachora
JVN_by_Jovani,Saul_Maslavi
Nintendo,Shigeru_Miyamoto
Mitsubishi_Corporation,Ken_Kobayashi
Frederator_Films,Fred_Seibert
Web_media_makers,Ved_Tiwari
Disney_Theatrical_Group,Thomas_Schumacher
Hikma_Pharmaceuticals,Said_Darwazah
Balaji_Telefilms,Tusshar_Kapoor
Marvell_Technology_Group,Sehat_Sutardja
Cinergi_Pictures,Andrew_G._Vajna
Michels_Corporation,Tim_Michels
Titan_Entertainment_Group,Andrew_Sumner
Pivotal_Software,Paul_Maritz
Ruffian_Games,Gary_Liddon
Virsa_Arts,Navjit_Buttar_(director)
Briggs_&_Stratton,Dave_Rodgers
Nebiolo_Printech,Raffaello_Bertieri
Peñoles,Alberto_Baillères
Canal_i,Wilmer_Ruperti
Jaguar_Cars,Ralf_Speth
Microland,Pradeep_Kar
343_Industries,Bonnie_Ross
Cabela's,Richard_N._Cabela
Nehru_Foundation_for_Development,Mrinalini_Sarabhai
Qintex,Christopher_Skase
Mythic_Entertainment,Greg_Zeschuk
Perfetti_Van_Melle,Sameer_Suneja
Nichii_Gakkan,Akihiko_Terada
Unisys,Peter_Altabef
LGT_Group,Prince_Maximilian_of_Liechtenstein
Merck_Group,Stefan_Oschmann
Olga_TV,Paul_O'Grady
Arab_International_Bank,Mohamed_Barakat
Kalisto_Entertainment,Nicolas_Gaume
Stingray_Digital,Eric_Boyko
SU-155,Mikhail_Balakin
Veronis_Suhler_Stevenson,David_Bainbridge
Strands_Recommender,Wolfgang_Bremer
JAB_Holding_Company,Bart_Becht
Golden_Spike_Company,Alan_Stern
Condé_Nast_Entertainment,Dawn_Ostroff
Tinopolis,Ron_Jones_(businessman)
Barry_Callebaut,Andreas_Jacobs
ABS-CBN,Cory_Vidanes
Rietumu_Banka,Dermot_Desmond
FINCA_International,John_Hatch_(development_specialist)
Klout,Joe_Fernandez_(businessman)
Smiths_Group,George_W._Buckley
Didi_Chuxing,Liu_Qing_(businesswoman)
Studio_Lambert,Stephen_Lambert_(media_executive)
Chinachem_Group,Nina_Wang
Real_Insurance_Company_of_Malawi,Benson_Wairegi
Edge_Wireless,Wayne_M._Perry
General_Patent_Corporation,Alexander_I._Poltorak
Locaid,Rip_Gerber
Bajaj_Finserv,Rahul_Bajaj
Windfields_Farm,E._P._Taylor
Orion_Group_(recruitment_company),Alan_Savage_(football_chairman)
Phillips_66,Greg_Garland
Liberty_Skis,James_Satloff
The_Barter_Network,G._Jason_Bergenske
Grand_Casinos,Lyle_Berman
Bad_Boy_(brand),Erick_Silva
Genesis_Energy_Limited,Jenny_Shipley
CodeWeavers,Alexandre_Julliard
Sellbytel_Group,Michael_Raum
The_Coalition_(company),Rod_Fergusson
National_Science_Summer_School_Inc.,Andrew_Metcalfe
Media_Molecule,Rex_Crowle
Strabag,Alfred_Gusenbauer
POSB_Bank,Piyush_Gupta
Yet2.com,Ben_duPont
Red_Storm_Entertainment,Steve_Reid_(gaming)
Mainova,Petra_Roth
Snap_Inc.,Evan_Spiegel
Castleton_Lyons,James_R._Keene
Plan_B_Entertainment,Dede_Gardner
MF_Global,Jon_Corzine
Navizon,Cyril_Houri
CEFC_China_Energy,Ye_Jianming
Zealot_Networks,Danny_Zappin
Hayleys,Dhammika_Perera
20th_Century_Fox,Stacey_Snider
Balaji_Telefilms,Ekta_Kapoor
Imagine_Homes,Grant_Bovey
Al_Jazeera_Media_Network,Hamad_bin_Thamer_Al_Thani
Woolco,Charles_Sumner_Woolworth
Societas_eruditorum_incognitorum_in_terris_Austriacis,Magnoald_Ziegelbauer
Mitel,Terry_Matthews
Windsor_Family_Credit_Union,Eddie_Francis
Standard_Oil,Charles_Pratt
FB_Design,Fabio_Buzzi
Mahalo.com,Jason_Calacanis
Selena_Etc.,Yolanda_Saldívar
Company_3,Stefan_Sonnenfeld
Eskay_Movies,Ashok_Dhanuka
Orion_Media,David_Lloyd_(broadcaster)
Arc_Dream_Publishing,Shane_Ivey
Deichmann_SE,Heinrich_Deichmann
The_CW,Leslie_Moonves
Ontario_Power_Generation,Bernard_Lord
Halls_(department_store),Joyce_Hall
Trimurti_Films,Rajiv_Rai
Sparkman_&_Stephens,Olin_Stephens
Ariel_Motorcycles,Val_Page
National_Academies_Forum,Stuart_Macintyre
Ariel_Motorcycles,Edward_Turner
Tri-Ace,Motoi_Sakuraba
Entertainment_One_Music,Chris_Taylor_(attorney)
Qdos_Entertainment,Nick_Thomas_(theatre_producer)
United_Press_of_India,Bidhan_Chandra_Roy
Focus_Group_Holdings_Limited,Andy_Lau
Apollo_Tyres,Onkar_Kanwar
World_Federalist_Movement-Canada,Flora_MacDonald_(politician)
Ferguson_Marine_Engineering,Jim_McColl
Reliance_Natural_Resources_Limited,Anil_Ambani
Republican_National_Committee,Reince_Priebus
IXsystems,Dru_Lavigne
KIND_Financial,David_Dinenberg
Starmind_International,Pascal_Kaufmann
