Otto_Christian_Archibald_von_Bismarck,Herbert_von_Bismarck
Grand_Duchess_Xenia_Alexandrovna_of_Russia,Alexander_III_of_Russia
Anna_Komnene_Angelina,Alexios_III_Angelos
Margaret_of_Bourbon_(1438–1483),"Charles_I,_Duke_of_Bourbon"
Ireland_Baldwin,Alec_Baldwin
Minyedeippa,Anaukpetlun
Taksony_of_Hungary,Menumorut
Luke_Wilson,Laura_Wilson_(photographer)
"Infanta_Pilar,_Duchess_of_Badajoz",Princess_María_de_las_Mercedes_of_Bourbon-Two_Sicilies
Gaby_Hoffmann,Anthony_Herrera
Alexander_II_of_Imereti,Bagrat_VI_of_Georgia
"Ramon_Berenguer_IV,_Count_of_Provence","Garsenda,_Countess_of_Forcalquier"
Princess_Pauline_of_Württemberg_(1810–1856),Prince_Paul_of_Württemberg
Princess_Lalla_Malika_of_Morocco,Lalla_Abla_bint_Tahar
"Catherine_of_Brunswick-Wolfenbüttel,_Duchess_of_Saxe-Lauenburg","Henry_IV,_Duke_of_Brunswick-Lüneburg"
Princess_Teishi,Emperor_Sanjō
Princess_Irina_Nikolaïevna_Orlova,Princess_Nadejda_Petrovna_of_Russia
Apogee_of_Pedro_II_of_Brazil,Pedro_I_of_Brazil
"Karl,_8th_Prince_Kinsky_of_Wchinitz_and_Tettau","Ferdinand_Bonaventura,_7th_Prince_Kinsky_of_Wchinitz_and_Tettau"
"François_de_Bourbon,_Prince_of_Conti","Louis,_Prince_of_Condé_(1530–1569)"
"Henry_Somerset,_Marquess_of_Worcester","David_Somerset,_11th_Duke_of_Beaufort"
Duke_Friedrich_August_of_Oldenburg,Princess_Helena_of_Waldeck_and_Pyrmont_(1899–1948)
Suvabaktra_Vilayabanna,Chulalongkorn
Prince_Nikola_of_Yugoslavia_(born_1958),Prince_Tomislav_of_Yugoslavia
Arthur_D._Ganong,James_H._Ganong
Rebecka_Belldegrun,Shlomo_Zabludowicz
"Hugh_II,_Count_of_Rethel","Manasses_IV,_Count_of_Rethel"
"Charles_William,_Prince_of_Nassau-Usingen","Charles,_Prince_of_Nassau-Usingen"
"Godfrey_I,_Count_of_Verdun",Oda_of_Metz
Ilan_Rechtman,Mordechai_Rechtman
Manuchihr_I_of_Shirvan,Yazid_II_of_Shirvan
Heck_Thomas,"Lovick_Pierce_Thomas,_I"
Andi_Eigenmann,Jaclyn_Jose
Piero_di_Cosimo_de'_Medici,Cosimo_de'_Medici
"Isabella_of_Aragon,_Countess_of_Urgell",Peter_IV_of_Aragon
Duke_Hui_II_of_Qin,Duke_Jian_of_Qin
Oleg_Yaroslavich,Yaroslav_Osmomysl
John_Benjamin_Sainsbury,John_James_Sainsbury
"Christian_I,_Count_Palatine_of_Birkenfeld-Bischweiler",Dorothea_of_Brunswick-Lüneburg
Lena_Tabori,Viveca_Lindfors
Juana_Núñez_de_Lara,Juan_Núñez_I_de_Lara
"Ernst_Ludwig_I,_Duke_of_Saxe-Meiningen","Bernhard_I,_Duke_of_Saxe-Meiningen"
Louis_XVI_of_France,"Louis,_Dauphin_of_France_(son_of_Louis_XV)"
Margaret_Stewart_(born_c._1455),James_II_of_Scotland
George_Holt_Thomas,William_Luson_Thomas
Tehaapapa_II,Tamatoa_IV
"Michael,_Prince_of_Saxe-Weimar-Eisenach",Baroness_Elisabeth_of_Wangenheim-Winterstein
Ahmad_Al_Ghazali,Ahmad_Dhani
Stephanie_of_Hohenzollern-Sigmaringen,Princess_Josephine_of_Baden
"Princess_Louise,_Duchess_of_Argyll","Albert,_Prince_Consort"
Sophie_Amalie_of_Brunswick-Lüneburg,"George,_Duke_of_Brunswick-Lüneburg"
Fawwaz_bin_Abdulaziz_Al_Saud,Ibn_Saud
"Maria_Christina,_Duchess_of_Teschen","Francis_I,_Holy_Roman_Emperor"
Georg_von_Habsburg,Princess_Regina_of_Saxe-Meiningen
Prince_Boris_of_Leiningen,Princess_Marie_Louise_of_Bulgaria
John_Henson_(puppeteer),Jim_Henson
Eleanor_of_Normandy,Judith_of_Brittany
"Leopold,_Duke_of_Lorraine","Eleanor_of_Austria,_Queen_of_Poland"
Luke_Quinlivan,Neil_Brooks
Andrew_Pascal,Mary_Ann_Pascal
Frederick_VI_of_Denmark,Christian_VII_of_Denmark
"Sophia_Albertina,_Abbess_of_Quedlinburg",Louisa_Ulrika_of_Prussia
Tricia_Takasugi,Nao_Takasugi
Margherita_of_Savoy,Princess_Elisabeth_of_Saxony
Otto_of_Bavaria,Maximilian_II_of_Bavaria
Prince_Alfred_of_Liechtenstein,Ewa_Józefina_Julia_Potocka
Hangbe,Houegbadja
"Adolf_William,_Duke_of_Saxe-Eisenach",Eleonore_Dorothea_of_Anhalt-Dessau
Boček_IV_of_Poděbrady,George_of_Poděbrady
Jade_Jagger,Mick_Jagger
Countess_Emilia_of_Nassau,William_the_Silent
Christine_Terhune_Herrick,Mary_Virginia_Terhune
"Humphrey_Stafford,_1st_Duke_of_Buckingham",Anne_of_Gloucester
"Fulk_I,_Count_of_Anjou",Adelais_of_Amboise
"Otto_III,_Margrave_of_Brandenburg","Albert_II,_Margrave_of_Brandenburg"
Antiochus_III_the_Great,Seleucus_II_Callinicus
Archduchess_Maria_Karoline_of_Austria_(1825-1915),"Archduke_Charles,_Duke_of_Teschen"
Claude_Picasso,Françoise_Gilot
Prince_Karl_Aloys_of_Liechtenstein,Princess_Henriette_of_Liechtenstein
"Rudolph,_Duke_of_Lorraine","Frederick_IV,_Duke_of_Lorraine"
Princess_Charlotte_of_Württemberg,Prince_Paul_of_Württemberg
Peter_Planyavsky,Alfred_Planyavsky
Lane_Toran,Lane_Caudell
Nikitin_Dheer,Pankaj_Dheer
Countess_Palatine_Elisabeth_Auguste_Sofie_of_Neuburg,"Charles_III_Philip,_Elector_Palatine"
Rehoboam,Solomon
Prince_Felix_of_Bourbon-Parma,Infanta_Maria_Antonia_of_Portugal
Joseph_Barss,Joseph_Barss_(politician)
Ur-Zababa,Puzur-Suen
Michael_Heilprin,Phineas_Mendel_Heilprin
Christian_VIII_of_Denmark,"Frederick,_Hereditary_Prince_of_Denmark"
John_Cadbury,Richard_Tapper_Cadbury
Ludwig_II_of_Bavaria,Marie_of_Prussia
Akio_Toyoda,Shoichiro_Toyoda
"Victor_Amadeus,_Prince_of_Piedmont",Anne_Marie_d'Orléans
Antiochus_VIII_Grypus,Demetrius_II_Nicator
Simone_Lovell,Margot_Ruddock
Juan_de_Zaldívar_(Spanish_soldier),Vicente_de_Zaldívar
Helena_of_Denmark,Sophia_of_Minsk
Petronilla_of_Aragon,"Agnes_of_Aquitaine,_Queen_of_Aragon"
Susan_Strasberg,Paula_Strasberg
Carl_Cook,Gayle_Cook
Robert_Fitzhamon,Hamo_Dapifer
Rabbit_God_K,Lady_Ik
Mark_I_Csák,Matthew_I_Csák
Jan_Seyum,Mara_Takla_Haymanot
Bayin_Htwe,Thado_Minsaw_of_Prome
Colin_Hanks,Samantha_Lewes
Pyanchi_I_of_Toungoo,Theingaba_of_Toungoo
Zainul_Abidin_of_Aceh,Alauddin_al-Kahar
Annia_Faustina,Annia_Faustina_(daughter_of_Ummidia_Cornificia_Faustina)
Prince_Seeiso_of_Lesotho,Queen_Mamohato_of_Lesotho
Abu_Bakar_of_Pahang,Abdullah_al-Mu'tassim_Billah
Tricia_Nixon_Cox,Pat_Nixon
"Marie_of_Lusignan,_Queen_of_Aragon",Hugh_III_of_Cyprus
Kunigunda_of_Halych,Rostislav_Mikhailovich
Marquis_Ai_of_Jin,Marquis_E_of_Jin
Chris_Weitz,Susan_Kohner
"William_Albert,_1st_Prince_of_Montenuovo","Marie_Louise,_Duchess_of_Parma"
Emperor_Muzong_of_Liao,Empress_Xiao_Wen
Zainab_Cobbold,"Charles_Murray,_7th_Earl_of_Dunmore"
Jason_Donovan,Terence_Donovan_(actor)
Prince_Max_Emanuel_of_Thurn_and_Taxis,Archduchess_Margarethe_Klementine_of_Austria
"Rudolf_I,_Margrave_of_Baden-Baden",Countess_Palatine_Irmengard_of_the_Rhine
Dorothea_of_Anhalt-Zerbst,Dorothea_Hedwig_of_Brunswick-Wolfenbüttel
Prince_Feodor_Alexandrovich_of_Russia,Grand_Duchess_Xenia_Alexandrovna_of_Russia
Gurgen_of_Iberia,Bagrat_II_of_Iberia
"Marie_of_Savoy,_Countess_of_Saint-Pol",Anne_of_Cyprus
Thohanbwa,Sawlon
Nicholas_Tse,Patrick_Tse
"Louis_VII,_Duke_of_Bavaria","Stephen_III,_Duke_of_Bavaria"
Natalya_Yevgenevna_Semper,Yevgeny_Gavrilovich_Sokolov
Khalilullah_II,Ibrahim_II_Sheykhshah
"Prince_Ranieri,_Duke_of_Castro",Princess_Maria_Antonietta_of_Bourbon-Two_Sicilies
Princess_Maria_Luisa_of_Bourbon-Two_Sicilies,Ferdinand_II_of_the_Two_Sicilies
Saloninus,Gallienus
Pausanias_of_Macedon,Aeropus_II_of_Macedon
Amaziah_of_Judah,Jehoash_of_Judah
Prince_Georg_of_Hanover,Prince_George_William_of_Hanover_(1915–2006)
Tiberius_(son_of_Constans_II),Constans_II
Jacques_Léopold_de_La_Tour_d'Auvergne,Godefroy_de_La_Tour_d'Auvergne
"William_I,_Count_of_Schwarzburg-Frankenhausen","Günther_XL,_Count_of_Schwarzburg"
"Leopold,_Prince_of_Salerno",Ferdinand_I_of_the_Two_Sicilies
Erdmann_August_of_Brandenburg-Bayreuth,"Christian,_Margrave_of_Brandenburg-Bayreuth"
Caroline_of_Brunswick,Princess_Augusta_of_Great_Britain
Laura_Lopes,Andrew_Parker_Bowles
Margaret_of_Anjou,"Isabella,_Duchess_of_Lorraine"
Emma_of_Normandy,Richard_I_of_Normandy
Justin_Wilson_(chef),Harry_Wilson_(Louisiana_politician)
"Augustus,_Elector_of_Saxony","Henry_IV,_Duke_of_Saxony"
Güler_Sabancı,İhsan_Sabancı
"Archduke_Franz_Josef_of_Austria,_Prince_of_Tuscany",Infanta_Blanca_of_Spain
Princess_Elene_of_Georgia,Heraclius_II_of_Georgia
Prince_of_Hongnong,Emperor_Ling_of_Han
"Leopold_III,_Duke_of_Anhalt-Dessau","Leopold_II,_Prince_of_Anhalt-Dessau"
Georg_Richter,Aud_Egede-Nissen
Princess_Benedikte_of_Denmark,Frederick_IX_of_Denmark
"Joan_Welles,_9th_Baroness_Willoughby_de_Eresby","Richard_Welles,_7th_Baron_Welles"
Kazimierz_Franciszek_Czarnkowski,Adam_Sędziwój_Czarnkowski
Chiang_Hsiao-chang,Chiang_Ching-kuo
"Margaret_of_Denmark,_Queen_of_Scotland",Christian_I_of_Denmark
"Mary_Tudor,_Queen_of_France",Henry_VII_of_England
Yannick_Bolloré,Vincent_Bolloré
Athittayawong,Songtham
Wheeler_Dryden,Leo_Dryden
"Urraca_of_Castile,_Queen_of_Portugal","Eleanor_of_England,_Queen_of_Castile"
Lee_Yoon-hyung,Lee_Kun-hee
Min_Taya_Medaw,Thado_Dhamma_Yaza_II_of_Prome
Napoléon_Charles_Bonaparte,Louis_Bonaparte
Countess_Maria_Louise_Albertine_of_Leiningen-Falkenburg-Dagsburg,Christian_Karl_Reinhard_of_Leiningen-Dachsburg-Falkenburg-Heidesheim
Saliha_Sultan_(daughter_of_Mahmud_II),Mahmud_II
Oleg_I_of_Chernigov,Sviatoslav_II_of_Kiev
Archduke_Franz_Karl_of_Austria,Maria_Theresa_of_Naples_and_Sicily
Al-Muwaffaq,Al-Mutawakkil
"Frederick_Louis,_Count_Palatine_of_Zweibrücken","Frederick_Casimir,_Count_Palatine_of_Zweibrücken-Landsberg"
Sophia_of_Hungary,Béla_I_of_Hungary
Henry_Stephen_Kemble,Stephen_Kemble
"Edmund_of_Langley,_1st_Duke_of_York",Philippa_of_Hainault
"Mary,_mother_of_Jesus",Joachim
"Mary_Stewart,_Countess_of_Arran",Mary_of_Guelders
Patricia_Buckley,Austin_Cotterell_Taylor
Henry_Huttleston_Rogers_Coe,William_Robertson_Coe
"Alexander_Gordon,_3rd_Earl_of_Huntly",Annabella_of_Scotland
Princess_Luisa_Cristina_of_Savoy,"Victor_Amadeus_I,_Duke_of_Savoy"
Louis_I_of_Hungary,Charles_I_of_Hungary
Jadwiga_of_Poland,Louis_I_of_Hungary
Emperor_Duanzong,Emperor_Duzong
"Leopold,_Prince_of_Salerno",Maria_Carolina_of_Austria
Eustace_Folville,John_Folville
Christiane_of_Saxe-Merseburg,"Christian_I,_Duke_of_Saxe-Merseburg"
Margaret_of_Brabant,"John_I,_Duke_of_Brabant"
Jadwiga_Tarło_(16th_century),Jan_Tarło
"William_Charles_Achi,_Jr.",William_Charles_Achi
Agnes_of_Poland,Salomea_of_Berg
Şevket_Sabancı,Hacı_Ömer_Sabancı
Anne_Marie_Martinozzi,Laura_Margherita_Mazzarini
"Antonio_I,_Prince_of_Monaco","Louis_I,_Prince_of_Monaco"
Diane_Lane,Colleen_Farrington
Bảo_Đại,Khải_Định
"Alexius_Frederick_Christian,_Duke_of_Anhalt-Bernburg","Frederick_Albert,_Prince_of_Anhalt-Bernburg"
Catherine_Elisabeth_of_Brunswick-Lüneburg,"Magnus_II,_Duke_of_Brunswick-Lüneburg"
"Prince_Ferdinando,_Duke_of_Genoa_(1884–1963)",Princess_Isabella_of_Bavaria
Rebecca_Wilcox,Esther_Rantzen
Ernesto_Padilla,Heberto_Padilla
Bhagwant_Singh_of_Mewar,Bhupal_Singh
John_II_of_France,Joan_the_Lame
Henry_Casimir_I_of_Nassau-Dietz,Sophia_Hedwig_of_Brunswick-Lüneburg
Berengaria_of_Portugal,Sancho_I_of_Portugal
Sophia_Eleonore_of_Saxony,"John_George_I,_Elector_of_Saxony"
Murad_III,Selim_II
Prince_Friedrich_Christian_of_Schaumburg-Lippe,Princess_Marie_Anne_of_Saxe-Altenburg
Princess_Casimire_of_Anhalt-Dessau,"Leopold_II,_Prince_of_Anhalt-Dessau"
"Wilhelm_Karl,_Duke_of_Urach",Princess_Florestine_of_Monaco
Eurotas,Myles
Peter_Fonda,Frances_Ford_Seymour
"George_Douglas,_Master_of_Angus","Archibald_Douglas,_5th_Earl_of_Angus"
Safiya_Zaghloul,Mustafa_Fahmi_Pasha
Hsinbyushin_Medaw,Thado_Dhamma_Yaza_II_of_Prome
Princess_Anna_of_Saxony_(1903–1976),Frederick_Augustus_III_of_Saxony
"Marguerite,_Duchess_of_Rohan",Marguerite_de_Béthune
"Alfred,_Hereditary_Prince_of_Saxe-Coburg_and_Gotha",Grand_Duchess_Maria_Alexandrovna_of_Russia
Maria_Teresa_Felicitas_d'Este,Charlotte_Aglaé_d'Orléans
Konstanty_Władysław_Sobieski,John_III_Sobieski
Grand_Duchess_Olga_Nikolaevna_of_Russia,Nicholas_II_of_Russia
Simon_Deutz,Emmanuel_Deutz
Princess_Marie_of_Waldeck_and_Pyrmont,Princess_Helena_of_Nassau
Mallika_Sarabhai,Mrinalini_Sarabhai
Theodor_von_Hassel,Friedrich_von_Hassel
Duchess_Anna_of_Prussia,Marie_Eleonore_of_Cleves
Lady_Pamela_Hicks,"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma"
Elizabeth_Charlotte_of_the_Palatinate_(1597–1660),"Frederick_IV,_Elector_Palatine"
Raymond_J._Harbert,John_M._Harbert
Mohnish_Bahl,Nutan
Duke_Robert_of_Württemberg,Duke_Philipp_of_Württemberg
Prince_Charles_Alexander_of_Lorraine,"Leopold,_Duke_of_Lorraine"
Thomas_Petrie,Andrew_Petrie
Ferdinand_the_Holy_Prince,John_I_of_Portugal
Prince_August_Wilhelm_of_Prussia,Augusta_Victoria_of_Schleswig-Holstein
"Prince_Henry,_Count_of_Bardi","Charles_III,_Duke_of_Parma"
"Dietrich,_Count_of_Oldenburg","Christian_V,_Count_of_Oldenburg"
Lady_Iris_Mountbatten,"Alexander_Mountbatten,_1st_Marquess_of_Carisbrooke"
Vukinavanua,Maseikula
Tobias_Manderson-Galvin,Pat_Galvin_(public_servant)
"Herman_Egon,_Prince_of_Fürstenberg",Egon_VIII_of_Fürstenberg-Heiligenberg
"Rudolf_V,_Margrave_of_Baden-Pforzheim","Rudolf_IV,_Margrave_of_Baden-Pforzheim"
Archduke_Anton_of_Austria,Infanta_Blanca_of_Spain
Fakhr-un-Nissa,Aisha_Sultan_Begum
Frederick_William_III_of_Hesse,Princess_Anna_of_Prussia
"Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat",Archduchess_Isabella_Clara_of_Austria
Margaret_of_Foix,"Gaston_IV,_Count_of_Foix"
Rozala_of_Italy,Berengar_II_of_Italy
Muhammad_Gaddafi,Muammar_Gaddafi
Justin_Bieber,Pattie_Mallette
Prince_Michel_of_Bourbon-Parma,Prince_René_of_Bourbon-Parma
Princess_Charlotte_of_Prussia_(1831–1855),Prince_Albert_of_Prussia_(1809–1872)
Princess_Barbara_of_Prussia,Princess_Charlotte_of_Saxe-Altenburg
Prince_David_of_Kakheti,Teimuraz_I_of_Kakheti
Ballala_Sena,Vijaya_Sena
Cheyenne_Brando,Marlon_Brando
Mahmud_II,Nakşidil_Sultan
Dingane_kaSenzangakhona,Senzangakhona_kaJama
Countess_Elisabeth_of_Leuchtenberg,Barbara_of_Brandenburg-Ansbach-Kulmbach
Igor_Svyatoslavich,Sviatoslav_Olgovich
Jagat_Singh_I,Karan_Singh_II
Brooklyn_Sudano,Donna_Summer
"Prince_Giuseppe,_Count_of_Asti",Maria_Antonia_Ferdinanda_of_Spain
"Princess_Olga,_Duchess_of_Apulia",Prince_Michael_of_Greece_and_Denmark
Marquess_Su_of_Zhao,Marquess_Cheng_of_Zhao
Giorgi_Bagrationi_(born_2011),David_Bagration_of_Mukhrani
Ippolito_II_d'Este,Lucrezia_Borgia
Jim_Ankan_Deka,Bhabananda_Deka
Tony_Ray-Jones,Raymond_Ray-Jones
"Emich_Kyrill,_Prince_of_Leiningen",Grand_Duchess_Maria_Kirillovna_of_Russia
Prince_Adalbert_of_Prussia_(1884–1948),Augusta_Victoria_of_Schleswig-Holstein
Peter_III_of_Aragon,James_I_of_Aragon
Elisabeth_of_Lorraine-Vaudémont,Margaret_of_Joinville
Grand_Duke_Konstantin_Nikolayevich_of_Russia,Nicholas_I_of_Russia
Arduin_of_Ivrea,"Dado,_Count_of_Pombia"
"Frederick_I,_Elector_of_Brandenburg","Frederick_V,_Burgrave_of_Nuremberg"
Chula_Chakrabongse,Chakrabongse_Bhuvanath
Peter_Llewelyn_Davies,Sylvia_Llewelyn_Davies
"Prince_Bertil,_Duke_of_Halland",Gustaf_VI_Adolf_of_Sweden
Lucy_Boynton,Graham_Boynton
Tatiana_von_Fürstenberg,Diane_von_Fürstenberg
Henry_Alex_Rubin,James_H._Rubin
Mirza_Tahir_Ahmad,Mirza_Basheer-ud-Din_Mahmood_Ahmad
Sabina_of_Brandenburg-Ansbach,"George,_Margrave_of_Brandenburg-Ansbach"
Maria_Anna_Vasa,John_II_Casimir_Vasa
Samir_Jain,Indu_Jain
Sipopa_Lutangu,Mubukwanu
William_I_of_Sicily,Roger_II_of_Sicily
Guy_I_of_Clermont,Simon_II_of_Clermont
Gabriella_Wilde,John_Anstruther-Gough-Calthorpe
Constance_of_Antioch,Bohemond_II_of_Antioch
Wenceslaus_IV_of_Bohemia,"Charles_IV,_Holy_Roman_Emperor"
Cymburgis_of_Masovia,Alexandra_of_Lithuania
"Isaac_Allerton,_Jr.",Isaac_Allerton
Vukašin_Mrnjavčević,Mrnjava
Abraham_Palacci,Haim_Palachi
George_Ludlum_Hartford,George_Huntington_Hartford
Maria_Alexandrovna_(Marie_of_Hesse_and_by_Rhine),"Louis_II,_Grand_Duke_of_Hesse"
Walter_Devereux_(died_c._1383),7)
"Maria_Beatrice_d'Este,_Duchess_of_Massa","Maria_Teresa_Cybo-Malaspina,_Duchess_of_Massa"
Constantine_II_of_Georgia,"Demetrius,_son_of_Alexander_I_of_Georgia"
Fujiwara_no_Nagate,Fujiwara_no_Fusasaki
Count_Palatine_Joseph_Charles_of_Sulzbach,"Theodore_Eustace,_Count_Palatine_of_Sulzbach"
Margrave_Christian_Ludwig_of_Brandenburg-Schwedt,"Frederick_William,_Elector_of_Brandenburg"
Mary_Hungerford,Thomas_Hungerford_of_Rowden
Prince_Heinrich_XXXII_Reuss_of_Köstritz,Princess_Marie_Alexandrine_of_Saxe-Weimar-Eisenach
Aleksey_Belevsky-Zhukovsky,Grand_Duke_Alexei_Alexandrovich_of_Russia
Shams_al-Dawla,Fakhr_al-Dawla
"Princess_Irene,_Duchess_of_Aosta",Sophia_of_Prussia
"Adolph_IX,_Count_of_Holstein-Kiel","John_III,_Count_of_Holstein-Plön"
"Euphemia_Stewart,_Countess_of_Strathearn","David_Stewart,_Earl_of_Strathearn"
Şehzade_Cihangir,Suleiman_the_Magnificent
Archduchess_Adelheid_of_Austria,Charles_I_of_Austria
"Emich_Carl,_2nd_Prince_of_Leiningen","Carl_Friedrich_Wilhelm,_1st_Prince_of_Leiningen"
Pullashakti,Kapardin_I
Rebecca_Roberts,Cokie_Roberts
"Christian,_Prince_of_Nassau-Dillenburg","Henry,_Prince_of_Nassau-Dillenburg"
Christian_X_of_Denmark,Frederick_VIII_of_Denmark
Leyla_Aliyeva,Mehriban_Aliyeva
Fredericka_of_Saxe-Gotha-Altenburg,Princess_Magdalena_Augusta_of_Anhalt-Zerbst
"William_Andrews_Clark,_Jr.",William_A._Clark
Prince_Leopold_of_Bavaria_(b._1943),Prince_Konstantin_of_Bavaria
"Elizabeth_Rawdon,_Countess_of_Moira","Theophilus_Hastings,_9th_Earl_of_Huntingdon"
Cristina_Marsillach,Adolfo_Marsillach
Wang_Yanxi,Wang_Shenzhi
Christine_Wilhelmine_of_Hesse-Homburg,Sophia_Eleonore_of_Hesse-Darmstadt
Margravine_Louise_of_Brandenburg-Schwedt,"Frederick_Henry,_Margrave_of_Brandenburg-Schwedt"
Thihathu_of_Prome,Narathihapate
Cadell_ap_Rhodri,Angharad_ferch_Meurig
Hedwiga_Reicher,Emanuel_Reicher
Princess_Ayako_of_Takamado,"Norihito,_Prince_Takamado"
Rashid_bin_Mohammed_Al_Maktoum,Hind_bint_Maktoum_bin_Juma_Al_Maktoum
Jean_Paul_Lal,Lal_(actor)
John_D._Rockefeller,William_Rockefeller_Sr.
"Prince_Philip,_Duke_of_Edinburgh",Prince_Andrew_of_Greece_and_Denmark
"Louis_I,_Count_of_Nassau-Weilburg",John_III_of_Nassau-Weilburg
Prince_Oscar_Bernadotte,Oscar_II_of_Sweden
Emperor_Ningzong,Emperor_Guangzong_of_Song
Bhongprabai,Chulalongkorn
"Anne_Braye,_Baroness_Cobham","Edmund_Braye,_1st_Baron_Braye"
Philippa_of_Luxembourg,Henry_V_of_Luxembourg
Arafat_Rahman,Khaleda_Zia
John_III_of_the_Palatinate,"Margaret_of_Bavaria,_Electress_Palatine"
Emperor_Zhenzong,Emperor_Taizong_of_Song
Elżbieta_Czartoryska_(1905–1989),Maria_Ludwika_Krasińska
Sibylle_of_Brandenburg,"Anna_of_Saxony,_Electress_of_Brandenburg"
Ereyanga,Hoysala_Vinayaditya
"Alfonso,_Prince_of_Asturias_(1907–1938)",Alfonso_XIII_of_Spain
Guru_Arjan,Guru_Ram_Das
Anastasia_of_Kiev,Ingegerd_Olofsdotter_of_Sweden
Natalia_Alexeievna_(Wilhelmina_Louisa_of_Hesse-Darmstadt),"Louis_IX,_Landgrave_of_Hesse-Darmstadt"
Charles_II_of_Navarre,Joan_II_of_Navarre
Robert_Nihon,Alexis_Nihon
Iegor_Gran,Maria_Rozanova
"Edward_of_Middleham,_Prince_of_Wales",Richard_III_of_England
Yahya_ibn_Muhammad,Muhammad_ibn_Idris
Francis_Blackwell_Forbes,John_Murray_Forbes
"Prince_Henry,_Duke_of_Mecklenburg-Schwerin",Princess_Marie_of_Schwarzburg-Rudolstadt
Grand_Duke_Nicholas_Mikhailovich_of_Russia,Grand_Duke_Michael_Nikolaevich_of_Russia
Robert_J._Fisher,Doris_F._Fisher
Ban_Zhao,Ban_Biao
James_S._Tisch,Wilma_Tisch
"Pier_Luigi_Farnese,_Duke_of_Parma",Pope_Paul_III
"Prince_Bertil,_Duke_of_Halland",Princess_Margaret_of_Connaught
Giovanni_di_Bicci_de'_Medici,Averardo_de'_Medici
Humphrey_IV_of_Toron,Stephanie_of_Milly
"Ernest_Frederick_I,_Duke_of_Saxe-Hildburghausen",Countess_Sophie_Henriette_of_Waldeck
"Louis_IV,_Grand_Duke_of_Hesse",Prince_Charles_of_Hesse_and_by_Rhine
"Isabella_of_Aragon,_Queen_of_Portugal",Ferdinand_II_of_Aragon
Archduke_Alexander_Leopold_of_Austria,Maria_Luisa_of_Spain
Hassan_Ali_Mirza,Mansur_Ali_Khan
Baba_Azmi,Kaifi_Azmi
Emma_Forbes,Nanette_Newman
Morris_B._Belknap,W._B._Belknap
Kamal_Jumblatt,Nazira_Jumblatt
Arcadius,Theodosius_I
Tullia_Minor,Servius_Tullius
Princess_María_de_las_Mercedes_of_Bourbon-Two_Sicilies,Prince_Carlos_of_Bourbon-Two_Sicilies
"Wilhelmina_of_Prussia,_Princess_of_Orange",Duchess_Luise_of_Brunswick-Wolfenbüttel
"Infante_Alvaro,_Duke_of_Galliera","Infante_Alfonso,_Duke_of_Galliera"
Guy_Nickalls,Tom_Nickalls
Dorgon,Lady_Abahai
Ilya_Salkind,Alexander_Salkind
Prince_Albert_of_Prussia_(1809–1872),Frederick_William_III_of_Prussia
Edward_Balliol,John_Balliol
"John_de_Mowbray,_4th_Duke_of_Norfolk","John_de_Mowbray,_3rd_Duke_of_Norfolk"
Charlotte_Marie_of_Saxe-Jena,"Bernhard_II,_Duke_of_Saxe-Jena"
Thomas_Stafford_(rebel),"Henry_Stafford,_1st_Baron_Stafford"
"Julie_Payne_(actress,_born_1940)",Anne_Shirley_(actress)
Hamad_bin_Isa_Al_Khalifa,Isa_bin_Salman_Al_Khalifa
Sidhartha_Siva,Kaviyoor_Sivaprasad
Archduke_Charles_Joseph_of_Austria_(1745–1761),Maria_Theresa
Al-Muktafi,Al-Mu'tadid
John_Frederick_Frelinghuysen,Frederick_Frelinghuysen_(general)
Yakmeni,Yakmesi
"Louise_Hippolyte,_Princess_of_Monaco","Antonio_I,_Prince_of_Monaco"
Harald_II_of_Denmark,Sigrid_the_Haughty
Nefermaat,Sneferu
Bettina_Aptheker,Herbert_Aptheker
Şehzade_Mehmed,Suleiman_the_Magnificent
Elisabeth_of_Anhalt-Zerbst,"Joachim_Ernest,_Prince_of_Anhalt"
"Prince_Andrew,_Duke_of_York",Elizabeth_II
Robert_Bowes_(diplomat),Elizabeth_Bowes
Yohannes_II,Iyasu_I
Brandon_Lee,Bruce_Lee
Emperor_Kinmei,Emperor_Keitai
Ashur-dan_II,Tiglath-Pileser_II
Kieran_Culkin,Kit_Culkin
Maurice_George_Moore,George_Henry_Moore_(politician)
Seleucus_I_Nicator,Antiochus_(father_of_Seleucus_I_Nicator)
Louisa_Ulrika_of_Prussia,Sophia_Dorothea_of_Hanover
Bonne_of_Berry,"John,_Duke_of_Berry"
Dmitry_Donskoy,Ivan_II_of_Moscow
Harriet_Miller_Davidson,Hugh_Miller
William_of_Werle,Lorenz_of_Werle
Anna_Maria_of_Liechtenstein,"Anton_Florian,_Prince_of_Liechtenstein"
Nathaniel_de_Rothschild,Nathan_Mayer_Rothschild
Konrad_I_of_Masovia,Helen_of_Znojmo
Louise_Mountbatten,Princess_Victoria_of_Hesse_and_by_Rhine
"Otto_II,_Holy_Roman_Emperor",Adelaide_of_Italy
"Hussein,_Crown_Prince_of_Jordan",Abdullah_II_of_Jordan
Romanos_II,Constantine_VII
Peter_Jennings,Charles_Jennings_(journalist)
Kīnaʻu,Kalākua_Kaheiheimālie
