"Prince_Amedeo,_Duke_of_Aosta",Princess_Anne_of_Orléans
Dawsonne_Drake,George_III_of_the_United_Kingdom
Cruz_Bustamante,Arnold_Schwarzenegger
Augustine_Washington,Charles_Washington
"Casimir,_Margrave_of_Brandenburg-Bayreuth","Albert_Alcibiades,_Margrave_of_Brandenburg-Kulmbach"
"Frederick_Francis_II,_Grand_Duke_of_Mecklenburg-Schwerin","Frederick_Francis_III,_Grand_Duke_of_Mecklenburg-Schwerin"
Maxentius,Constantine_the_Great
Cao_Cao,Cao_Zhang
"Baldwin_I,_Latin_Emperor",Marie_of_Champagne
Ehud_Olmert,Aliza_Olmert
"Gathorne_Gathorne-Hardy,_1st_Earl_of_Cranbrook",Queen_Victoria
Jelena_Balšić,Sandalj_Hranić
"Prince_Richard,_Duke_of_Gloucester","Birgitte,_Duchess_of_Gloucester"
Srichandra,Kalyanachandra
Kimbugwe_of_Buganda,Kateregga_of_Buganda
Rui_Gonçalves_da_Câmara_II,Manuel_I_of_Portugal
Tun_Koris_of_Pahang,Tun_Muhammad_of_Pahang
Nancy_Reagan,Rosalynn_Carter
"John_Thynne,_3rd_Baron_Carteret",George_III_of_the_United_Kingdom
"John_Toler,_1st_Earl_of_Norbury",George_III_of_the_United_Kingdom
"Louis,_Grand_Condé","Henri_Jules,_Prince_of_Condé"
Józef_Klemens_Czartoryski,Dorota_Barbara_Jabłonowska
William_C._Redfield,Woodrow_Wilson
"Françoise-Athénaïs,_marquise_de_Montespan",Louis_Antoine_de_Pardaillan_de_Gondrin
Hamir_Singh_II,Bhim_Singh_of_Mewar
Eddie_F,Will_Smith
"Johann_VI,_Count_of_Nassau-Dillenburg",Johannetta_of_Sayn-Wittgenstein
Melissa_Horton,William_J._Bell
Alfred_Wojciech_Potocki,Józefina_Maria_Czartoryska
Carl_Levin,John_McCain
Laodice_IV,Seleucus_IV_Philopator
Princess_Augusta_of_Bavaria,Auguste_de_Beauharnais
Andronikos_II_Palaiologos,Andronikos_III_Palaiologos
Piyamavadi,Mongkut
William_Fox_(politician),Queen_Victoria
Börte,Ögedei_Khan
Washington_Hunt,Millard_Fillmore
Harald_V_of_Norway,Queen_Sonja_of_Norway
"Louis_V,_Landgrave_of_Hesse-Darmstadt",Anne_Eleonore_of_Hesse-Darmstadt
John_Trevor_(speaker),James_II_of_England
"Francesco_I_d'Este,_Duke_of_Modena",Maria_Caterina_Farnese
W._Michael_Blumenthal,Jimmy_Carter
Chaim_Soutine,Rembrandt
"Anna_of_Saxony,_Electress_of_Brandenburg","Catherine_of_Saxony,_Electress_of_Brandenburg"
"William_Montagu,_5th_Duke_of_Manchester",George_III_of_the_United_Kingdom
Rama_II_of_Siam,Sri_Suriyendra
Lewis_Baker_(politician),Grover_Cleveland
Richard_Philipps,George_I_of_Great_Britain
Géza_II_of_Hungary,Stephen_III_of_Hungary
"Richard_II,_Duke_of_Normandy",Judith_of_Brittany
Sobhuza_I,Lomvula_Mndzebele
Harvey_S._Firestone_Jr.,Elizabeth_Parke_Firestone
Hedwig_of_Brandenburg,"Theodoric_I,_Margrave_of_Meissen"
William_Stevens_Fielding,Queen_Victoria
Princess_Laurentien_of_the_Netherlands,Prince_Constantijn_of_the_Netherlands
"Elizabeth_Lyon,_Countess_of_Strathmore","Thomas_Lyon,_8th_Earl_of_Strathmore_and_Kinghorne"
"George,_Duke_of_Saxony","Henry_IV,_Duke_of_Saxony"
James_Graham_Fair,Virginia_Fair_Vanderbilt
Vukan_Nemanjić,Đorđe_Nemanjić
John_Hall_(New_Zealand_politician),Queen_Victoria
John_Conroy,Queen_Victoria
Sirikit,Bhumibol_Adulyadej
"John_of_Lancaster,_1st_Duke_of_Bedford",Anne_of_Burgundy
Louis_XV_of_France,Marie_Leszczyńska
Richard_Ney,Rick_Dufay
Efrem_Zimbalist_Jr.,Alfred_Pennyworth
Louisa_Gummer,Mamie_Gummer
Tamatoa_IV,Tamatoa_V
"Reginald_Manningham-Buller,_1st_Viscount_Dilhorne",Elizabeth_II
Megat_Iskandar_Shah_of_Malacca,Muhammad_Shah_of_Malacca
Slavoj_Žižek,Karl_Marx
"Joan_Welles,_9th_Baroness_Willoughby_de_Eresby","Richard_Hastings,_Baron_Welles"
Bret_Easton_Ellis,Ernest_Hemingway
Emperor_Shao_of_Liu_Song,Emperor_Wu_of_Liu_Song
"Horatio_Walpole,_1st_Baron_Walpole",Edward_Walpole
Frederick_I_of_Prussia,Frederick_William_I_of_Prussia
Maria_Amalia_of_Saxony,Charles_III_of_Spain
"William_II,_Duke_of_Jülich","Maria,_Duchess_of_Guelders"
"George_Byng,_7th_Viscount_Torrington",Queen_Victoria
Majid_bin_Abdulaziz_Al_Saud,Ibn_Saud
Gyrid_of_Sweden,Thyra
"Duarte_Nuno,_Duke_of_Braganza","Duarte_Pio,_Duke_of_Braganza"
"Henry_III,_Count_of_Louvain","Gertrude_of_Flanders,_Duchess_of_Lorraine"
Virginia_Madsen,Michael_Madsen
Cynthia_McFadden,Ted_Koppel
"Dudley_Ryder,_1st_Earl_of_Harrowby",George_III_of_the_United_Kingdom
"Louis_I,_Duke_of_Anjou",Louis_II_of_Naples
Antonio_Salandra,Victor_Emmanuel_III_of_Italy
Christopher_Columbus,Isabella_I_of_Castile
Aleksandr_Dugin,Joseph_Stalin
Ulysses_S._Grant,Hamilton_Fish
Zariadres,Artaxias_I
Binnya_E_Law,Sanda_Min_Hla
Jonathan_Harker,Trevor_Eve
Ahmad_Shah_Bahadur,Alamgir_II
"Adolphus_Cambridge,_1st_Marquess_of_Cambridge",Lord_Frederick_Cambridge
Tlacaelel,Chimalpopoca
Empress_Wei_(Tang_dynasty),Emperor_Zhongzong_of_Tang
Alfonso_XII_of_Spain,Alfonso_XIII_of_Spain
Tannet_of_Pagan,Kunhsaw_Kyaunghpyu
Jazmin_Grace_Grimaldi,"Caroline,_Princess_of_Hanover"
"Thomas_Howard,_5th_Duke_of_Norfolk","Thomas_Howard,_4th_Duke_of_Norfolk"
Đồng_Khánh,Khải_Định
Emperor_Duzong,Emperor_Bing_of_Song
Abdelhamid_Sharaf,Hussein_of_Jordan
Archduke_Franz_Karl_of_Austria,Archduke_Ludwig_Viktor_of_Austria
Morgan_Stanislaus_Grace,John_Johnston_(New_Zealand_politician)
Kriangsak_Chamanan,Bhumibol_Adulyadej
Margravine_Elisabeth_Louise_of_Brandenburg-Schwedt,Prince_Augustus_of_Prussia
Pedro_Correia_da_Cunha,Manuel_I_of_Portugal
"Margaret,_Countess_of_Anjou","Charles,_Count_of_Valois"
Louis_VIII_of_France,Louis_IX_of_France
Agnes_Hedwig_of_Anhalt,"John_II,_Duke_of_Schleswig-Holstein-Sonderburg"
Mbarek_Bekkay,Mohammed_V_of_Morocco
Reginald_John_Marsden_Parker,George_V
"James_FitzJames,_1st_Duke_of_Berwick","Robert_Shirley,_1st_Earl_Ferrers"
Daniel_Pritzker,Abram_Nicholas_Pritzker
Mihnea_cel_Rău,Mircea_III_Dracul
Moses,Gershom
Panduvasdeva_of_Upatissa_Nuwara,Upatissa_of_Upatissa_Nuwara
"Francisco_Fernández_de_la_Cueva,_8th_Duke_of_Alburquerque",Philip_IV_of_Spain
Constans_II,Heraclius_(son_of_Constans_II)
List_of_Robin_Hood_(2006_TV_series)_characters,Keith_Allen_(actor)
Jorge_Zorreguieta,Queen_Máxima_of_the_Netherlands
Feodor_III_of_Russia,Ivan_V_of_Russia
Prehotep_II_(Vizier),Ramesses_II
Preneet_Kaur,Manmohan_Singh
Florent_of_Hainaut,Philip_I_of_Piedmont
Hacı_I_Giray,Meñli_I_Giray
Princess_Isabel_Maria_of_Braganza,"Gloria,_Princess_of_Thurn_and_Taxis"
Elmore_Leonard,Ernest_Hemingway
"Maximilian_Maria,_7th_Prince_of_Thurn_and_Taxis","Maximilian_Karl,_6th_Prince_of_Thurn_and_Taxis"
Agnese_del_Maino,Bianca_Maria_Visconti
"Friedrich_Ferdinand,_Duke_of_Schleswig-Holstein","Wilhelm_Friedrich,_Duke_of_Schleswig-Holstein"
Cambyses_II,Bardiya
Jennings_Randolph,Jay_Rockefeller
John_Abbott,Queen_Victoria
Elizabeth_of_Luxembourg,Albert_II_of_Germany
Kunigunda_of_Halych,Kunigunde_of_Bohemia
Pōmare_II,Pōmare_IV
'Adud_al-Dawla,Mu'izz_al-Dawla
Shirley_Douglas,Kiefer_Sutherland
John_Rusling_Block,Ronald_Reagan
"Henry_II,_Duke_of_Brabant","Henry_III,_Duke_of_Brabant"
Francis_Cleyn,Charles_I_of_England
Ralph_Fiennes,Martha_Fiennes
Adam_Jerzy_Czartoryski__PrinceAdam_Jerzy_Czartoryski__1,Anna_Zofia_Sapieha
Sheldon_Silver,Mario_Cuomo
Rostislav_Mikhailovich,Daniel_of_Galicia
"Francis_Seymour-Conway,_1st_Marquess_of_Hertford",George_III_of_the_United_Kingdom
Titus,Arrecina_Tertulla
"James_Hepburn,_4th_Earl_of_Bothwell",Anna_Throndsen
María_de_Molina,"Isabella_of_Castile,_Queen_of_Aragon"
"Balthasar,_Duke_of_Mecklenburg","Albrecht_VII,_Duke_of_Mecklenburg"
Duchess_Frederica_of_Württemberg,"Augustus,_Grand_Duke_of_Oldenburg"
Saovabha_Phongsri,Chakrabongse_Bhuvanath
"John_George,_Elector_of_Brandenburg",Sophie_of_Brandenburg
"Karl_Anton,_Prince_of_Hohenzollern","Leopold,_Prince_of_Hohenzollern"
William_II_of_Holland,Alfonso_X_of_Castile
Aisan_Daulat_Begum,Yunus_Khan
Roger_II_of_Sicily,Beatrice_of_Rethel
Terauchi_Masatake,Emperor_Meiji
John_Elkann,Edoardo_Agnelli_(industrialist)
Antiochus_IV_Epiphanes,Antiochus_V_Eupator
Álvaro_Martins_Homem_III,John_III_of_Portugal
Trần_Anh_Tông,Trần_Minh_Tông
James_Ellsworth_Noland,Lyndon_B._Johnson
Anna_J._Brown,Bill_Clinton
Jane_Richards_Roth,Ronald_Reagan
Louis_Susman,Elizabeth_II
"Sophia_Jagiellon,_Duchess_of_Brunswick-Lüneburg","Henry_V,_Duke_of_Brunswick-Lüneburg"
"Thomas_Howard,_1st_Earl_of_Berkshire",John_Thynne_(died_1604)
Nikephoros_II_Phokas,Basil_II
"Charles_Cornwallis,_2nd_Marquess_Cornwallis",George_III_of_the_United_Kingdom
Louis_XII_of_France,Henry_II_of_France
Joseph-Philippe_Guay,Pierre_Trudeau
Pwa_Saw,Saw_Soe_of_Pagan
"Casimir,_Margrave_of_Brandenburg-Bayreuth",Susanna_of_Bavaria
Frederick_H._Gillett,Calvin_Coolidge
"Philip,_Landgrave_of_Hesse-Philippsthal","Charles_I,_Landgrave_of_Hesse-Philippsthal"
Frederick_I_of_Denmark,"Elizabeth_of_Denmark,_Duchess_of_Mecklenburg"
Maximilian_I_of_Mexico,Franz_Joseph_I_of_Austria
Alexandros_Zaimis,George_I_of_Greece
Sigrid_the_Haughty,Olof_Skötkonung
S._Robson_Walton,Alice_Walton
Alfredo_Rocco,Benito_Mussolini
Simon_of_Sicily,Roger_II_of_Sicily
Leonor_Teles,Beatrice_of_Castile_(1293–1359)
Azjur_al-Turki,Ahmad_ibn_Tulun
Jane_Randolph_Jefferson,Thomas_Jefferson
"René_II,_Duke_of_Lorraine",Philippa_of_Guelders
William_IV_of_the_United_Kingdom,Prime_Minister_of_the_United_Kingdom
"John_of_Brittany,_Earl_of_Richmond","John_II,_Duke_of_Brittany"
Duchess_Marie_Elisabeth_of_Saxony,"Frederick_III,_Duke_of_Holstein-Gottorp"
Alison_Eastwood,Francesca_Eastwood
"Augustus_William,_Duke_of_Brunswick-Lüneburg","Louis_Rudolph,_Duke_of_Brunswick-Lüneburg"
Lady_Pamela_Hicks,Ashley_Hicks
"George_Christian,_Prince_of_East_Frisia",Christine_Charlotte_of_Württemberg
"Agnes_Douglas,_Countess_of_Argyll","Archibald_Campbell,_1st_Marquess_of_Argyll"
Princess_Luisa_Carlotta_of_Naples_and_Sicily,Infanta_Amelia_Philippina_of_Spain
"Henry_Stafford,_1st_Baron_Stafford",Dorothy_Stafford
Tom_Johnston_(Scottish_politician),Winston_Churchill
Yvon_Dumont,Elizabeth_II
Victor_Amadeus_II_of_Sardinia,Maria_Luisa_of_Savoy
"Benjamin_Hall,_1st_Baron_Llanover",Queen_Victoria
"Matilda_of_Savoy,_Queen_of_Portugal",Sancho_I_of_Portugal
Al-Adil_Kitbugha,An-Nasir_Muhammad
John_Hemings,Frederick_Madison_Roberts
"Henry_Nevill,_9th_Baron_Bergavenny","Francis_Fane,_1st_Earl_of_Westmorland"
Archduchess_Maria_Anna_of_Austria_(1882–1940),"Elias,_Duke_of_Parma"
Jan_Potocki,Alfred_Wojciech_Potocki
"Henry_I,_Count_of_Champagne","Theobald_II,_Count_of_Champagne"
"Charles_III,_Duke_of_Parma","Robert_I,_Duke_of_Parma"
Mwanawina_I,Mwananyanda_Liwale
"Karl_Friedrich,_Duke_of_Saxe-Meiningen","Ernst_Ludwig_II,_Duke_of_Saxe-Meiningen"
"Paras,_Crown_Prince_of_Nepal",Princess_Kritika_of_Nepal
"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne",Edward_VII
Michael_I_of_Romania,Princess_Margareta_of_Romania
"George_Frederick,_Margrave_of_Brandenburg-Ansbach","Albert_Alcibiades,_Margrave_of_Brandenburg-Kulmbach"
Ewelina_Hańska,Honoré_de_Balzac
Władysław_III_of_Poland,Casimir_IV_Jagiellon
Marie_of_Anjou,Isabeau_of_Bavaria
Adelaide_of_Italy,Theophanu
Mari_Maseng_Will,Ronald_Reagan
Emperor_Wen_of_Han,Emperor_Jing_of_Han
"John_Frederick,_Duke_of_Württemberg","Louis_Frederick,_Duke_of_Württemberg-Montbéliard"
Thomas_F._Frist_Jr.,William_R._Frist
Patricia_Wald,Jimmy_Carter
"Nikolaus,_Count_Esterházy","Paul_I,_Prince_Esterházy"
Fawzia_Fuad_of_Egypt,Ismail_Chirine
"Ursula_of_Brandenburg,_Duchess_of_Münsterberg-Oels","Henry_I,_Duke_of_Münsterberg-Oels"
Josep_Lluís_Albiñana_Olmos,Juan_Carlos_I_of_Spain
Gus_G,Ozzy_Osbourne
Michael_Jeffery,Quentin_Bryce
Carol_Kaye,Barbra_Streisand
Anna_Pavlovna_of_Russia,William_III_of_the_Netherlands
Christopher_Noxon,Nicolas_Noxon
Lucy_H._Koh,Arnold_Schwarzenegger
"Stafford_Northcote,_1st_Earl_of_Iddesleigh",Queen_Victoria
William_Hayes_Ackland,Joseph_H._Acklen
"Albrecht_III_Achilles,_Elector_of_Brandenburg",Margaret_of_Baden
"Richard_Luce,_Baron_Luce",Elizabeth_II
Lydia_Liliuokalani_Kawānanakoa,Abigail_Kinoiki_Kekaulike_Kawānanakoa
Kamehameha_II,Kekāuluohi
"Yolande,_Duchess_of_Lorraine",Margaret_of_Lorraine
Bilal_Erdoğan,Berat_Albayrak
Lady_Elizabeth_Percy,"John_Clifford,_7th_Baron_de_Clifford"
Abdul_Muhsin_bin_Abdulaziz_Al_Saud,Ibn_Saud
Gregory_Page-Turner,George_III_of_the_United_Kingdom
"James_Douglas,_7th_Earl_of_Douglas","William_Douglas,_6th_Earl_of_Douglas"
Princess_Elisabeth_of_Saxony,"Prince_Thomas,_Duke_of_Genoa"
Catherine_Pavlovna_of_Russia,Duke_Peter_Georgievich_of_Oldenburg
"Adolf,_Duke_of_Holstein-Gottorp",Christian_III_of_Denmark
"Maria_Letizia_Bonaparte,_Duchess_of_Aosta",Amadeo_I_of_Spain
Gyanendra_of_Nepal,Queen_Komal_of_Nepal
Al-Ashraf_Kujuk,"An-Nasir_Ahmad,_Sultan_of_Egypt"
Æthelberht_of_Kent,Bertha_of_Kent
Vladislaus_II_of_Hungary,Louis_II_of_Hungary
"Thomas_Howard,_1st_Earl_of_Berkshire","Francis_Seymour,_1st_Baron_Seymour_of_Trowbridge"
Maxentius,Valerius_Romulus
"William_Montagu,_5th_Duke_of_Manchester",William_IV_of_the_United_Kingdom
Shelley_Riley_Moore,Sharon_Percy_Rockefeller
"Melisende,_Queen_of_Jerusalem","Fulk,_King_of_Jerusalem"
Charles_Umpherston_Aitchison,Queen_Victoria
Charles_Felix_of_Sardinia,Victor_Emmanuel_I_of_Sardinia
Liutgarde,"Conrad,_Duke_of_Lorraine"
Emperor_Suinin,Emperor_Keikō
Louise_of_Sweden,Prince_Harald_of_Denmark
"Thomas_Butler,_7th_Earl_of_Ormond",Anne_Hankford
Richeza_of_Lotharingia,Casimir_I_the_Restorer
Martin_Garzez,Philip_II_of_Spain
Louis_XV_of_France,"Philippe_II,_Duke_of_Orléans"
William_I_of_Württemberg,Pauline_Therese_of_Württemberg
William_H._Dieterich,Ruth_Hanna_McCormick
"William_Montagu,_1st_Earl_of_Salisbury",Edward_III_of_England
Princess_Marie_Louise_of_Savoy,Maria_Luisa_of_Savoy
Talal_bin_Abdulaziz_Al_Saud,Ibn_Saud
Henry_Greffulhe,Armand_de_Gramont
Montagu_Sherard_Dawes_Butler,George_V
Sharman_Macdonald,Will_Knightley
Samuel_Alito,George_H._W._Bush
Bolesław_IV_the_Curly,Władysław_II_the_Exile
"Rainier_III,_Prince_of_Monaco",Princess_Stéphanie_of_Monaco
James_Hay_(politician),Woodrow_Wilson
"Edmund_of_Langley,_1st_Duke_of_York","Isabella_of_Castile,_Duchess_of_York"
John_II_of_Trebizond,Irene_Syrikaina
Donald_S._Russell,Strom_Thurmond
John_Franklin_Alexander_Strong,Woodrow_Wilson
Thomas_Wilson_Paterson,George_V
Elin_Gustavsdotter,Dorothea_of_Brandenburg
John_of_Bohemia,"Charles_IV,_Holy_Roman_Emperor"
"George_Somerset,_3rd_Baron_Raglan",George_V
Infanta_Cristina_of_Spain,Iñaki_Urdangarin
Cokie_Roberts,Steven_V._Roberts
Jacqueline_Kennedy_Onassis,Aristotle_Onassis
Richard_Webster_(British_author),Sigmund_Freud
Thomas_Sewell,George_III_of_the_United_Kingdom
Hara_Takashi,Emperor_Taishō
Landgravine_Josepha_of_Fürstenberg-Weitra,"Aloys_II,_Prince_of_Liechtenstein"
Abdul_Hamid_II,Mezide_Mestan_Kadın
"Ramon_Berenguer_I,_Count_of_Barcelona","Berenguer_Ramon_II,_Count_of_Barcelona"
"Frederick_V,_Elector_Palatine","Edward,_Count_Palatine_of_Simmern"
John_Seymour_(1474–1536),Jane_Seymour
Therese_of_Saxe-Hildburghausen,Princess_Hildegard_of_Bavaria
Eddie_Fisher_(singer),Debbie_Reynolds
"Friedrich_Christian,_Margrave_of_Meissen",Princess_Mathilde_of_Saxony_(b._1936)
Jabalah_IV_ibn_al-Harith,Al-Harith_ibn_Jabalah
"Richard_Woodville,_1st_Earl_Rivers",Jacquetta_of_Luxembourg
Fahda_bint_Asi_Al_Shuraim,Ibn_Saud
"Johann_Wilhelm,_Duke_of_Saxe-Weimar","Friedrich_Wilhelm_I,_Duke_of_Saxe-Weimar"
Constantine_IV,Justinian_II
Prince_David_of_Kakheti,"Kaikhosro,_Prince_of_Mukhrani"
Rajadhiraja_Chola_II,Kulothunga_Chola_III
Rocío_Igarzábal,Cris_Morena
Toshiko_Higashikuni,Prince_Naruhiko_Higashikuni
Mirza_Fakhrul_Islam_Alamgir,Khaleda_Zia
Ferdinand_II_of_Aragon,"Maria_of_Aragon,_Queen_of_Portugal"
Kangxi_Emperor,Yongzheng_Emperor
Ank_Bijleveld,Beatrix_of_the_Netherlands
Russell_A._Alger,William_McKinley
Angela_Hitler,Geli_Raubal
Paul_of_Greece,Constantine_II_of_Greece
Ion_Mitilineu,Ferdinand_I_of_Romania
Jonathan_Wathen-Waller,William_IV_of_the_United_Kingdom
Joseph_Bonaparte,Joachim_Murat
Æthelred_of_Wessex,Alfred_the_Great
"Albert,_King_of_Sweden",Haakon_VI_of_Norway
Stephen_Cave,Queen_Victoria
"Wolrad,_Prince_of_Schaumburg-Lippe","Philipp-Ernst,_Prince_of_Schaumburg-Lippe"
Mary_Arden_(judge),Elizabeth_II
Eadbald_of_Kent,Eorcenberht_of_Kent
Taj_Bibi_Bilqis_Makani,Shah_Jahan
"George_Lyall,_Sr",Lionel_de_Rothschild
Jean-Jacques_Bertrand,Elizabeth_II
Keōua,Kalola_Pupuka
Elizabeth_of_York,Margaret_Tudor
Paser_I,Ay
Wuzhi_(Qi),Duke_Huan_of_Qi
Newaya_Krestos,Newaya_Maryam
Empress_Matilda,Richenza_of_Northeim
Jules_de_Polignac,Charles_X_of_France
John_Paul_Getty_III,Gordon_Getty
"Maximilien_de_Béthune,_Duke_of_Sully",Henry_IV_of_France
"John_Jacob,_Marquess_of_Montferrat",Teodoro_Paleologo_di_Montferrato
Edward_Abramowski,Leo_Tolstoy
John_Hemings,Madison_Hemings
"Charles_Günther,_Count_of_Schwarzburg-Rudolstadt",Anna_Sophie_of_Anhalt
James_Michael_Curley,John_F._Kennedy
Artavasdes_II_of_Armenia,Artaxias_II
1976_New_York_Cosmos_season__Pelé__1,Pelé
Vytautas,Skirgaila
Stanley_Wilson_(composer),John_Williams
"Frederick_II,_Elector_of_Saxony","Albert_III,_Duke_of_Saxony"
Dean_Acheson,John_Foster_Dulles
Ivan_Matveyevich_Tolstoy,Feodor_Pryanishnikov
Corin_Redgrave,Kika_Markham
Robert_Cowen,Ronald_Reagan
William_Plowden_(Conservative_politician),Charles_Wykeham_Martin
John_Boehner,Nancy_Pelosi
Sophie_of_Solms-Laubach,"Joachim_Ernst,_Margrave_of_Brandenburg-Ansbach"
Antiochus_IV_Epiphanes,Seleucus_IV_Philopator
Juan_de_Arechederra__Juan_de_Arechederra__1,Philip_V_of_Spain
Tiberius,Marcus_Valerius_Messalla_Appianus
Nnamdi_Azikiwe,Elizabeth_II
Edward_I_of_England,Edward_II_of_England
Henrietta_d'Oultremont,William_I_of_the_Netherlands
Princess_Hermine_of_Anhalt-Bernburg-Schaumburg-Hoym,"Archduke_Joseph,_Palatine_of_Hungary"
Sancho_IV_of_Castile,Beatrice_of_Castile_(1293–1359)
Abdullah_bin_Abdulaziz_Al_Rabiah,Abdullah_of_Saudi_Arabia
"James_St_Clair-Erskine,_2nd_Earl_of_Rosslyn",William_IV_of_the_United_Kingdom
"Robert_Dundas_of_Arniston,_the_younger",George_III_of_the_United_Kingdom
Princess_Maria_Anna_of_Saxony_(1799–1832),"Leopold_II,_Grand_Duke_of_Tuscany"
Sonthi_Boonyaratglin,Thaksin_Shinawatra
Edzo_Toxopeus,Juliana_of_the_Netherlands
Lammot_du_Pont_I,Éleuthère_Irénée_du_Pont
"Thomas_Howard,_3rd_Duke_of_Norfolk","Elizabeth_Stafford,_Duchess_of_Norfolk"
Mary_of_Enghien,Peter_of_Enghien
John_J._Louis_Jr.,Josephine_Louis
Gerard_W._Ford,Gerald_Ford
"Frederick_III,_Holy_Roman_Emperor","Maximilian_I,_Holy_Roman_Emperor"
Henry_Bartle_Frere,Queen_Victoria
"Ernest_I,_Duke_of_Saxe-Gotha","Ernest,_Duke_of_Saxe-Hildburghausen"
"William_Cavendish,_3rd_Earl_of_Devonshire","William_Cavendish,_1st_Duke_of_Devonshire"
"Maria,_Queen_of_Sicily",Martin_I_of_Sicily
"Charles_Jenkinson,_1st_Earl_of_Liverpool",George_III_of_the_United_Kingdom
Petrus_Peckius_the_Younger,Philip_IV_of_Spain
Erin_Fleming,Groucho_Marx
Princess_Elisabeth_Helene_of_Thurn_and_Taxis,Princess_Mathilde_of_Saxony_(b._1936)
"Hethum_I,_King_of_Armenia","Isabella,_Queen_of_Armenia"
Igor_Svyatoslavich,Yaroslav_II_Vsevolodovich
Leonor_Teles,Philippa_of_Lancaster
Berengaria_of_Castile,Alfonso_of_Molina
Princess_Victoria_Louise_of_Prussia,Princess_Marie_of_Baden_(1782–1808)
Thomas_Carter_(1690–1763),George_II_of_Great_Britain
Moza_bint_Nasser,Hamad_bin_Khalifa_Al_Thani
Bouvier_Beale,Edith_Bouvier_Beale
George_Grenville,George_III_of_the_United_Kingdom
"Richard_Neville,_5th_Earl_of_Salisbury","Alice_Montacute,_5th_Countess_of_Salisbury"
Countess_Palatine_Dorothea_Catherine_of_Birkenfeld-Bischweiler,"John_Louis,_Count_of_Nassau-Ottweiler"
Udhayanidhi_Stalin,Arulnithi
Guangxu_Emperor,Empress_Dowager_Cixi
Anna_Karolina_Orzelska,"Charles_Louis,_Duke_of_Schleswig-Holstein-Sonderburg-Beck"
Roy_Padilla_Sr.,Rommel_Padilla
Siraj_ud-Daulah,Mir_Jafar
Duke_Robert_of_Württemberg,Archduchess_Maria_Immakulata_of_Austria
Prince_William_of_Schaumburg-Lippe,Princess_Bathildis_of_Schaumburg-Lippe
Joanna_I_of_Naples,"Otto,_Duke_of_Brunswick-Grubenhagen"
Emperor_Sukō,Emperor_Go-Kōgon
Crosby_Stuart_Noyes,Frank_Brett_Noyes
"Charles_Poulett_Thomson,_1st_Baron_Sydenham",William_IV_of_the_United_Kingdom
Christopher_Coppola,Francis_Ford_Coppola
Atotoztli_I,Acamapichtli
David_Gilmour,Paul_McCartney
"Henry_Somerset,_1st_Duke_of_Beaufort","Henry_Somerset,_2nd_Duke_of_Beaufort"
Tvrtko_II_of_Bosnia,Ostoja_of_Bosnia
"Thomas_Pelham,_2nd_Earl_of_Chichester",George_III_of_the_United_Kingdom
Maria_of_Alania,Irene_Doukaina
Elisabeth_Henriette_of_Hesse-Kassel,Princess_Luise_Dorothea_of_Prussia
"Serena_Armstrong-Jones,_Viscountess_Linley",Charles_Armstrong-Jones
Anna_of_Savoy,John_V_Palaiologos
"Hugh_I,_Count_of_Rethel","Gervais,_Count_of_Rethel"
Henry_Hopper,Grant_Show
"Thomas_de_Beauchamp,_11th_Earl_of_Warwick","Thomas_de_Beauchamp,_12th_Earl_of_Warwick"
"Henry_Pelham-Clinton,_5th_Duke_of_Newcastle","John_Ponsonby,_4th_Earl_of_Bessborough"
Bersheba_Leighton_Fristoe,Henry_Washington_Younger
"Teodósio_II,_Duke_of_Braganza",John_IV_of_Portugal
Bhatikabhaya_Abhaya_of_Anuradhapura,Mahadathika_Mahanaga_of_Anuradhapura
Astrid_of_Sweden,Albert_II_of_Belgium
Mikhail_Rodionov,Joseph_Stalin
Casimir_IV_Jagiellon,"Hedwig_Jagiellon,_Duchess_of_Bavaria"
Craig_Harris,Charlie_Haden
Bryachislav_of_Polotsk,Vseslav_of_Polotsk
Vanessa_Lynne_Bryant,George_W._Bush
Lucius_Antonius_(brother_of_Mark_Antony),Mark_Antony
Mishaal_bin_Abdulaziz_Al_Saud,Ibn_Saud
Keratsa_of_Bulgaria,John_VII_Palaiologos
Joe_Shoen,Mark_Shoen
Peter_White_(Canadian_politician),"John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair"
David,Tamar_(daughter_of_David)
Frédéric_Prinz_von_Anhalt,Princess_Marie-Auguste_of_Anhalt
Queen_Hyohyeon,Queen_Sunwon
William_Stephen_Poyntz,John_Smith_(Wendover_MP)
Constanza_Manuel,Ferdinand_I_of_Portugal
Eadbald_of_Kent,Eormenred_of_Kent
"Dragoș,_Voivode_of_Moldavia",Sas_of_Moldavia
"Louis_IV,_Holy_Roman_Emperor","Charles_IV,_Holy_Roman_Emperor"
Kuda_Tissa_of_Anuradhapura,Chora_Naga_of_Anuradhapura
Romain_Rolland,Leo_Tolstoy
John_Bosley_(politician),Elizabeth_II
Khieu_Samphan,Norodom_Sihanouk
"Charles_Howard,_1st_Earl_of_Nottingham","Charles_Howard,_3rd_Earl_of_Nottingham"
John_II_of_Portugal,Manuel_I_of_Portugal
"Stephen,_King_of_England",Empress_Matilda
Oliver_Cromwell,Charles_I_of_England
"Herman_II,_Duke_of_Swabia",Gerberga_of_Burgundy
