Vernon_Singer,Odoardo_Di_Santo
Kyansittha,Shwe_Einthi
Sneferu,Princess_Hetepheres
Richard_L._Young,Bill_Clinton
Sulla,Cornelia_(daughter_of_Sulla)
"Conrad_II,_Holy_Roman_Emperor","Henry_III,_Holy_Roman_Emperor"
Richard_Clement_Moody,Richard_Stanley_Hawks_Moody
Betty_Rubble,Bea_Benaderet
"Charles,_Count_of_Angoulême","John,_Count_of_Angoulême"
Ruhollah_Khomeini,Ali_Khamenei
Richard_Dawkins,David_Deutsch
Hakan_Fidan,Recep_Tayyip_Erdoğan
Nicholas_Shehadie,Leo_Port
Demetrius_II_Nicator,Demetrius_I_Soter
Curtis_Frasca,Madonna_(entertainer)
Bettina_Gorton,Sonia_McMahon
Teuta_Topi,Odeta_Nishani
Ibrahim_of_the_Ottoman_Empire,Ahmed_I
Sam_Evans,Brittany_Pierce
Luis_Fortuño,Pedro_Rosselló
Pierre_Soulé,Zachary_Taylor
Jim_Nicholson_(Secretary_of_Veterans_Affairs),George_W._Bush
"Alexander_Karl,_Duke_of_Anhalt-Bernburg","Alexius_Frederick_Christian,_Duke_of_Anhalt-Bernburg"
Paul_Bremer,Jalal_Talabani
Michael_Tate,Jeannette_McHugh
Qianlong_Emperor,Yongzheng_Emperor
Abby_May,Elizabeth_Sewall_Alcott
"John_George_I,_Elector_of_Saxony","Christian_II,_Elector_of_Saxony"
List_of_The_Bill_characters_(E–L),Hywel_Simons
Hestrie_Cloete,Kajsa_Bergqvist
Vlado_Meller,Julio_Iglesias
Robert_Menzies,Billy_Hughes
Thomas_A._Hendricks,William_Hayden_English
George_A._Malcolm,José_P._Laurel
"Henry_Vassall-Fox,_3rd_Baron_Holland",Charles_Arbuthnot
Heather_Bresch,Joe_Manchin
Hacı_Halil_Pasha,Ahmed_III
"George_Plantagenet,_1st_Duke_of_Clarence","Cecily_Neville,_Duchess_of_York"
Richard_Kuh,Robert_M._Morgenthau
Dinesh_Singh_(Uttar_Pradesh_politician),Indira_Gandhi
Elizabeth_of_Luxembourg,"Sigismund,_Holy_Roman_Emperor"
"Matthew_White_Ridley,_4th_Viscount_Ridley","Hugh_Percy,_10th_Duke_of_Northumberland"
Peter_Bottomley,Clive_Efford
"Christian,_Margrave_of_Brandenburg-Bayreuth","Christian_Ernst,_Margrave_of_Brandenburg-Bayreuth"
Rowland_Hughes,Dwight_D._Eisenhower
Johnny_Zacchara,Brandon_Barash
Christian_IV_of_Denmark,Sophie_Elisabeth_Pentz
"George_Lascelles,_7th_Earl_of_Harewood",James_Lascelles
Sweyn_II_of_Denmark,Olaf_I_of_Denmark
Isabella_I_of_Castile,John_II_of_Castile
"Charles_IV,_Holy_Roman_Emperor",John_of_Bohemia
Patrick_Hillery,Jack_Lynch
Tipper_Gore,Lynne_Cheney
Manish_S._Shah,Barack_Obama
Steve_Stevens,Michael_Jackson
Nadine_de_Rothschild,Benjamin_de_Rothschild
Lars_Holst,Carl_Berner
Yegor_Gaidar,Boris_Yeltsin
Louis_Agassiz,Robert_Gould_Shaw_II
Björn_Ulvaeus,Linda_Ulvaeus
Mitch_Berman,Ingmar_Bergman
Lena_Tabori,Folke_Rogard
Elvire_de_Brissac,Lilian_Constantini
Xianfeng_Emperor,Daoguang_Emperor
George_I_of_Georgia,"Kata,_daughter_of_George_I_of_Georgia"
Consort_Xiao,Li_Sujie
"Ernest_Augustus,_Elector_of_Brunswick-Lüneburg",George_I_of_Great_Britain
Paul_Biya,Peter_Mafany_Musonge
Michael_Aspel,David_Gell
Joe_Appiah,Kwame_Anthony_Appiah
"Ernest_Augustus,_Elector_of_Brunswick-Lüneburg","Ernest_Augustus,_Duke_of_York_and_Albany"
Henry_C._Gooding,Benjamin_Harrison
Charles_Duncan_Jr.,Jimmy_Carter
Chandrika_Kumaratunga,Sirimavo_Bandaranaike
Charles_Arbuthnot,George_IV_of_the_United_Kingdom
John_C._West,James_B._Edwards
Princess_Sophie_Friederike_of_Thurn_and_Taxis,Duchess_Auguste_of_Württemberg
Jiaqing_Emperor,Qianlong_Emperor
Judith_Butler,Karl_Marx
Emperor_Jing_of_Han,"Liu_Sheng,_Prince_of_Zhongshan"
Harry_Schwarz,Nelson_Mandela
Ali_İhsan_Su,Abdullah_Gül
Mohammad_Ahmadian,Hassan_Rouhani
Elías_Fernández_Albano,Emiliano_Figueroa
Savang_Vadhana,Mongkut
Michael_Keaton,Catherine_O'Hara
Kirsten_Gillibrand,Hillary_Clinton
Archie_Andrews,Bob_Hastings
John_Redwood,Neil_Hamilton_(politician)
Magdalene_Sibylle_of_Holstein-Gottorp,"Frederick_III,_Duke_of_Holstein-Gottorp"
Sheila_Sim,Michael_Attenborough
Elizabeth_Woodville,Jacquetta_of_Luxembourg
R._Borden_Reams,Dwight_D._Eisenhower
Sergei_Lukyanenko,Robert_A._Heinlein
"Maurice,_Elector_of_Saxony",Catherine_of_Mecklenburg
Patrick_Gordon_Walker,Clement_Attlee
Renata_Salecl,Sigmund_Freud
Roger_I_of_Sicily,Simon_of_Sicily
Sancho_II_of_Castile_and_León,Alfonso_VI_of_León_and_Castile
He_Yingqin,Chiang_Kai-shek
Omar_Bongo,Didjob_Divungi_Di_Ndinge
John_Gorton,Gordon_Freeth
Emperor_Gaozong_of_Tang,Li_Shangjin
Mark_Knopfler,Eric_Clapton
"Charles_IV,_Holy_Roman_Emperor","Margaret_of_Bohemia,_Queen_of_Hungary"
Jennifer_Holliday,Marvin_Gaye
Joseph_Platt,Matthew_Gregory_(deacon)
Whoopi_Goldberg,Carol_Burnett
"John_Leveson-Gower,_1st_Earl_Gower",George_II_of_Great_Britain
Tlacateotl,Itzquauhtzin
Elizabeth_of_Bohemia_(1292–1330),Judith_of_Habsburg
Bo_Stief,Miles_Davis
Fatimah,Muhammad
"George_Villiers,_6th_Earl_of_Clarendon",George_VI
Anne_Wojcicki,Stanley_Wojcicki
Barbara_Hendricks_(politician),Angela_Merkel
"Alexander,_Crown_Prince_of_Yugoslavia",Peter_II_of_Yugoslavia
Bernard_Landry,Gilles_Houde
Blac_Elvis,Fergie_(singer)
Hassanal_Bolkiah,Prince_Mateen_of_Brunei
Bridget_Prentice,Ed_Miliband
"Nikolaus,_Hereditary_Grand_Duke_of_Oldenburg",Duke_Friedrich_August_of_Oldenburg
Rhys_ap_Gruffydd,Gwenllian_ferch_Gruffydd
Paul_of_Greece,Constantine_II_of_Greece
2000–01_A.C._Milan_season__Andriy_Shevchenko__1,Andriy_Shevchenko
Maria_Louisa_Bustill,Paul_Robeson
Empress_Wei_(Tang_dynasty),Empress_Liu_(Tang_dynasty)
Safiye_Sultan,Nurbanu_Sultan
Peter_DeLuise,Dom_DeLuise
Pepin_of_Herstal,Drogo_of_Champagne
George_Smathers,LeRoy_Collins
Marceline_the_Vampire_Queen,Cloris_Leachman
Yitzhak_Rabin,Moshe_Arens
Ephraim_Avea_Nsoh,John_Dramani_Mahama
A.T._Smith,Barack_Obama
Vicki_Iovine,Dorothy_Stratten
Jim_Sasser,Howard_Baker
Ismail_Pasha_al-Azm,Ahmed_III
Eugène_Daniel_von_Rothschild,Louis_Nathaniel_de_Rothschild
"Evelyn_Cavendish,_Duchess_of_Devonshire","Eileen_Sutherland-Leveson-Gower,_Duchess_of_Sutherland"
Valery_Zorkin,Dmitry_Medvedev
Margaret_McCain,Frank_McKenna
Red_Allen,Clarence_Williams_(musician)
Raymond_Poincaré,Charles_Jonnart
Charles_XV_of_Sweden,Louise_of_Sweden
David_McCallum_Sr.,David_McCallum
Robert_De_Niro,Virginia_Admiral
Archduke_Johann_Salvator_of_Austria,"Leopold_II,_Grand_Duke_of_Tuscany"
Vikramaditya_Singh,Rani_Karnavati
Ali_Akbar_Mohtashamipur,Mir-Hossein_Mousavi
John_Forrest,George_Turner_(Australian_politician)
Thomas_M._Davis,Thomas_M._Reynolds
"Yunzhi,_Prince_Zhi",Kangxi_Emperor
Wally_Bruner,Larry_Blyden
Pertinax,Didius_Julianus
Princess_Amalia_of_Saxe-Weimar-Eisenach,Princess_Ida_of_Saxe-Meiningen
Maria_Feodorovna_(Dagmar_of_Denmark),Louise_of_Hesse-Kassel
"John_Henry,_Margrave_of_Moravia",Jobst_of_Moravia
Robert_M._La_Follette_Sr.,Edward_Scofield
David_Addington,Dick_Cheney
"Prince_Amedeo,_Duke_of_Aosta_(b._1943)","Princess_Irene,_Duchess_of_Aosta"
Nicolas_Arroyo,Ernesto_Dihigo
William_the_Silent,Philip_II_of_Spain
"Infante_Carlos,_Count_of_Molina",Charles_IV_of_Spain
Laurin_D._Woodworth,William_McKinley
Édouard_Alphonse_James_de_Rothschild,Guy_de_Rothschild
Paul_W._Cronin,Paul_Tsongas
Casey_Kasem,Ryan_Seacrest
Katarzyna_Branicka,Władysław_Grzegorz_Branicki
Harry_W._Wellford,Richard_Nixon
Alben_W._Barkley,Harry_S._Truman
Kamaliya,Thomas_Anders
Beatrice_of_Provence,Charles_I_of_Naples
José_Carlos_Mariátegui,Che_Guevara
Reuben_Rupert_Jamieson,John_William_Mitchell
William_Hague,Ann_Widdecombe
"Albert_III,_Duke_of_Saxony","George,_Duke_of_Saxony"
John_Garrett_(British_politician),Thomas_Stuttaford
Letsie_III_of_Lesotho,Princess_Senate_Seeiso
Glorith,Jerry_Siegel
"Francesco_I_de'_Medici,_Grand_Duke_of_Tuscany",Eleanor_of_Toledo
Munir_Ertegun,Mustafa_Kemal_Atatürk
Mamochisane,Sebetwane
Dean_Rusk,Lyndon_B._Johnson
Justin_Muturi,Mwai_Kibaki
Badr-un-Nissa,Aurangzeb
Paul_Kohner,John_Weitz
Siti_Hartinah,Tommy_Suharto
Gideon_Brand_van_Zyl,George_VI
Osman_I,Ertuğrul
Susana_Werner,Susan_Werner
Philippe_Cousteau_Jr.,Jan_Cousteau
"Victoria,_Princess_Royal",Princess_Viktoria_of_Prussia
Michael_David_(painter),Jackson_Pollock
Skanderbeg,Gjon_Kastrioti
Ali_al-Adeeb,Jalal_Talabani
Infanta_Maria_Teresa_of_Spain,Maria_Christina_of_Austria
Tlacacuitlahuatzin,Matlalxochtzin
Okey_L._Patteson,William_C._Marland
Edgar_Rosenberg,Melissa_Rivers
Maharana_Pratap,Amar_Singh_I
Arthur_Sewall,Adlai_Stevenson_I
Marta_Larraechea,Luisa_Durán
Mizuno_Tadakuni,Matsudaira_Muneakira
Shirley_Williams,Richard_Crossman
Saw_Htut_of_Pinya,Saw_U_of_Myinsaing
"Edward_Russell,_3rd_Earl_of_Bedford","Francis_Russell,_2nd_Earl_of_Bedford"
"Conrad_II,_Holy_Roman_Emperor","Henry_III,_Holy_Roman_Emperor"
Nurhaci,Hong_Taiji
Elia_Kazan,Nicholas_Kazan
"Karl_August,_Grand_Duke_of_Saxe-Weimar-Eisenach","Charles_Frederick,_Grand_Duke_of_Saxe-Weimar-Eisenach"
Chantal_Petitclerc,Justin_Trudeau
Patrick_Devedjian,Nicolas_Sarkozy
Carroll_A._Campbell_Jr.,Howard_Dean
"Infanta_Luisa_Fernanda,_Duchess_of_Montpensier",Ferdinand_VII_of_Spain
Chairil_Anwar,Xu_Zhimo
Kunigunde_of_Hohenstaufen,Irene_Angelina
Daniel_Barbu,Traian_Băsescu
Katia_Mann,Klaus_Mann
Ted_Cruz,Craig_James_(American_football)
Mavis_Staples,Prince_(musician)
Harry_S._Truman,Fred_M._Vinson
David_G._Burnet,Sam_Houston
H._H._Asquith,Edward_VII
Aaliyah,Barry_Hankerson
Geir_Haarde,Ólafur_Ragnar_Grímsson
Blanche_of_Artois,"Robert_I,_Count_of_Artois"
Ye_Jianying,Soong_Ching-ling
Macy_Alexander_(The_Bold_and_the_Beautiful),William_J._Bell
"Sibylla,_Queen_of_Jerusalem",Baldwin_V_of_Jerusalem
Curtis_Hairston,Whitney_Houston
Victor_Emmanuel_III_of_Italy,Umberto_II_of_Italy
John_Lannan,John_Lennon
Talal_of_Jordan,Prince_Muhammad_bin_Talal
Jimmy_Mulville,Martin_Bergman
Ahmet_Necdet_Sezer,Yekta_Güngör_Özden
Elizabeth_Paulet,"John_Paulet,_2nd_Marquess_of_Winchester"
Randy_Spelling,Aaron_Spelling
Grover_Cleveland,Hilary_A._Herbert
Alexander_Bustamante,Elizabeth_II
Philippe_Pétain,Charles_de_Gaulle
Bachir_Gemayel,Amine_Gemayel
Gerry_Brownlee,Michael_Cullen_(politician)
Philip_VI_of_France,Charles_IV_of_France
Kamran_Mirza,Babur
"Charles_Vane,_3rd_Marquess_of_Londonderry",George_IV_of_the_United_Kingdom
Bathsheba,Nathan_(son_of_David)
Claude_Carignan,Stephen_Harper
James_Wilson_(Secretary_of_Agriculture),William_McKinley
"Augustus,_Grand_Duke_of_Oldenburg","Peter_II,_Grand_Duke_of_Oldenburg"
Al_Quie,Arlen_Erdahl
Steve_Martini,Steve_Martin
Manny_Pacquiao,Floyd_Mayweather_Jr.
Kang_Sok-ju,Kim_Jong-un
Muhammad_II_of_Khwarezm,Jalal_ad-Din_Mingburnu
Philippe_of_Belgium,Princess_Eléonore_of_Belgium
"George_Hamilton-Gordon,_4th_Earl_of_Aberdeen",William_IV_of_the_United_Kingdom
Victoria_Nuland,Barack_Obama
Mike_Sullivan_(governor),Bill_Clinton
Nelson_Chamisa,Morgan_Tsvangirai
Władysław_II_the_Exile,Bolesław_I_the_Tall
Daniel_S._Lamont,Grover_Cleveland
"Henry_VI,_Holy_Roman_Emperor","Frederick_II,_Holy_Roman_Emperor"
Richard_V._Allen,Ronald_Reagan
Petrus_Peckius_the_Younger,Philip_IV_of_Spain
David_Lidington,David_Cameron
David_Jagger,Winston_Churchill
"Otto_I,_Duke_of_Saxony","Liudolf,_Duke_of_Saxony"
Ted_Stevens,Howard_Baker
"John_Campbell,_9th_Duke_of_Argyll",Alexander_Struthers_Finlay
"John_V,_Duke_of_Brittany","John_IV,_Duke_of_Brittany"
Pong_Nan,Faye_Wong
Wen_Jiabao,Li_Lanqing
Jason_Kenney,Stephen_Harper
Maxime_de_la_Falaise,Lady_Annabel_Goldsmith
"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne",Bonar_Law
Sam_Nujoma,Hage_Geingob
Margaret_Macdonald_Mackintosh,Walter_Crane
Rodrigo_de_Quiroga,Pedro_de_Villagra
Alan_Scarfe,Jonathan_Scarfe
Elizabeth_Alexander_(press_secretary),Joe_Biden
Fuad_II_of_Egypt,Farouk_of_Egypt
Pancho_Magalona,Francis_Magalona
Patricia_Arquette,Cliff_Arquette
William_Charles_Windeyer,William_Bede_Dalley
Carlos_Ibáñez_del_Campo,Jorge_Alessandri
Lý_Nhân_Tông,Lý_Thánh_Tông
Floro_Bogado,Gildo_Insfrán
Philip_José_Farmer,Edgar_Rice_Burroughs
Kajol,Shomu_Mukherjee
Pōmare_IV,Teriitapunui_Pōmare
Maya_Deren,Stan_Brakhage
Christian_V_of_Denmark,"Christian_Albert,_Duke_of_Holstein-Gottorp"
Tibúrcio_Spannocchi,Philip_III_of_Spain
"John_Tristan,_Count_of_Valois",Margaret_of_Provence
Miss_Marple,Helen_Hayes
List_of_The_Bill_characters_(A–D),Scott_Neal
"James_Hamilton,_1st_Duke_of_Abercorn","Brownlow_Cecil,_2nd_Marquess_of_Exeter"
Rana_Bahadur_Shah,Girvan_Yuddha_Bikram_Shah
Mikheil_Saakashvili,Nino_Burjanadze
Phillip_Carter_(ambassador),Barack_Obama
Hu_Jintao,Jiang_Zemin
Radnashiri,Zhenge
"Frederick_Francis_II,_Grand_Duke_of_Mecklenburg-Schwerin",Duchess_Elisabeth_Alexandrine_of_Mecklenburg-Schwerin
"John_of_Castile,_Lord_of_Valencia_de_Campos",Manuel_of_Castile
"Robert_II,_Duke_of_Burgundy","Hugh_IV,_Duke_of_Burgundy"
Ram_Karki,Bidhya_Devi_Bhandari
Edson_Zvobgo,Robert_Mugabe
Lord_Randolph_Churchill,Henry_Barnett_(banker)
Mao_Zedong,Zhu_De
Philip_Marlowe,Humphrey_Bogart
Nukaaka_Coster-Waldau,Josef_Motzfeldt
Düzdidil_Kadın,Cemile_Sultan
Bettina_von_Arnim,Johannes_Brahms
Jim_Flaherty,Pat_Perkins
Edward_Stafford_(diplomat),Dorothy_Stafford
"John_Hope,_1st_Baron_Glendevon",Harold_Macmillan
Mostafa_Tajzadeh,Ali_Khamenei
William_Ewart_Gladstone,Thomas_Estcourt
List_of_Coronation_Street_characters_(1963),Susan_Jameson
Christopher_Biggins,Matt_Willis
Gordon_Scott,Tarzan
Valens,Valentinian_I
"William,_Lord_of_Arkel","John_V,_Lord_of_Arkel"
Bill_Johnson_(blues_musician),Don_Johnson
Princess_Hermine_of_Anhalt-Bernburg-Schaumburg-Hoym,"Victor_II,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym"
John_X_of_Schleswig-Holstein-Gottorp,"John_Adolf,_Duke_of_Holstein-Gottorp"
"Wilhelmine_of_Prussia,_Queen_of_the_Netherlands",Frederick_William_II_of_Prussia
"Alfred,_Duke_of_Saxe-Coburg_and_Gotha","Charles_Edward,_Duke_of_Saxe-Coburg_and_Gotha"
Newt_Gingrich,Bill_Clinton
"Frederick_III,_Duke_of_Brunswick-Lüneburg","William_IV,_Duke_of_Brunswick-Lüneburg"
Smiltsena_Palaiologina,Constantine_Palaiologos_(half-brother_of_Michael_VIII)
Fatima_bint_Mubarak_Al_Ketbi,Mansour_bin_Zayed_Al_Nahyan
Helen_Clark,Elizabeth_II
Hannah_Britten,Laura_Allen
James_II_of_Cyprus,"Charlotte,_Queen_of_Cyprus"
Michael_Foot,"John_Foot,_Baron_Foot"
Alejandro_Sanz,Alicia_Keys
Antiochus_IV_of_Commagene,Iotapa_(spouse_of_Antiochus_III)
Steven_Pifer,Bill_Clinton
Charles_Evans_Whittaker,Dwight_D._Eisenhower
Levon_Ter-Petrosyan,Robert_Kocharyan
William_Ewart_Gladstone,John_Stuart_(judge)
Jacobus_Van_Cortlandt,Ebenezer_Wilson
Krystyna_Zborowska,Marcin_Zborowski
Edwin_Edwards,Buddy_Roemer
"John_Lee,_Baron_Lee_of_Trafford",Gordon_Prentice
Rick_Forrester,William_J._Bell
Dhirubhai_Ambani,Mukesh_Ambani
"Jeanne_de_Bourbon,_Duchess_of_Bourbon","Louis,_Count_of_Clermont"
Megan_Donner,Kim_Delaney
Stephen_Early,Franklin_D._Roosevelt
"William_IV,_Duke_of_Bavaria","Albert_V,_Duke_of_Bavaria"
List_of_Robin_Hood_(2006_TV_series)_characters,Dominic_Minghella
William_E._Simon,Jimmy_Carter
"Robert_Stewart,_Viscount_Castlereagh",George_IV_of_the_United_Kingdom
Lázaro_Cárdenas,Abelardo_L._Rodríguez
Gerry_Leonard,David_Bowie
"Jerry_Calliste,_Jr.",Thomas_Dolby
John_Philip_Shenale,Dionne_Warwick
Darren_E._Burrows,Billy_Drago
Richardis_of_Bavaria,Agnes_of_Loon
"Leopold_I,_Holy_Roman_Emperor","Ferdinand_III,_Holy_Roman_Emperor"
Benjamin_F._White_(Montana_politician),Benjamin_Harrison
Changning_(prince),Shunzhi_Emperor
Ariel_(Disney_character),Edward_Kitsis
Christian_III_of_Denmark,Frederick_I_of_Denmark
"Frederick,_Prince_of_Wales",Princess_Louisa_of_Great_Britain
A._N._R._Robinson,George_Maxwell_Richards
Gurun_Princess_Rong'an,Imperial_Noble_Consort_Zhuangjing
Maria_Pia_of_Savoy,Victor_Emmanuel_II_of_Italy
Louis_XII_of_France,"Gaston,_Duke_of_Orléans"
Charles_Tupper,John_A._Macdonald
Atula_Thiri_Maha_Yaza_Dewi_of_Ava,Mohnyin_Thado
Bradford_Meade,Alan_Dale
"Otto_Henry,_Elector_Palatine","Frederick_III,_Elector_Palatine"
List_of_Dune_secondary_characters,Ghanima_Atreides
Carole_Taylor,Val_Anderson
Commodus,Marcus_Aurelius
"Frederick_I,_Duke_of_Saxe-Gotha-Altenburg","Frederick_II,_Duke_of_Saxe-Gotha-Altenburg"
Benigno_Aquino_III,Rodrigo_Duterte
Michael_Joseph_Melloy,George_W._Bush
John_Perry_(Irish_politician),Enda_Kenny
"Conrad_I,_Duke_of_Carinthia","Otto_I,_Duke_of_Carinthia"
Carrie_Hessler-Radelet,Aaron_S._Williams
Volker_Zotz,Takamaro_Shigaraki
Guo_Wei,Chai_Rong
Princess_Elisabeth_of_Waldeck_and_Pyrmont,"George_Louis,_Prince_of_Erbach-Schönberg"
Li_Zhimin,Mao_Zedong
Countess_Palatine_Caroline_of_Zweibrücken,Frederika_Louisa_of_Hesse-Darmstadt
Carla_Anderson_Hills,Gerald_Ford
Brian_Charlton,Peter_Kormos
Betty_Jo_Bradley,Linda_Kaye_Henning
John_Tyler,James_Pleasants
"Marie_of_France,_Duchess_of_Brabant",Agnes_of_Merania
Carlito_Brigante,Jay_Hernandez
Elizabeth_Granowska,Sophia_of_Halshany
Thomas_G._Jones,Theodore_Roosevelt
Stephanie_Herseth_Sandlin,Kristi_Noem
John_II_of_Cyprus,"Charlotte_of_Bourbon,_Queen_of_Cyprus"
Ellen_Axson_Wilson,Helen_Herron_Taft
Jonathan_Dayton,George_Washington
Ucha'an_K'in_B'alam,K'awiil_Chan_K'inich
Nabhanka_Nibandhabongs,Chulalongkorn
"Frederick_II,_Margrave_of_Meissen","Frederick_I,_Margrave_of_Meissen"
Vlas_Chubar,Vyacheslav_Molotov
"Henry_VI,_Holy_Roman_Emperor","Frederick_II,_Holy_Roman_Emperor"
Niklas_Hjulström,Lennart_Hjulström
Burt_Hummel,Brad_Falchuk
Frank_Underwood_(House_of_Cards),President_of_the_United_States
Tony_Abbott,Mahinda_Rajapaksa
Piet_Hein_Donner,Beatrix_of_the_Netherlands
Mack_Gordon,Barbra_Streisand
Duke_Louis_of_Mecklenburg-Schwerin,Duchess_Gustave_Caroline_of_Mecklenburg-Strelitz
Charles_Pomeroy_Stone,Abraham_Lincoln
Pablo_Larraín,Magdalena_Matte
Cherine_Anderson,Britney_Spears
John_B._Floyd,Jefferson_Davis
Charles_the_Simple,Louis_IV_of_France
R._R._Patil,Chhagan_Bhujbal
"David_Gordon,_4th_Marquess_of_Aberdeen_and_Temair","Dudley_Gordon,_3rd_Marquess_of_Aberdeen_and_Temair"
Andria_Urushadze,Mikheil_Saakashvili
Janus_of_Cyprus,Helvis_of_Brunswick-Grubenhagen
Katie_Cassidy,Shaun_Cassidy
James_Lockwood_(Connecticut_politician),Joseph_Platt
"Louis_Philippe_I,_Duke_of_Orléans",Bathilde_d'Orléans
Keōua,Kalola_Pupuka
Prithvi_of_Nepal,Tribhuvan_of_Nepal
Jim_Risch,Mike_Crapo
Mumtaz_(actress),Roopesh_Kumar
Princess_Francisca_of_Brazil,"Prince_Pierre,_Duke_of_Penthièvre"
Rab_Butler,Harold_Macmillan
Michael_Wintringham,Helen_Clark
Tionne_Watkins,Keith_Sweat
Ralph_Sadler,Henry_VIII_of_England
"Belinda_Douglas-Scott-Montagu,_Baroness_Montagu_of_Beaulieu","Ralph_Douglas-Scott-Montagu,_4th_Baron_Montagu_of_Beaulieu"
Greg_Hemphill,Mordechai_Vanunu
F._David_Mathews,Caspar_Weinberger
Edward_III_of_England,Richard_II_of_England
Burt_Hummel,Kurt_Hummel
Stamford_Raffles,"John_Fendall,_Jr."
Rob_Pyne,Robert_Pine
Lin_Sen,Chiang_Kai-shek
Wayne_Allwine,Bret_Iwan
Władysław_II_Jagiełło,Kęstutis
"Bruce_Grocott,_Baron_Grocott",Gordon_Brown
Guy_Charbonneau,Joe_Clark
Virginia_Bottomley,John_Major
Ordoño_IV_of_León,Sancho_I_of_León
Charles_Ferdinand_Pahud,William_III_of_the_Netherlands
Caterina_Visconti,Beatrice_Regina_della_Scala
"Thomas_Brassey,_1st_Earl_Brassey","George_Clarke,_1st_Baron_Sydenham_of_Combe"
Danny_Messer,Carmine_Giovinazzo
Jeffrey_S._Boyd,Rick_Perry
Mariana_Victoria_of_Spain,Maria_I_of_Portugal
Mahn_Ba_Khaing,Aung_San
Jeff_Sessions,Ronald_Reagan
Huey_Long,Oramel_H._Simpson
Peter_Brock,Colin_Bond
L._Brent_Bozell_Jr.,William_F._Buckley_Jr.
Wasfi_al-Tal,Hussein_of_Jordan
George_Michael,Aretha_Franklin
"Joan_de_Beauchamp,_Countess_of_Ormond","Thomas_Butler,_7th_Earl_of_Ormond"
Prince_Faisal_bin_Hussein,Princess_Muna_al-Hussein
Joseph_Platt,Samuel_Comstock
Stanisław_Szczęsny_Potocki,Franciszek_Salezy_Potocki
Antiochus_I_Soter,Seleucus_I_Nicator
Princess_Sophia_of_Sweden,Gustav_of_Saxe-Lauenburg
E._Gordon_Gee,John_Richard_Sisson
Arnold_Rüütel,Lennart_Meri
Robert_Louis-Dreyfus,Marie-Jeanne_Meyer
List_of_Sharpe_series_characters,John_Tams
S._W._R._D._Bandaranaike,Chandrika_Kumaratunga
Robert_F._Kennedy,Joseph_P._Kennedy_II
George_C._McGhee,John_F._Kennedy
Princess_Victoria_Melita_of_Saxe-Coburg_and_Gotha,Grand_Duke_Vladimir_Kirillovich_of_Russia
Doug_Witter,Dylan_Neal
Pat_Gillis,John_Minnis
Władysław_II_Jagiełło,Vytautas
"Margaret_of_France,_Queen_of_England_and_Hungary",Eleanor_of_Aquitaine
Sophia_Dallas,James_K._Polk
Jakie_Astor,"Nancy_Astor,_Viscountess_Astor"
"Edward_Wotton,_1st_Baron_Wotton","William_Knollys,_1st_Earl_of_Banbury"
José_Luciano_de_Castro,Carlos_I_of_Portugal
Abel_Henry_Smith,Henry_Abel_Smith
Adelaide_of_Leuven,"Gertrude_of_Flanders,_Duchess_of_Lorraine"
"Sir_Robert_Clayton,_3rd_Baronet","George_Spencer,_2nd_Earl_Spencer"
Gail_Gago,Mike_Rann
Jeff_Bate,Mark_Morton_(politician)
Gloria_Bejarano_Almada,Margarita_Penón
Michael_Joseph_Savage,Frank_Langstone
"Georg_Friedrich,_Prince_of_Prussia",Prince_Louis_Ferdinand_of_Prussia_(1944–1977)
Stephen_Milligan,Julie_Kirkbride
Manuel_Zelaya,Ricardo_Maduro
William_M._Browne,Jefferson_Davis
Raúl_Araiza_(director),Raúl_Araiza
Arthur_A._Link,William_L._Guy
Chris_Cox_(DJ),Perry_Farrell
Paul_Biya,Bello_Bouba_Maigari
J._S._Woodsworth,Grace_MacInnis
Ali_ibn_Husayn_Zayn_al-Abidin,Sukayna_bint_Husayn
Edward_Enoch_Jenkins,George_VI
Dawn_Bowden,Huw_Lewis
Joseph_Ole_Nkaissery,Mwai_Kibaki
Football_for_Hope,David_Beckham
"Frederick,_Duke_of_Bohemia","Soběslav_II,_Duke_of_Bohemia"
Jerome_J._Shestack,Edward_Mezvinsky
John_Roberts,George_W._Bush
Tyrion_Lannister,George_R._R._Martin
Abdallah_El-Yafi,Khaled_Chehab
Narathihapate,Yazathingyan_of_Pagan
George_Bruns,George_Burns
Margherita_de'_Medici,Archduchess_Maria_Maddalena_of_Austria
Ben_Henrickson,Bill_Henrickson
"John,_Elector_of_Saxony","John_Frederick_I,_Elector_of_Saxony"
Marilyn_Trenholme_Counsell,Adrienne_Clarkson
Bijou_Heron,Robert_Stoepel
Pedro_de_Rojas,Philip_II_of_Spain
Jonathan_Wilkes,Harry_Hill
Dhu_al-Himma_Shalish,Bashar_al-Assad
"Edward_Smith-Stanley,_12th_Earl_of_Derby",Spencer_Perceval
Orrin_Hatch,Samantha_Power
Tony_Street,Andrew_Peacock
S._Jayakumar,Lee_Kuan_Yew
János_Hadik,Charles_I_of_Austria
Pedro_de_Valdivia,Francisco_de_Villagra
Cassim_Chilumpha,Bingu_wa_Mutharika
Oliver_Hudson,Mark_Hudson_(musician)
Mohammed_Amer,Bill_Cosby
