Henry_Hadaway,Marvin_Gaye
"Vere_Fane,_4th_Earl_of_Westmorland","Sir_Thomas_Roberts,_4th_Baronet"
Charlie_Huddy,Wayne_Gretzky
Solange_Gemayel,Bachir_Gemayel
Charles_Elijah_Fish,William_Bunting_Snowball
"Charles_Paulet,_2nd_Duke_of_Bolton",Thomas_Jervoise
Bob_Menendez,Barbara_B._Kennelly
"Elizabeth_Herbert,_Countess_of_Pembroke_and_Montgomery","Charles_Spencer,_3rd_Duke_of_Marlborough"
Lewis_Elton,Geoffrey_Elton
Randolph_D._Moss,Barack_Obama
Diana_Quick,Bill_Nighy
Albert_Estopinal,James_O'Connor_(Louisiana_politician)
Ivy_Baker_Priest,Georgia_Neese_Clark
Charles_H._Percy,Everett_Dirksen
Albert_G._Schmedeman,Philip_La_Follette
Nathan_Sanford,Rufus_King
"Charles_Pratt,_1st_Earl_Camden","Augustus_FitzRoy,_3rd_Duke_of_Grafton"
Barclay_Harding_Warburton_II,Mary_Brown_Wanamaker
Jacob,Rebecca
Joseph_Cabell_Breckinridge_Sr.,Robert_Jefferson_Breckinridge
Emily_Donelson,Andrew_Jackson_Donelson
Gregory_B._Starr,Barack_Obama
David_Nolan_(Once_Upon_a_Time),Mary_Margaret_Blanchard
Hsu_Li-teh,John_Chiang_(Taiwan)
Michael_Sulick,Barack_Obama
Robert_Hopkins_Miller,Gerald_Ford
Nikita_Khrushchev,Nikolai_Bulganin
The_Fairy_Queen_(Fablehaven),Brandon_Mull
Mark_Antony,Lucius_Volcatius_Tullus_(consul_33_BC)
James_Henry_Dickey_Henderson,John_R._McBride
Yon_Tumarkin,Yigal_Tumarkin
William_C._Feazel,Russell_B._Long
Sheila_Oliver,Thomas_P._Giblin
Goldie_Hawn,Erinn_Bartlett
Arthur_Hobhouse,Frederick_Huth_Jackson
Elaine_Devry,Mickey_Rooney
Bob_Lee_Swagger,Stephen_Hunter
Mark_Carlisle,Margaret_Thatcher
"William_Grenville,_1st_Baron_Grenville","Henry_Dundas,_1st_Viscount_Melville"
Gena_Rowlands,Edwin_Myrwyn_Rowlands
Jonathan_Belcher,John_Reading_(New_Jersey)
David_Lillehaug,Bill_Clinton
Macon_Phillips,Barack_Obama
Margaret_Thatcher,Harold_Wilson
"William_Paulet,_1st_Marquess_of_Winchester","John_Dudley,_1st_Duke_of_Northumberland"
Jacqueline_Nguyen,Barack_Obama
Francis_Granger,John_Tyler
Carlos_Dominguez_III,Rodrigo_Duterte
Józef_Piłsudski,Maciej_Rataj
Abraham_Rawlinson,Lord_Richard_Cavendish_(1752–1781)
David_G._Campbell,George_W._Bush
Lindley_Miller_Garrison,Woodrow_Wilson
Larry_Ellison,Melanie_Craft
Henry_Seymour_Conway,"Augustus_FitzRoy,_3rd_Duke_of_Grafton"
Lady_Pamela_Hicks,David_Nightingale_Hicks
Orville_Freeman,Elmer_L._Andersen
Thomas_Dickens_Arnold,Andrew_Johnson
Reptynub,Nyuserre_Ini
Sanjay_Khan,Akbar_Khan_(director)
Stephen_King,Damon_Lindelof
Agum_Gumelar,Abdurrahman_Wahid
Gösta_Ekman_(senior),Gösta_Ekman
Blake_Gottesman,George_W._Bush
Henrik_Dedichen,Carl_Looft
Father_Dámaso,José_Rizal
Daniel_Kellogg_(settler),John_Platt_(settler)
Padmé_Amidala,Mara_Jade
Shaddam_IV,Frank_Herbert
Erik_Benzelius_the_younger,Jakob_Benzelius
"James_Harris,_1st_Earl_of_Malmesbury","Thomas_Villiers,_2nd_Earl_of_Clarendon"
Valéry_Giscard_d'Estaing,Alain_Poher
Alexander_Downer,Malcolm_Turnbull
Edward_F._Cox,Joseph_Mondello
Dasharatha,Aja_(Hindu_mythology)
John_Wayne,Pilar_Pallete
Gerald_Ford,John_Albert_Knebel
Alfred_Ely_Beach,Moses_Yale_Beach
Aaron,Moses
Samuel_Cluckston,Thomas_Benedict_(II)
Martín_De_León,Patricia_de_la_Garza_De_León
Junichirō_Koizumi,Noboru_Takeshita
Jonathan_Hunt_(Vermont_congressman),Hiland_Hall
George_H._W._Bush,Dan_Quayle
John_M._Zwach,Stanley_W._Holmquist
Joseph_Gilman_(1738),John_Cleves_Symmes
José_P._Laurel,Claro_M._Recto
Ebenezer_J._Hill,William_C._Street
Bob_Boerigter,Mike_Racy
Richard_Swett,Bill_Clinton
Frank_Church,Henry_Dworshak
Stanley_Ho,Robert_Hotung
Renée_Estevez,Ramon_Estevez
Michel_Debré,Valéry_Giscard_d'Estaing
Samuel_Zborowski,Krzysztof_Zborowski
Renée_Simonot,Chiara_Mastroianni
Jim_McKay,Ernie_Johnson_Jr.
Marie_Collings,Pierre_Carey_le_Pelley
William_Wilkins_(U.S._politician),John_Tyler
Bhai_Mani_Singh,Bhai_Gurdas
Roswell_Gilpatric,Lyndon_B._Johnson
Heusted_W._R._Hoyt,William_C._Street
Penny_Marshall,Rob_Reiner
Perry_B._Duryea_Jr.,Stanley_Steingut
Watkins_Moorman_Abbitt,Robert_Daniel
"Dudley_Marjoribanks,_1st_Baron_Tweedmouth",John_Stapleton_(MP)
William_A._Egan,Keith_Harvey_Miller
Helen_Bentwich,Ellis_Arthur_Franklin
"Charles_Grey,_2nd_Earl_Grey",William_IV_of_the_United_Kingdom
Rudy_Giuliani,Ronald_Reagan
Bill_Tanner,Rory_Kinnear
"Louis_II,_Prince_of_Monaco","Princess_Charlotte,_Duchess_of_Valentinois"
"Valdemar,_King_of_Sweden",Magnus_III_of_Sweden
Ghost_of_Christmas_Present,Charles_Dickens
Lester_D._Volk,George_H._Ittleman
Lynne_Cheney,George_W._Bush
Fred_Flintstone,William_Hanna
Alexander_Donaldson_(bookseller),Samuel_Johnson
George_McClellan_(physician),Samuel_McClellan
Lady_Sarah_Lennox,"Charles_Lennox,_2nd_Duke_of_Richmond"
Lyndon_B._Johnson,Alan_Stephenson_Boyd
Hiranyakashipu,Holika
M._Kadharsha,Indira_Gandhi
Samuel_Hanford,John_Benedict
John_Reed_Jr.,John_Quincy_Adams
Michael_B._Donley,George_W._Bush
William_W._Irwin,Samuel_Hays_(Pennsylvania_politician)
Nathan_Mayer_Rothschild,Mayer_Amschel_Rothschild
Lin_Biao,Peng_Dehuai
Franklin_D._Roosevelt,Frank_Murphy
Edith_Bouvier_Beale,Lee_Radziwill
"Francis_Fane,_1st_Earl_of_Westmorland",Thomas_Fludd
Ron_Kirk,Barack_Obama
Bettino_Craxi,Francesco_Cossiga
Kim_Jong-un,Kim_Yong-nam
Liu_Shaoqi,Zhou_Enlai
Chauncey_McCormick,Charles_Deering
Umm_Kulthum_bint_Muhammad,Muhammad
Matt_Crouch_(TBN),Brandon_Crouch
John_King_Jr.,Barack_Obama
John_Bertram_Stirling,Roland_Michener
Charles_Frost_(politician),William_McWilliams
Herbert_Fisk_Johnson_Sr.,Samuel_Curtis_Johnson_Sr.
Sissel_Sellæg,Per_Theodor_Haugen
Abdul_Aziz_Juned,Hassanal_Bolkiah
Frank_Comerford_Walker,Harry_S._Truman
Ranulph_Fiennes,Ralph_Fiennes
Francine_Smith,Seth_MacFarlane
Sven_Wollter,Viveka_Seldahl
Loretta_Lynch,Barack_Obama
Joycelyn_Elders,Bill_Clinton
"Sir_William_Jackson,_1st_Baronet",William_Shepherd_Allen
William_Scully_(Australian_politician),Thomas_Treloar
"Luís_Carlos_Inácio_Xavier_de_Meneses,_1st_Marquis_of_Louriçal",John_V_of_Portugal
David_Lloyd_George,Edwin_Samuel_Montagu
John_Alexander_Macdonald_(Prince_Edward_Island_politician),Thomas_Vincent_Grant
Judith_Moriarty,Roy_Blunt
Tom_McCall,Mark_Hatfield
Gifford_Pinchot,Theodore_Roosevelt
John_R._Ingram_(businessman),Orrin_H._Ingram_II
John_Speed_Smith,Samuel_McKee_(1774)
Gregory_M._Sleet,Bill_Clinton
Abby_Aldrich_Rockefeller,Nelson_W._Aldrich
Andrew_Stevenson,John_Bell_(Tennessee_politician)
Mary_Stenson_Scriven,George_W._Bush
Kajol,Shomu_Mukherjee
Alexander_Haig,Gerald_Ford
Wasantha_Aluwihare,Ranil_Wickremesinghe
Lawrence_Hogan,Hervey_Machen
Sam_Kydd,Pinkie_Barnes
Shehbaz_Sharif,Yousaf_Raza_Gillani
Henry_Huttleston_Rogers,Abbie_G._Rogers
Roald_Dahl,Sophie_Dahl
Ann_Richards,George_W._Bush
Heydar_Aliyev,Abulfaz_Elchibey
Gaius_Antonius_Hybrida,Gaius_Octavius_(proconsul)
Heydar_Aliyev,Surat_Huseynov
Zhu_Rongji,Wu_Bangguo
Ibrahim_Mohammad_Jahfar,Hassanal_Bolkiah
Karen_Schreier,Bill_Clinton
Julius_Caesar_(judge),Arthur_Harris_(MP)
Edward_Carson,Arthur_Balfour
Bill_Cassidy,Mary_Landrieu
William_B._Calhoun,John_Quincy_Adams
Ratul_Shankar,Mamata_Shankar
Fernand_Fafard,Jean-François_Pouliot_(politician)
John_Watkins_(Australian_politician),Andrew_Refshauge
Eduardo_Oban_Jr.,Benigno_Aquino_III
Naseeruddin_Shah,Mohommed_Ali_Shah
Frederick_Boland,Mongi_Slim
Cynthia_Hedge-Morrell,Jared_Brossett
Norodom_Buppha_Devi,Hun_Sen
George_Ball_(diplomat),Lyndon_B._Johnson
Hon_Sui_Sen,Goh_Keng_Swee
Daphne_Moon,Martin_Crane
John_D._Rockefeller,William_Rockefeller_Sr.
List_of_Monk_characters,John_Turturro
Eleanor_Calvert,Benedict_Swingate_Calvert
Lena_Bergman,Daniel_Bergman
Harriet_Hemings,Eston_Hemings
Teri_Joseph,Maxine_Chadway
Mohan_Kumaramangalam,Indira_Gandhi
Jeyaraj_Fernandopulle,Mahinda_Rajapaksa
Markus_Wolff,Markus_Wolf
Edward_Heath,Margaret_Thatcher
George_Forsythe,William_Feller
Jenny_Lumet,Sidney_Lumet
Hank_Voight,Matt_Olmstead
Dudley_Williams_(judge),Robert_Menzies
Anna_Maria_Villani_Scicolone,Romano_Mussolini
Roy_Blunt,Dennis_Hastert
Nathaniel_B._Borden,Barker_Burnell
Hugh_Lawson_(judge),Bill_Clinton
"Sir_Charles_Sedley,_2nd_Baronet",Abel_Smith_(1748–1779)
Albert_Gore_Sr.,Bill_Brock
Gerald_Ford,Donald_Rumsfeld
Paul_Warner_(judge),George_W._Bush
Charles_Tilston_Bright,William_Ewart_Gladstone
Maher_Abd_al-Rashid,Qusay_Hussein
Gigi_Pritzker,Jay_Pritzker
Edgardo_Ramos,Barack_Obama
Abdyl_Frashëri,Sami_Frashëri
Strom_Thurmond,Thomas_A._Wofford
Donald_J._Atwood_Jr.,William_Howard_Taft_IV
Muhammad_Husayn_Tabataba'i,Muhammad
Milward_L._Simpson,Clifford_Joy_Rogers
"Mildmay_Fane,_2nd_Earl_of_Westmorland","Francis_Fane,_1st_Earl_of_Westmorland"
"Mary_Stewart,_Duchess_of_Richmond","James_Stewart,_1st_Duke_of_Richmond"
Queen_Lurline,Princess_Ozma
Lady_Ann_Cunningham,"James_Hamilton,_2nd_Marquess_of_Hamilton"
Brian_Kinney,Daniel_Lipman
Teddy_Pendergrass,Marvin_Gaye
William_the_Silent,Maximilien_de_Hénin-Liétard
Mary_Pickford,Lottie_Pickford
"William_Cecil,_1st_Baron_Burghley","Robert_Dudley,_1st_Earl_of_Leicester"
Ellen_Tauscher,Barack_Obama
Alena_(Encantadia),Mine-a
Roh_Tae-woo,Kim_Young-sam
Rosalynn_Carter,Jimmy_Carter
"John_Ward,_2nd_Viscount_Dudley_and_Ward","Sir_John_Hynde_Cotton,_4th_Baronet"
"Sarah_Lyttelton,_Baroness_Lyttelton","William_Lyttelton,_3rd_Baron_Lyttelton"
Mary_Ann_Pascal,Elaine_Wynn
Lindley_Miller_Garrison,Woodrow_Wilson
Robert_Todd_Lytle,Alexander_Duncan_(politician)
David_Mamet,Rebecca_Pidgeon
Brian_R._Martinotti,Barack_Obama
Glenn_A._Fine,Bill_Clinton
Mark_Fiennes,Maurice_Fiennes
Anastasio_Somoza_Debayle,Francisco_Urcuyo
Dakota_Johnson,Jesse_Johnson_(actor)
Harlan_Carey_Brewster,William_Wallace_Burns_McInnes
Antonella_Gambotto-Burke,Sylvia_Plath
Roger_Vinson,Ronald_Reagan
Robert_Clive_Jones,George_W._Bush
"William_Creighton,_Jr.",Charles_Willing_Byrd
Hubert_Lawrence_Anthony,Charles_Davidson_(politician)
Cary_Elwes,Cassian_Elwes
Rajkumar_(actor),Parvathamma_Rajkumar
Henry_M._Hoyt,Robert_E._Pattison
"Henry_Somerset,_8th_Duke_of_Beaufort","Godfrey_Morgan,_1st_Viscount_Tredegar"
Griffin_Dunne,John_Gregory_Dunne
David_Pryor,John_Melcher
Dennis_Fentie,Paul_Martin
Bharata_(Ramayana),Dasharatha
"Sir_Edward_Hales,_1st_Baronet","Mildmay_Fane,_2nd_Earl_of_Westmorland"
Srikanth_(Telugu_actor),Sivaranjani_(actress)
Michael_H._Simon,Barack_Obama
George_Jetson,Skeet_Ulrich
Barry_Goldwater,Paul_Fannin
Moses_Yale_Beach,Elihu_Yale
Bill_Blaikie,Jack_Layton
Helen_Herron_Taft,William_Howard_Taft
Mstislav_I_of_Kiev,Gytha_of_Wessex
Clyde_Bishop,George_W._Bush
Samuel_B._Huston,Joseph_C._Hare
Elaine_E._Bucklo,Bill_Clinton
Ramona_Quimby,Sarah_Polley
Lance_M._Africk,George_W._Bush
Kenneth_Duberstein,Howard_Baker
Al_Smith,Franklin_D._Roosevelt
John_L._Mitchell,John_Coit_Spooner
James_Howell_(politician),Seth_Low
William_Tyson_Wilson,"Edward_Stanley,_17th_Earl_of_Derby"
Frank_Mankiewicz,Lee_Frischknecht
"Chin_Han_(actor,_born_1938)",Ivy_Ling_Po
Paul_Kohner,Lupita_Tovar
Wayne_MacVeagh,Benjamin_H._Brewster
Phineas_W._Leland,"Josiah_Quincy,_Jr."
Robert_Hormats,Barack_Obama
Martha_Craig_Daughtrey,Bill_Clinton
John_W._Darrah,Bill_Clinton
Walter_J._Kohler_Sr.,Philip_La_Follette
John_H._Moore_II,Ronald_Reagan
Tim_Loughton,Edward_Timpson
Martin_J._Gruenberg,George_W._Bush
Christian_Streit_White,Robert_White_(attorney_general)
Anthony_Soprano_Jr.,Meadow_Soprano
Jon_S._Tigar,Barack_Obama
John_Williams_(Tennessee),Lewis_Williams
Stephen_W._Rochon,George_W._Bush
Mufti_Mohammad_Sayeed,Nirmal_Kumar_Singh
Eric_T._Washington,Bill_Clinton
Ethel_Kennedy,Robert_F._Kennedy
Siti_Hasmah_Mohamad_Ali,Mahathir_Mohamad
"Arthur_Wellesley,_1st_Duke_of_Wellington","Sir_John_Doyle,_1st_Baronet"
"Beilby_Lawley,_2nd_Baron_Wenlock","Richard_Monckton_Milnes,_1st_Baron_Houghton"
Ted_Hughes,Sylvia_Plath
"Vere_Fane,_4th_Earl_of_Westmorland","Charles_Fane,_3rd_Earl_of_Westmorland"
Hugh_Franklin_(suffragist),Cecil_Franklin
"Frederick_Stanley,_16th_Earl_of_Derby","Granville_Leveson-Gower,_2nd_Earl_Granville"
Ferdinand_Francis_Fernandez,George_H._W._Bush
Vernon_S._Broderick,Barack_Obama
Edmond_James_de_Rothschild,Adelheid_von_Rothschild
Joseph_P._Kennedy_Sr.,Neville_Chamberlain
Clapp_Raymond,Stephen_St._John
Oliver_Ingrosso,Avicii
Alice_Marriott,J._Willard_Marriott
Alice_Munro,Charlotte_Brontë
Ray_Lyman_Wilbur,John_Casper_Branner
Helle_Thorning-Schmidt,Stephen_Kinnock
Eden_Hartford,Groucho_Marx
William_J._Hughes,Bill_Clinton
John_M._Walker_Jr.,Ronald_Reagan
Ellen_Lipton_Hollander,Barack_Obama
Rudolf_Diels,Adolf_Hitler
Yang_Zongbao,Yang_Yanzhao
"George_Calvert,_1st_Baron_Baltimore",Jerome_Horsey
Adrienne_S._O'Neal,Barack_Obama
Dave_Freudenthal,Matt_Mead
Khaleda_Zia,Abdus_Sattar_(president)
Julie_Roberts,Julia_Roberts
Fatmawati,Sukarno
List_of_Tru_Calling_characters,Cotter_Smith
William_Kneass,John_Quincy_Adams
David_Davis_Walker,Thomas_Walker_(slave_trader)
Grover_Cleveland,Thomas_A._Hendricks
"Edward_Smith-Stanley,_14th_Earl_of_Derby","Henry_John_Temple,_3rd_Viscount_Palmerston"
"Robert_Sidney,_2nd_Earl_of_Leicester",George_Fane_(of_Burston)
"Robert_Grosvenor,_5th_Duke_of_Westminster","Viola_Grosvenor,_Duchess_of_Westminster"
Jeffrey_L._Bleich,Barack_Obama
John_Belding,Samuel_Smith_(Connecticut_politician)
Bobby_Cannavale,Jenny_Lumet
James_Lockwood_(Connecticut_politician),Joseph_Platt
Robert_Torrens,Richard_Graves_MacDonnell
William_Earl_Rowe,John_Robarts
N._Chandrababu_Naidu,Daggubati_Purandeswari
José_P._Laurel,Jorge_B._Vargas
"Gwendolen_Guinness,_Countess_of_Iveagh","Rupert_Guinness,_2nd_Earl_of_Iveagh"
Martha_Jefferson_Randolph,Abigail_Adams
William_S._Burroughs,Gus_Van_Sant
Rex_E._Lee,Ronald_Reagan
Tokugawa_Tsunayoshi,Tokugawa_Ietsuna
Theodore_Roosevelt_V,Theodore_Roosevelt_IV
Oswald_Mosley,John_Davison_(politician)
Hugh_McCracken,John_Lennon
Cynthia_Lennon,John_Lennon
Julio_César_Turbay_Ayala,Alfonso_López_Michelsen
Ishmael,Ishmael
Lord_Randolph_Churchill,"John_Wodehouse,_1st_Earl_of_Kimberley"
"David_Eccles,_1st_Viscount_Eccles",Maurice_Macmillan
Laurits_S._Swenson,Brutus_J._Clay_II
"William_Paulet,_1st_Marquess_of_Winchester","Henry_Grey,_1st_Duke_of_Suffolk"
Sophie_Fiennes,Ralph_Fiennes
Qusai_ibn_Kilab,Zuhrah_ibn_Kilab
Wyatt_Earp,Morgan_Earp
Sheriff_Jim_Valenti,William_Sadler_(actor)
Harry_Reid,Don_Nickles
Martin_Riggs,Mel_Gibson
Mircea_Snegur,Valeriu_Muravschi
Charan_Singh,Jagjivan_Ram
Joseph_P._Kennedy_Sr.,John_Gilbert_Winant
Canaan_Banana,Janet_Banana
Douglas_J._Bennet,Michael_S._Roth
George_Cash,John_Cowdell
Catherine_Eagles,Barack_Obama
Anastasio_Somoza_García,Leonardo_Argüello_Barreto
William_Henry_Smith_(1825–1891),Lord_Randolph_Churchill
William_Hall-Jones,Joseph_Ward
"John_Holland,_1st_Duke_of_Exeter","Aubrey_de_Vere,_10th_Earl_of_Oxford"
Andrew_Peacock,Fred_Chaney
"John_Betts,_Jr.",Samuel_Hanford
"Frederick_Stanley,_16th_Earl_of_Derby","John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair"
Choe_Yong-rim,Kim_Jong-il
James_Campbell_(governor),Edward_Paget
Abigail_Adams,George_Washington
List_of_Dune_secondary_characters,Feyd-Rautha
Bias_Bernhoft,Jon_Ola_Sand
Abdellatif_Filali,Hassan_II_of_Morocco
Clint_Eastwood,Dina_Eastwood
List_of_Dune_secondary_characters,Paul_L._Smith
Lord_Byron,Claire_Clairmont
Charles_Dickens,Catherine_Dickens
Magnus_Brahe_(1564–1633),Gabriel_Gustafsson_Oxenstierna
Abraham_Lincoln,James_Buchanan
William_D._Hare,John_Davenport_(Ohio_politician)
Samuel_Smith_(Connecticut_politician),John_Belding
Kay_Lenz,David_Cassidy
'Abd_al-Rahman_ibn_'Awf,Muhammad
Stephen_H._Glickman,Bill_Clinton
Terry_Ryan_(baseball),Andy_MacPhail
Havva_Mammadova,Ilham_Aliyev
Margaret_Bingham,"Charles_Bingham,_1st_Earl_of_Lucan"
Donald_Trump_Jr.,Eric_Trump
Phillip_V._Sanchez,Gerald_Ford
Muzahim_al-Pachachi,Nuri_al-Said
Iftikhar_Muhammad_Chaudhry,Asif_Ali_Zardari
Goldie_Hawn,Kurt_Russell
Denny_Chin,Barack_Obama
Iajuddin_Ahmed,Sheikh_Hasina
List_of_Roseanne_characters,Dan_Conner
Mr._Sowerberry,Charles_Dickens
Tioulong_Saumura,Sam_Rainsy
F._W._de_Klerk,Thabo_Mbeki
Liz_Lemon,Jack_Donaghy
Vice_presidency_of_Al_Gore,Harlan_Mathews
Ellen_Geer,Peter_Alsop
Alphonso_Taft,Ulysses_S._Grant
Mitch_Buchannon,David_Hasselhoff
Mary_A._McLaughlin,Bill_Clinton
Gladys_%22Jim%22_Buntine,Arnold_Buntine
David_Cross,Amber_Tamblyn
Nigel_Lawson,Margaret_Thatcher
Georges_Palante,Arthur_Schopenhauer
Robert_Lipshutz,Jimmy_Carter
Ronald_I._Spiers,Richard_Nixon
David_Paterson,Eliot_Spitzer
"Walter_Marshal,_5th_Earl_of_Pembroke","Isabel_de_Clare,_4th_Countess_of_Pembroke"
"Charles_Grey,_2nd_Earl_Grey","Algernon_Percy,_1st_Earl_of_Beverley"
Abhimanyu,Uttarā_(Mahabharata)
Ted_Kennedy,Orrin_Hatch
Saddam_Hussein,Ahmed_Hassan_al-Bakr
Raymond_L._Garthoff,Jimmy_Carter
Alan_Keyes,Ronald_Reagan
Eleanor_Louise_Ross,Barack_Obama
Kenneth_John_Gonzales,Barack_Obama
Shah_Mehmood_Qureshi,Asif_Ali_Zardari
Styles_Bridges,Henry_W._Keyes
Anne_Rud,Tycho_Brahe
"Alfred,_Lord_Tennyson",John_Milton
B._Lynn_Winmill,Bill_Clinton
Maureen_O'Sullivan,John_Farrow
José_de_la_Riva-Agüero_y_Looz_Corswaren,Mariano_Herencia_Zevallos
Ulysses_S._Grant,Hamilton_Fish
Robert_D._Kennedy,Robert_F._Kennedy
Stanley_E._Bowdle,Nicholas_Longworth
Teddy_Pendergrass,Marvin_Gaye
Trygve_Bratteli,Olav_Meisdalshagen
Regina_Mills,Ava_Acres
Cynthia_Akuetteh,Barack_Obama
Wilbraham_Spencer_Tollemache,"John_Tollemache,_1st_Baron_Tollemache"
Alexandre_Taché_(politician),Maurice_Tellier
Shelley_Moore_Capito,Jay_Rockefeller
Evil_Queen_(Disney),Jane_Curtin
Aleksandra_Piłsudska,Józef_Piłsudski
Eddie_Fisher_(singer),Billie_Lourd
Eunice_S._Reddick,George_W._Bush
Cecil_D._Andrus,Jimmy_Carter
"Frederick_Stanley,_16th_Earl_of_Derby","Sir_Thomas_Fermor-Hesketh,_5th_Baronet"
Samuel_Ealy_Johnson_Sr.,Luci_Baines_Johnson
Bernhard_Dunker,Christopher_Hansteen
Indiana_Jones,Marion_Ravenwood
James_Madison_Sr.,Lord_Byron
Kaikesi,Sumali
Louisa_Adams,John_Quincy_Adams
Anthony_Eden,Herbert_Morrison
Estrella_Zeledón_Lizano,Rodrigo_Carazo_Odio
Henry_Van_Thio,Aung_San_Suu_Kyi
Ōe_no_Otondo,Emperor_Heizei
James_Franklin_Jeffrey,Barack_Obama
James_Campbell_(land_commissioner),Guise_Brittan
Fartuun_Adan,Elman_Ali_Ahmed
Gloria_Stivic,Michael_Stivic
Victorino_Mapa,Woodrow_Wilson
Herminia_Roman,Antonino_P._Roman
S._P._Adithanar,K._P._K._Kumaran
Arabella_Churchill_(charity_founder),Randolph_Churchill
Sarah_Connor_(Terminator),Linda_Hamilton
Harry_Pregerson,Lyndon_B._Johnson
Karin_Stoltenberg,Thorvald_Stoltenberg
Karunanidhi,M._G._Ramachandran
"Henry_Hyde,_Viscount_Cornbury","Henry_Hyde,_4th_Earl_of_Clarendon"
Pranab_Mukherjee,Atal_Bihari_Vajpayee
Dapo_Torimiro,Justin_Bieber
John_Tyler,John_Bell_(Tennessee_politician)
"Charles_Berkeley,_2nd_Viscount_Fitzhardinge",Robert_Caesar
"Osbert_Peake,_1st_Viscount_Ingleby",Winston_Churchill
Paula_Hitler,Adolf_Hitler
Patrick_Koshoni,Olikoye_Ransome-Kuti
Zarina_Baloch,Sassui_Palijo
Charles_Wilson_Hursthouse,Rangi_Hetet
Ashley_Estes_Kavanaugh,George_W._Bush
List_of_Mama's_Family_characters,Beverly_Archer
"Carlota_de_Godoy,_2nd_Duchess_of_Sueca","María_Teresa_de_Borbón,_15th_Countess_of_Chinchón"
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston","Mary_Curzon,_Baroness_Curzon_of_Kedleston"
Janice_Soprano,Meadow_Soprano
Duarte_de_Menezes,John_III_of_Portugal
Bruce_Lee,Linda_Lee_Cadwell
Susan_S._Jacobs,George_W._Bush
Fahmida_Mirza,Faisal_Karim_Kundi
Yang_Zongbao,Mu_Guiying
Jean-Marie_Balestre,Max_Mosley
Daniel_Hoyt,James_Lockwood_(Connecticut_politician)
Ted_Kennedy,Judd_Gregg
John_Baker_White_(Virginia),Robert_White_(judge)
John_Edward_Brownlee,William_L._Walsh
Evil_Queen_(Disney),Susanne_Blakeslee
Charles_Maurice_de_Talleyrand-Périgord,Catherine_Grand
Ada_Lovelace,Lord_Byron
John_Davis_Long,William_McKinley
Shomu_Mukherjee,Tanuja
Benigno_Aquino_Sr.,José_Yulo
John_A._Tory,John_S._D._Tory
"Edwina_Mountbatten,_Countess_Mountbatten_of_Burma","Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma"
"Waddy_Thompson,_Jr.",John_Tyler
"Lawrence_Kadoorie,_Baron_Kadoorie",Horace_Kadoorie
Rune_Gerhardsen,Einar_Gerhardsen
Thomas_Benedict_(II),Joseph_Platt
Ivana_Trump,Donald_Trump
Mitch_Landrieu,Mary_Landrieu
Martin_Van_Buren,Enos_T._Throop
James_Springer_White,Uriah_Smith
Gerald_Ford,Donald_Rumsfeld
"Leo_Mackay,_Jr.",George_W._Bush
Eva_Gabor,Magda_Gabor
Tyrone_Power_Jr.,Romina_Power
Michael_Cudahy_(industrialist),Patrick_Cudahy
Eugene_R._Sullivan,Ronald_Reagan
Edmund_A._Sargus_Jr.,Bill_Clinton
Edith_Bouvier_Beale,"Phelan_Beale,_Jr."
Rosalynn_Carter,Nancy_Reagan
Charles_Scribner_III,Charles_Scribner_II
Stuart_A._Levey,George_W._Bush
Joseph_Chamberlain,James_Stansfeld
Wang_Jin-pyng,Hung_Hsiu-chu
Wigberto_Tañada,Fidel_Ramos
Franz_Gürtner,Adolf_Hitler
Antonio_Imbert_Barrera,Héctor_García-Godoy
Saddam_Hussein,Mohammad_Bahr_al-Ulloum
Eric_T._Washington,Bill_Clinton
John_D._Rockefeller_III,John_D._Rockefeller_Jr.
Dan_Quayle,Vice_President_of_the_United_States
Patricia_Alsup,Barack_Obama
Malcolm_Perry_(physician),John_F._Kennedy
Rufus_King,John_Laurance
Ferdinand_Francis_Fernandez,George_H._W._Bush
Martin_Thomas_Manton,Woodrow_Wilson
Diana_Saldaña,Barack_Obama
Walter_Hely-Hutchinson,Queen_Victoria
Alasdair_Milne,Ian_Trethowan
John_Catesby,Roger_Townshend_(judge)
Krista_Ford,Rob_Ford
Anil_Kapoor,Annu_Kapoor
Marvin_L._Esch,Lenore_Romney
Early_life_and_career_of_Suharto,B._J._Habibie
William_J._Jefferson,Diana_Bajoie
Maria_Lourdes_Sereno,Benigno_Aquino_III
Semyon_Timoshenko,Joseph_Stalin
Eliphalet_Lockwood_(deacon),Samuel_Comstock
Donald_Trump,Ivana_Trump
Joseph_Chamberlain,Henry_Campbell-Bannerman
"Thomas_Hay-Drummond,_11th_Earl_of_Kinnoull","Robert_Hay-Drummond,_10th_Earl_of_Kinnoull"
Kathleen_Cardone,George_W._Bush
Ram_Vilas_Paswan,M._K._Alagiri
Verne_Mason,Howard_Hughes
George_Whelan_Anderson_Jr.,Richard_Nixon
Hailey_Nichol,Kirsten_Cohen
Maurice_Bocland_(British_Army_officer),Lord_Nassau_Powlett
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",William_Ewart_Gladstone
