The_Paradise_Suite_(Armchair_Theatre),Sam_Wanamaker
Baby_Driver_(film),Bill_Pope
Good_Grief_(TV_series),David_Steinberg
White_Witch_Doctor_(film),James_B._Clark_(director)
The_Soilers,Hal_Roach
Where's_Officer_Tuba%3F,Sammo_Hung
The_Fast_and_the_Furious,Dwayne_Johnson
The_New_Shmoo,Joseph_Barbera
Happy_Endings_(season_2),Gail_Mancuso
Netherworld_(film),Charles_Band
Malaikat_Tanpa_Sayap,Agus_Kuncoro
Maniac_Cop,Larry_Cohen
Excuse_My_Dust_(1951_film),Monica_Lewis
Shadow_of_the_Eagle_(1950_film),Erwin_Hillier
The_Boondocks_(TV_series),Rodney_Barnes
Guided_Mouse-ille,Chuck_Jones
Atomised_(film),Bernd_Eichinger
Birdland_(TV_series),Larry_Shaw_(director)
The_Stupid_Cupid,Arthur_Davis_(animator)
Frankenstein_(1931_film),Robert_Florey
His_Guardian_Auto,James_Cruze
Let's_Be_Fashionable,Thomas_H._Ince
Cartman_Joins_NAMBLA,Trey_Parker
Flesh_and_Bone_(miniseries),Dave_Porter_(composer)
Early_to_Bed_(1928_film),Hal_Roach
Once_Upon_a_Scoundrel,Katy_Jurado
Clear_History,Jeff_Schaffer
Jewtopia_(film),Joel_David_Moore
Headline_Shooter,Frances_Dee
Truth_or_Dare:_6th_Floor_Rear_Flat,Wong_Chun-chun
Korczak_(film),Agnieszka_Holland
Josie_and_the_Pussycats_(TV_series),Joseph_Barbera
Alliances_(Star_Trek:_Voyager),Les_Landau
Il_coraggio,Marcello_Marchesi
The_Pink_Blueprint,Friz_Freleng
Trouble_in_Sundown,Oliver_Drake_(filmmaker)
Fly-by-Night_(film),Jerry_Goldsmith
South_Park,Trey_Parker
Hook_and_Ladder_(1932_film),Hal_Roach
Into_the_Storm_(2009_film),Tony_Scott
The_Fugitive_(season_2),Abner_Biberman
Fantômas_(1946_film),Paul_Cotteret
Manhattan_Cocktail_(film),Victor_Schertzinger
Brothers_(Star_Trek:_The_Next_Generation),Rick_Berman
I_Am_Anne_Frank_(American_Horror_Story),Matthew_John_Armstrong
Basket_Case_2,Joe_Renzetti
Wild_(video_game),Michel_Ancel
Fight_for_Your_Lady,Margot_Grahame
The_X-Files,Kim_Manners
Gothika,John_Carroll_Lynch
The_Good_Soldier_Schweik_(1960_film),Hans_Jacoby
The_Dreyfus_Affair_(film_series),Jean-Luc_Godard
Court_House_Crooks,Mack_Sennett
Sakhiya,Nauheed_Cyrusi
Too_Many_Ways_to_Be_No._1,Matt_Chow
The_Hard_Man,Mischa_Bakaleinikoff
Nagai_Go_no_Horror_Gekijo:_Kirikagami,Go_Nagai
List_of_Conan_episodes_(2015),Ricky_Gervais
The_Rains_Came,Philip_Dunne_(writer)
Food_Chains_(film),Macklemore
The_Cheaters_(TV_series),Robert_Ayres_(actor)
Remember_the_Daze,Melonie_Diaz
Partridge_Family_2200_A.D.,Joan_Gerber
Nero_Wolfe_(1981_TV_series),George_McCowan
We_Faw_Down,Hal_Roach
Ugly_Betty_(season_3),Tom_Verica
Rabbit_Ears_Productions,Anjelica_Huston
Time_Warped,Trey_Parker
Is_My_Face_Red%3F,Ricardo_Cortez
Sweetheart_of_the_Gods,Göran_Strindberg
Beau_Hunks,Hal_Roach
Clockstoppers,David_N._Weiss
Babooshka_(song),Kate_Bush
ER_(season_5),Christopher_Misiano
Nel_blu_dipinto_di_blu_(film),Cesare_Zavattini
It's_a_Boy_Girl_Thing,Sharon_Osbourne
Butter_on_the_Latch,Sarah_Small
Apne_Paraye,Amol_Palekar
Lost_in_Transit,Steven_Spielberg
Nothing_but_Trouble_(1944_film),B._F._Zeidman
The_Lamb_(1918_film),Hal_Roach
"Mr._Hankey,_the_Christmas_Poo",Trey_Parker
No._1_Snehatheeram_Banglore_North,Fazil_(director)
"You're_a_Good_Sport,_Charlie_Brown",Vince_Guaraldi
A_Glimpse_Inside_the_Mind_of_Charles_Swan_III,Liam_Hayes
"Corrientes,_Street_of_Dreams",Luis_Saslavsky
The_Flintstones:_Jogging_Fever,William_Hanna
Mystery_Train_(film),Steve_Buscemi
Agent_Red,Dolph_Lundgren
Anybody's_War,Lloyd_Corrigan
Sitting_Pretty_(1933_film),S._J._Perelman
Médico_de_guardia,Miguel_Zacarías
Swing_Ding_Amigo,Friz_Freleng
Skyscraper_Souls,Gregory_Ratoff
Tweety's_S.O.S.,Arthur_Davis_(animator)
The_Interns_(TV_series),Charles_Larson_(producer)
The_Winds_of_Winter_(Game_of_Thrones),Finn_Jones
The_Film_Primadonna,Karl_Freund
The_Conquest_of_Canaan,Frank_Tuttle
The_Bronx_Is_Burning,Brian_Robbins
Seven_Deadly_Sins_(miniseries),Colin_Friels
Ed_Grimley__The_Completely_Mental_Misadventures_of_Ed_Grimley__1,Joseph_Barbera
Tinker_Bell_and_the_Lost_Treasure,Joel_McNeely
"I,_the_Jury_(1982_film)",Mickey_Spillane
Marebito_(film),Shinya_Tsukamoto
L'inafferrabile_12,Mario_Monicelli
The_Twilight_Zone_(1959_TV_series)_(season_1),Ted_Post
Don_Lorenzo_(film),Steno_(director)
Ewoks:_The_Battle_for_Endor,Warwick_Davis
Berth_Marks,Hal_Roach
Man_with_a_Gun,Michael_Winner
A_Doll's_House_(1973_Garland_film),John_Barry_(composer)
The_Pregnant_Papa,Ferenc_Kállai
Sigappu_Rojakkal,Sridevi
The_Flintstone_Kids,William_Hanna
Criminal_(2016_film),Tommy_Lee_Jones
Everybody_Does_It,Celeste_Holm
Bright_Lights_(1935_film),Michael_Curtiz
Safety_Training,B._J._Novak
Thea_(TV_series),Brandy_Norwood
Flubber_(film),John_Hughes_(filmmaker)
Termites_from_Mars,Walter_Lantz
Rogue_Planet_(Star_Trek:_Enterprise),Brannon_Braga
Old_(Danny_Brown_album),Kanye_West
Who's_Cookin'_Who%3F,Ben_Hardaway
Baby's_Day_Out,John_Hughes_(filmmaker)
Les_Mystères_du_Château_de_Dé,Marie-Laure_de_Noailles
Summer_Solstice_(2003_film),John_M._Sjogren
I_Haven't_Got_a_Hat,Chuck_Jones
Cupid_in_a_Dental_Parlor,Mack_Sennett
"U_Me_Aur_Hum__U,_Me_aur_Hum__1",Vishal_Bhardwaj
Midnight_(1931_film),Charles_Bennett_(screenwriter)
Winter_in_Wartime_(film),Jamie_Campbell_Bower
Supercondriaque,Judith_El_Zein
Moodu_Mukkalaata,Rambha_(actress)
The_Solid_Tin_Coyote,Friz_Freleng
Cafe_Society_(1939_film),Ted_Tetzlaff
The_Wife's_Family,Gene_Gerrard
Jaganmohini_(1978_film),Sarathi
Jhoola_(1941_film),Leela_Chitnis
Next_Aisle_Over,Hal_Roach
Sri_Srimati_Satyabhama,Rahman_(actor)
Where's_Huddles%3F,William_Hanna
A.K._(film),Akira_Kurosawa
Point_783,Peter_Curran_(director)
The_Book_of_Mormon:_Original_Broadway_Cast_Recording,Trey_Parker
Kerala_Cafe,Bijibal
Mission:_Impossible_(1988_TV_series_season_2),Rod_Hardy
Ramona_(1916_film),Bert_Glennon
Lincoln_(miniseries),Gore_Vidal
The_Marriage_Counselor,Tyler_Perry
101_Dalmatians:_The_Series,Kath_Soucie
Claudia_and_David,Robert_Young_(actor)
Mighty_Morphin_Power_Rangers_(season_3),Douglas_Sloan_(television_producer)
Scooby-Doo_and_the_Cyber_Chase,Joseph_Barbera
Cade's_County,Joseph_Pevney
Playhouse_90,Jerry_Goldsmith
The_Cat_(1977_film),Ugo_Tognazzi
Five_from_the_Jazz_Band,Henry_Koster
One_Terrible_Day,Jack_Davis_(actor)
Thunder_Mountain_(1935_film),George_O'Brien_(actor)
ICAC_Investigators_2004,Halina_Tam
Cupid_(2009_TV_series),Michael_Grossman
Kadhal_Pagadai,Kavithalaya_Krishnan
Awara_Baap,Om_Prakash
Tit_for_Tat_(film),Frank_Tashlin
Ishqiya,Vishal_Bhardwaj
Millennium_(season_1),Ralph_Hemecker
'In_Wrong'_Wright,Ford_Beebe
Lightnin'_in_the_Forest,Warren_Douglas
Kajraare,Mahesh_Bhatt
Anniyan,Sadha
Hook_and_Ladder_(1932_film),Hal_Roach
Public_Enemies_(2009_film),Jeffrey_Ford_(film_editor)
Free_Wheeling,Hal_Roach
Gabriela_(telenovela),Marco_Pigossi
A_Date_with_the_Falcon,Paul_Sawtell
"Benji,_Zax_&_the_Alien_Prince",Joseph_Barbera
God_Sleeps_in_Rwanda,Rosario_Dawson
Specials_@_10,Anurag_Kashyap
Monchhichis_(TV_series),Joseph_Barbera
È_arrivato_il_cavaliere!,Nino_Rota
Anzacs_(TV_series),Geoff_Burrowes
Big_Fish,Steve_Buscemi
Pictures_of_Lily,Kit_Lambert
Law_&_Order:_Special_Victims_Unit_(season_8),Peter_Leto
The_Ladder_of_Lies,Ethel_Clayton
Long_Pants,Arthur_Ripley
Rockstar_(Poison_song),Bret_Michaels
Law_&_Order:_Special_Victims_Unit_(season_1),Constantine_Makris
On_the_Quiet,William_Marshall_(cinematographer)
Too_Hot_to_Handle_(1938_film),Clyde_De_Vinna
AfterMASH,Gabrielle_Beaumont
That's_My_Bush!,Trey_Parker
Way_Out_(TV_series),Elliott_Baker
Thicker_Than_Water_(Under_the_Dome),Adam_Stein
Indictment:_The_McMartin_Trial,Abby_Mann
Here_Comes_Trouble_(1936_film),Harry_Jackson_(cinematographer)
Don't_Sting_the_Mosquito,Dario_Di_Palma
Foofur,Joseph_Barbera
The_Mysteries_of_Pittsburgh_(film),Mena_Suvari
The_Preston_Episodes,James_Burrows
Bloodfist_II,Roger_Corman
Escape_to_Danger,Guy_Green_(filmmaker)
Scooby-Doo_Meets_the_Boo_Brothers,Joseph_Barbera
The_Duchess_of_Benameji_(film),Antonio_Machado
Ocean's_Twelve,George_Clooney
Spartacus:_Gods_of_the_Arena,Dustin_Clare
La_sangre_manda,Virginia_Fábregas
The_Best_of_Walt_Disney's_True-Life_Adventures,Ben_Sharpsteen
My_Sister_Sam,David_Naughton
Richie_Rich_Show,William_Hanna
Firebrands_of_Arizona,Harry_Keller
Private_Benjamin_(1980_film),Charles_Shyer
Back_Stage_(1923_film),Hal_Roach
Branded_(Dad's_Army),David_Croft_(TV_producer)
Housekeeper_with_Beautiful_Skin:_Made_Wet_with_Finger_Torture,Yumi_Yoshiyuki
Der_Fuehrer's_Face,Charles_August_Nichols
Woman_of_Desire,Bo_Derek
Mr._Teddy_Bear,Laurie_Johnson
List_of_The_Wild_Wild_West_episodes,William_Witney
404_(film),Satish_Kaushik
Mr._Bug_Goes_to_Town,Max_Fleischer
Shirt_Tales,William_Hanna
"Shake,_Rattle_&_Roll_(film)",William_Martinez_(actor)
Purely_Belter,Charlie_Hardwick
Now_&_Forever_(2002_film),Paul_Zaza
In_Good_Company_(2004_film),Lawrence_Pressman
Rock_On!!,Farhan_Akhtar
Lee_Rock,Wong_Jing
Tom_and_Jerry:_The_Fast_and_the_Furry,Joseph_Barbera
Firefly_(TV_series),Joss_Whedon
Muvva_Gopaludu,Ganesh_Patro
Dark_Interval,John_Gilling
Italian_Night,Giulia_Boschi
Wonder_Boys_(film),Tobey_Maguire
Finian's_Rainbow_(film),Fred_Astaire
Abdul_the_Damned,Emeric_Pressburger
Kodi_(film),Vetrimaaran
The_Outer_Limits_(1963_TV_series),Vic_Perrin
Teachers_Only,Tony_Singletary
I_kantonnement,Alice_O'Fredericks
Drumline_(film),Nick_Cannon
Going_Bananas_(U.S._series),William_Hanna
The_Westerner_(film),Rudolph_Maté
Bad_25,Will_Vinton
Flakes_(film),Gary_Winick
The_Pink_Blueprint,Friz_Freleng
The_Man_with_the_Punch,Hoot_Gibson
Tourist_Bunglow,Balu_Mahendra
Frasier_(season_2),Andy_Ackerman
The_Great_Sioux_Massacre,Joseph_Cotten
Ikke_Pe_Ikka,Sachin_Bhowmick
Desperate_Housewives,Larry_Shaw_(director)
Smashing_Barriers,C._Graham_Baker
Steel_Town_(1952_film),Ann_Sheridan
The_Funtastic_World_of_Hanna-Barbera_(ride),William_Hanna
Get_Christie_Love!,David_L._Wolper
Munnariyippu,Ranjith_(director)
My_Favorite_Wife,Leo_McCarey
The_Addams_Family_(1973_animated_series),William_Hanna
Now_I'll_Tell_One,Hal_Roach
NYPD_Blue_(season_6),Mark_Tinker
Miracle_at_St._Anna,Laz_Alonso
Man_from_the_South,John_Huston
Just_Ducky,Ray_Patterson_(animator)
Amore!_(1993_film),Harry_Manfredini
How_Music_Works,David_Byrne
We're_Not_Married!,Nunnally_Johnson
Silly_Billies,Al_Boasberg
The_Final_Countdown_(film),Kirk_Douglas
Little_Clowns_of_Happytown,Charlie_Adler
The_Ant_and_the_Aardvark_(film),Manny_Gould
Zatanna_(Batman:_The_Animated_Series),Julie_Brown
Psych_(season_3),John_Landis
Family_Dog_(TV_series),Tim_Burton
Visappinte_Vili,Kunchacko
Yogi_Bear_and_the_Magical_Flight_of_the_Spruce_Goose,Joseph_Barbera
Bhabhi_(1938_film),Sharadindu_Bandyopadhyay
Laramie_(TV_series),Dennis_Holmes
Glee_(TV_series),Brad_Falchuk
Doctor_Dolittle_(TV_series),Friz_Freleng
Adventure_in_Sahara,Samuel_Fuller
Shaolin_Plot,Sammo_Hung
The_Karen_Dunbar_Show,Graeme_Sutherland
Nameless_(Grimm),Jim_Kouf
Good_Heavens,Carl_Reiner
Our_Dancing_Daughters,George_Barnes_(cinematographer)
Lakshmana_(film),Anuradha_Bhat
My_Marriage,Claire_Trevor
Starvin'_Marvin_(South_Park),Trey_Parker
Old_Oklahoma_Plains,Rex_Allen
Veritas:_The_Quest,Larry_Shaw_(director)
Skin_Game,James_Garner
"Inch_High,_Private_Eye",Joseph_Barbera
Kyunki_Saas_Bhi_Kabhi_Bahu_Thi,Ashok_Salian
1920:_The_Evil_Returns,Rensil_D'Silva
Triple_Elvis,Andy_Warhol
Crime_Story_(TV_series),Ted_Levine
Parenthood_(1990_TV_series),Joss_Whedon
Kangalin_Vaarthaigal,Muktha_Srinivasan
Selena_(soundtrack),Edward_James_Olmos
Wildfire_(1986_TV_series),William_Hanna
Danube_Waltz_(film),Rudolf_Walther-Fein
Termites_from_Mars,Walter_Lantz
Mad_About_Men,Gerald_Thomas
Samar_(2013_film),Ruben_(editor)
The_Convention_(The_Office),Gene_Stupnitsky
Canvassing_(Parks_and_Recreation),Lennon_Parham
Pirate_of_the_Black_Hawk,Mario_Caiano
Mama's_Bad_Boy,Master_P
Al_Purdy_Was_Here,Ron_Mann
Hit_&_Miss,Jonas_Armstrong
The_Goon_Show,Peter_Sellers
The_Merry_Heirs,Ida_Wüst
Chicagoland_(TV_series),Marc_Levin
His_Musical_Career,Charlie_Chaplin
The_Dragon_Family,Wong_Jing
Sivappu_Malli,Aruna_Mucherla
Anuraag_(1973_film)__Anuraag__1,Shakti_Samanta
Blackout_Effect,Charles_Martin_Smith
Kadhalil_Sodhappuvadhu_Yeppadi,Nirav_Shah
Sahukara,V._Ravichandran
A_Matter_of_Time_(film),Peter_Taylor_(editor)
The_Skatebirds,Joseph_Barbera
The_Way_Ahead,Eric_Ambler
Faster_(2010_film),Billy_Bob_Thornton
Dangerous_(film),Harry_Joe_Brown
The_Mentalist_(season_4),John_Polson
Here_Come_the_Nelsons,Ozzie_Nelson
A_Rural_Demon,Roscoe_Arbuckle
The_Love_Match,Geoffrey_Orme
Meravanige,Sadhu_Kokila
The_Night_Stalker_(1972_film),Darren_McGavin
The_B.B._Beegle_Show,Joseph_Barbera
"$1,000_a_Touchdown",Delmer_Daves
Everybody_Loves_Raymond_(season_5),David_Lee_(screenwriter)
Dead_Snow,Harald_Zwart
The_Islanders_(TV_series),Richard_L._Bare
Wild_West_Days,Alvin_Todd
Crashing_Las_Vegas,Leo_Gorcey
The_Galloping_Ghost_(serial),Red_Grange
The_Best_of_Broadway,Martin_Manulis
Scooby-Doo_Meets_the_Boo_Brothers,Ronnie_Schell
Extinction_(Star_Trek:_Enterprise),LeVar_Burton
Buddy_Faro,Lesli_Linka_Glatter
Land_of_Liberty,Cecil_B._DeMille
Double_Whammy_(film),Steve_Buscemi
The_Song_of_the_Sun,Vittorio_De_Sica
Badshahi_Angti_(film),Satyajit_Ray
A_Whole_New_Ballgame,Corbin_Bernsen
Police_Story_3:_Super_Cop,Jackie_Chan
Nairobi_Half_Life,Tom_Tykwer
Traumschiff_Surprise_–_Periode_1,Til_Schweiger
Jay_Vejay,Bindiya_Goswami
El_baisano_Jalil,Adolfo_Fernández_Bustamante
Saved_from_the_Sea,Nora_Swinburne
"Easy,_Down_There!",Alain_Delon
Love_Story_with_Cramps,Tony_Esposito_(musician)
Hallmark_Hall_of_Fame,Freddie_Young
Unwindulax,Jeff_Richmond
The_Unbearable_Lightness_of_Being_(film),Stellan_Skarsgård
The_Birthday_(The_Vampire_Diaries),Dawn_Olivieri
The_Lone_Gunmen_(TV_series),Vincent_Misiano
Baton_Bunny,Maurice_Noble
The_Duel_(1971_film),David_Chiang
Keen_Eddie,David_Jones_(director)
Gimme_Gimme_Gimme_(TV_series),Kathy_Burke
Shivalinga_(2016_film),Megha_(singer)
The_Four_Diamonds,Christine_Lahti
"Nightmares_in_Red,_White_and_Blue",Darren_Lynn_Bousman
A_Funny_Mahometan,Georges_Méliès
The_Cavalier_from_Kruja,Aldo_Vergano
Neethipeedam,Madhu_(actor)
Galtar_and_the_Golden_Lance,Joseph_Barbera
Quantum_Leap_(season_5),Gus_Trikonis
Naayak,Veturi_Sundararama_Murthy
Sarbjit_(film),Sonu_Nigam
Winged_Migration,Jean_Dorst
"Friends,_Comrades",Katinka_Faragó
South_Park,Trey_Parker
A_Man_Could_Get_Killed,Anthony_Franciosa
Tracked_in_the_Snow_Country,David_Butler_(director)
Chithariyavar,Johnson_(composer)
Any_Given_Sunday,Richard_Donner
Alfred_Hitchcock_Presents_(1985_TV_series),Alfred_Hitchcock
Jim's_Atonement,Harry_A._Pollard
Marshall_(film),Jonathan_Sanger
The_Tom_and_Jerry_Comedy_Show,William_Hanna
Premigala_Saval,T._Rajendar
Spartacus_(film),Robert_Lawrence_(film_editor)
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1974),Mervyn_LeRoy
The_Doctor_Dances,James_Hawes
Zulu_(2013_film),Forest_Whitaker
Bokutachi_no_Koukan_Nikki,Atsushi_Itō_(actor)
Lost_and_Won_(1915_film),Henry_Edwards_(actor)
Soul_Soldier,Barbara_Hale
Campbell's_Soup_Cans,Andy_Warhol
Family_Album_(miniseries),Brian_Krause
Texas_Chainsaw_Massacre:_The_Next_Generation,Sandra_Adair
Escape_from_Fear,Howard_Duff
Back_to_the_Woods_(1937_film),Jules_White
The_Vampire_Diaries_(season_4),Brad_Turner_(director)
Bright_and_Early,Oliver_Hardy
Heroin_(The_Velvet_Underground_song),Andy_Warhol
The_Legend_of_Pale_Male,Lenny_Williams
Monkey_Business_(1926_film),Hal_Roach
Appleseed_(film),Yuki_Matsuoka
Fairly_Legal,Michael_W._Watkins
List_of_Conan_episodes_(2016),Carl_Reiner
Volumen_(DVD),Björk
Epic_(1984_film),John_Huston
"Nightmares_in_Red,_White_and_Blue",Joe_Dante
Thulladha_Manamum_Thullum,Manivannan
Triad_(film),Werner_Krien
Gosford_Park,Stephen_Fry
Love_in_the_Ring,Artur_Guttmann
Buffy_the_Vampire_Slayer_Season_Ten,Joss_Whedon
Finder_of_Lost_Loves,Gail_Parent
Scooby-Doo_and_the_Cyber_Chase,Joseph_Barbera
The_Ship_of_Lost_Souls,Fritz_Kortner
M*A*S*H_(season_10),Hy_Averback
The_Black_Swan_(film),Seton_I._Miller
The_Portrait_of_a_Lady_(film),Wojciech_Kilar
Number_12_Looks_Just_Like_You,Suzy_Parker
Disconnect_(Prison_Break),Reggie_Lee_(actor)
Rags_to_Riches_(1941_film),Ralf_Harolde
The_Island_of_Women,Luis_Alcoriza
Aakasha_Gopuram,Nedumudi_Venu
A_Star_is_Hatched,Robert_McKimson
"Encore,_Once_More_Encore!",Stanislav_Govorukhin
Prey_(1977_film),Terry_Marcel
Shadow_of_the_Hawk,Jan-Michael_Vincent
Il_marito,Ettore_Scola
Shakti_(1982_film),Dilip_Kumar
Succession_(30_Rock),Gail_Mancuso
Night_Key,Warren_Hull
Scooby-Doo_Meets_the_Boo_Brothers,Joseph_Barbera
That's_Dancing!,Gene_Kelly
Dear_Eleanor,Luke_Wilson
"Sykes_and_a_Big,_Big_Show",Eric_Sykes
Last_Day_on_Earth_(The_Walking_Dead),Daniel_Newman_(American_actor)
True_Blood_(season_6),Anthony_Hemingway
Law_&_Order:_Criminal_Intent_(season_6),Jean_de_Segonzac
Tower_to_the_People,Penn_Jillette
Riverdale_(2017_TV_series),Greg_Berlanti
The_Black_Sheep_of_Whitehall,John_Dighton
Chatterbox_(1943_film),Walter_Scharf
The_Book_of_Mormon:_Original_Broadway_Cast_Recording,Trey_Parker
The_Llano_Kid,O._Henry
Everybody_Loves_Raymond_(season_9),Andy_Ackerman
Crime_Story_(TV_series),Bill_Smitrovich
Scooby-Doo!_and_the_Reluctant_Werewolf,Joseph_Barbera
Baksho_Rahashya_(novel),Satyajit_Ray
Son_Amores,Adrián_Suar
Ponnapuram_Kotta,Adoor_Bhasi
Scary_Movie_(film_series),Mark_McGrath
The_Powers_of_Matthew_Star,Harve_Bennett
Termites_from_Mars,Walter_Lantz
By_Hook_or_by_Crook_(1980_film),Sammo_Hung
Golden_Gloves_(1961_film),Claude_Jutra
The_Twilight_Zone_(1959_TV_series)_(season_4),Lamont_Johnson
The_Tom_and_Jerry_Comedy_Show,Joseph_Barbera
Space_Stars,Joseph_Barbera
Legacy_of_Rage,Sammo_Hung
Specials_@_10,Bhanu_Uday
Psycho_(franchise),Vera_Miles
The_Thrifty_Pig,Dick_Lundy_(animator)
Pujarin,Nitin_Bose
The_Battle_of_the_River_Plate_(film)__Graf_Spee_Death_in_the_Atlantic__1,Michael_Powell
True_Confessions_(film),Joan_Didion
A_Pain_in_the_Pullman,Jules_White
The_Blackmailers,José_López_Rubio
Mabel's_Wilful_Way,Mack_Sennett
The_Glee_Project,Ryan_Murphy_(writer)
Christmas_in_a_Day,Ridley_Scott
The_Plumber_(1933_film),Bill_Nolan_(animator)
The_Spell_of_the_Circus,Henry_MacRae
Family_(2006_film),Tigmanshu_Dhulia
Presidio_Med,Joseph_Dougherty
Secret_Mission,Terence_Young_(director)
The_Horse_Whisperer_(film),Gwilym_Emyr_Owen_III
Desperate_Housewives_(season_2),David_Grossman_(director)
Dreaming_Lips_(1937_film),David_Lean
Convict_99,Val_Guest
The_Savage_State,Georges_Conchon
30_Days_(TV_series),Morgan_Spurlock
Sweet_Revenge_(1987_film),Roger_Corman
Pilot_(Supergirl),Helen_Slater
A_Time_for_Dying,Audie_Murphy
Zelly_and_Me,Mikael_Salomon
Santa_Claus_vs._Cupid,Alan_Crosland
Long_Night_in_1943,Tonino_Cervi
Guy_Walks_into_a_Psychiatrist's_Office...,Phil_Abraham
Dr._Jack,Hal_Roach
Conman_in_Tokyo,Wong_Jing
Kidnapped_(TV_series),Oz_Scott
I'm_in_the_Revue,Mario_Monicelli
Beau_Brummel_(1924_film),Howard_Bretherton
Orey_Vazhi,Javar_Seetharaman
The_Protectors,Don_Chaffey
A_Wish_for_Wings_That_Work__A_Wish_for_Wings_that_Work__1,Berkeley_Breathed
Arizona_Dream,Vincent_Gallo
The_Pullman_Bride,Mack_Sennett
I_Am_(Elisa_Fiorillo_album),Prince_(musician)
Mark_of_the_Vampire,Lionel_Atwill
Karuppu_Nila,R._Sundarrajan_(director)
Chinna_Ninna_Muddaduve,Jayanthi_(actress)
Hip_Hip-Hurry!,Abe_Levitow
Yaar_Annmulle,Harish_Verma
Logan_Lucky,Hilary_Swank
Lucky_Star_(1929_film),William_Fox_(producer)
Endgame_(TV_series),Rachel_Talalay
Schools_Out!:_The_Musical,Daran_Norris
Brats,George_Stevens
Chandi_Veeran,Lal_(actor)
_Petition_Impossible,Kenn_Scott
Her_Favourite_Husband,Mario_Monicelli
Meet_Me_in_the_Morning,Bob_Dylan
Sweet_Mama_(film),Earl_Baldwin
Carmen_(1915_Cecil_B._DeMille_film),Alvin_Wyckoff
Taken_3,Luc_Besson
Three_Hams_on_Rye,Clyde_Bruckman
The_President's_Mystery,Rupert_Hughes
Monty_Python_Live_at_the_Hollywood_Bowl,Terry_Gilliam
Hattrick_(film),Danny_Denzongpa
Ocean's_Thirteen,George_Clooney
Bulletproof_Monk,John_Woo
The_Greatest_Adventure:_Stories_from_the_Bible,Joseph_Barbera
Bosko_at_the_Zoo,Friz_Freleng
Dallas_(1978_TV_series)_(season_3),Irving_J._Moore
Masters_of_Horror,Takashi_Miike
Who's_Guilty%3F,Robert_Kent_(actor)
The_Lost_Planet,Arthur_Hoerl
Specials_@_10,Neena_Gupta
So_This_Is_Paris_(1926_film),Robert_E._Hopkins
My_Dear_Desperado,Yoon_Je-kyoon
Quantum_Love,Sophie_Marceau
Violent_Road,Merry_Anders
Groom_Lake_(film),Dick_Van_Patten
List_of_The_Colbert_Report_episodes_(2008),Kevin_Costner
Six_Months_Ago,Danielle_Savre
A_Prince_There_Was,Harry_Perry_(cinematographer)
A_Kiss_Before_Dying_(1956_film),Jeffrey_Hunter
Dangerous_Liaisons,Keanu_Reeves
How_to_Be,Michael_Irving
Surface_to_Air_(film),Tony_Giglio
Women_Who_Play,Alexander_Korda
10:30_P.M._Summer,Anatole_Litvak
The_Deaths_of_Ian_Stone,Stan_Winston
The_Barkleys,Friz_Freleng
Mungaru_Male_2,Sonu_Nigam
Minas_Conspiracy_(film),Watson_Macedo
Suburbicon,Grant_Heslov
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1991),Sean_Penn
Ted_(Buffy_the_Vampire_Slayer),Joss_Whedon
A_Galician_Dances_the_Mambo,Gregorio_Walerstein
Canary_Row,Arthur_Davis_(animator)
The_Curse_of_the_Living_Corpse,Hugh_Franklin_(actor)
Pride_of_Maryland,Harold_Minter
The_Dummy_(1929_film),John_Cromwell_(director)
Shinsengumi_(1969_film),Hiroshi_Inagaki
"Honey,_I_Shrunk_the_Kids_(franchise)",Michael_Tavera
Three_Nights_of_Love,Catherine_Spaak
Shrimathi,Upendra_(actor)
The_Lone_Gunmen_(TV_series),Vincent_Misiano
Children_of_the_Damned_(The_Vampire_Diaries),Sean_Faris
Santa_Sangre,Simon_Boswell
The_Miracle_Worker_(1962_film),Aram_Avakian
Money_Back_Policy_(film),M._Jayachandran
The_Theory_of_Flight,Kenneth_Branagh
The_Perishers_(TV_series),John_Farrow
Little_Annie_Rooney_(1925_film),Mary_Pickford
Get_Rich_Quick_Porky,Chuck_Jones
The_Defense_Rests,Raymond_Walburn
Psycho_(franchise),Tom_Thayer
Solla_Marandha_Kadhai,Manivannan
The_Deadly_Duo,Frankie_Chan
Young_People_Fucking,Sonja_Bennett
Toto_the_Third_Man,Totò
Lea_(film),Petr_Hapka
The_Flintstones_&_WWE:_Stone_Age_SmackDown!,Joseph_Barbera
Truth_(2015_film),Robert_Redford
Dungeons_&_Dragons_(TV_series),Sidney_Miller_(actor)
Columbo_(season_9),Vincent_McEveety
Roughest_Africa,Hal_Roach
Comin'_Round_the_Mountain,Robert_Lees
Gudgudee,Mahesh_Bhatt
Uncle_Bun,A._Vincent
The_Girl_in_the_Kremlin,Zsa_Zsa_Gabor
Boomerang_(1992_film),Barry_W._Blaustein
Faddija_–_La_legge_della_vendetta,Pasquale_Festa_Campanile
