The_Best_of_Times_(2002_film),Chang_Tso-chi
Puzzle_(2010_film),Natalia_Smirnoff
The_Even_Chance,Andrew_Grieve
Spirited_Away,Hayao_Miyazaki
Stella_(1943_film),Benito_Perojo
Casanova_(2005_film),Lasse_Hallström
Boys_to_Board,Tom_McNamara_(director)
Darna_Zaroori_Hai,J._D._Chakravarthy
Rainbow_(1978_film),Jackie_Cooper
On_Thin_Ice_(film),Bernard_Vorhaus
Vampire_(1979_film),E._W._Swackhamer
Beauty_Shop,Bille_Woodruff
The_Triangle_of_Fire,Edmond_T._Gréville
Dil_Hai_Tumhaara,Kundan_Shah
By_Love_Possessed_(film),John_Sturges
Assault_on_Wall_Street,Uwe_Boll
Douche_and_Turd,Trey_Parker
The_Spring_River_Flows_East,Zheng_Junli
China_(The_Office),Charles_McDougall
Chalo_Let's_Go,Anjan_Dutt
Aguner_Poroshmoni,Humayun_Ahmed
Delitti_e_profumi,Vittorio_De_Sisti
Let's_Talk_About_the_Rain,Agnès_Jaoui
Santa_Paws_2:_The_Santa_Pups,Robert_Vince
Yawaraka_Sangokushi_Tsukisase!!_Ryofuko-chan,Yuji_Moriyama
Born_to_Be_Wild_(1938_film),Joseph_Kane
Yawara!__film__1,Morio_Asaka
A_Sip_of_Love,Atıf_Yılmaz
Give_Us_the_Moon,Val_Guest
Bal_Ganesh,Pankaj_Sharma
Guardian_Hearts__ova__1,Yasuhiro_Kuroda
La_Maldicion_de_la_Bestia,Miguel_Iglesias
You_Got_F'd_in_the_A,Trey_Parker
Lasse_&_Geir,Petter_Vennerød
A_Benihana_Christmas,Harold_Ramis
The_Banquet_(1991_film),Alfred_Cheung
The_Craving_(1916_film),Charles_Bartlett_(film_director)
Ram_Robert_Rahim,Vijaya_Nirmala
Sa_Dulo_Ng_Walang_Hanggan,Wenn_V._Deramas
The_Last_Five_Years_(film),Richard_LaGravenese
Hot_Potato_(1979_film),Steno_(director)
The_Way_of_a_Man,George_B._Seitz
Precautions_Against_Fanatics,Werner_Herzog
Don's_Fountain_of_Youth,Jack_Hannah
Winter's_Bone,Debra_Granik
The_Inbetweeners,Gordon_Anderson_(director)
The_Players_(film),Éric_Lartigau
Toy_Story_3,Lee_Unkrich
Adugiran_Kannan,Badri_(director)
You_Will_Be_My_Wife,Serge_de_Poligny
Cornered_(1924_film),William_Beaudine
Sword_Art_Online_The_Movie:_Ordinal_Scale,Tomohiko_Itō_(director)
That's_What_I_Am,Michael_Pavone
"Mexican,_You_Can_Do_It",José_Estrada_(director)
The_Prize_Fighter,Michael_Preece
Hank_Aaron:_Chasing_the_Dream,Michael_Tollin
The_Council_of_Egypt,Emidio_Greco
Swing_High,Jack_Cummings_(director)
Mother_and_Child_(1924_film),Carl_Froelich
Golden_Time_(novel_series)__tv_series__1,Chiaki_Kon
The_Secret_of_the_Sword,Bill_Reed
The_Mattei_Affair,Francesco_Rosi
The_Narrow_Valley,Cecil_Hepworth
The_Mating_Call,James_Cruze
Broken_Side_of_Time_(film),Gorman_Bechard
Ethel_Barrymore_Theatre_(TV_series),Robert_Florey
Strayer's_Chronicle,Takahisa_Zeze
Hideout_(film),Philip_Ford_(film_director)
Valley_of_Flowers_(film),Pan_Nalin
The_Bureau_(TV_series),Laïla_Marrakchi
Marrabenta_Stories,Karen_Boswall
Tenchi_Muyo!_Ryo-Ohki,Kenichi_Yatani
The_Unpainted_Woman,Tod_Browning
Action_(1980_film),Tinto_Brass
Esthappan,G._Aravindan
Trouble_Along_the_Way,Michael_Curtiz
Far_East_(film),John_Duigan
Aloha_(film),Cameron_Crowe
The_Witness_for_the_Defense,George_Fitzmaurice
ISpy_(Modern_Family),Gail_Mancuso
Pink_Flamingos,John_Waters
Cool_It_Carol!,Pete_Walker_(director)
Lulu_(2014_film),Luis_Ortega
Pressing_Business,Walter_Stull
Half_a_Sinner_(1934_film),Kurt_Neumann_(director)
Loving_Lies,W._S._Van_Dyke
Willie_Mays_and_the_Say-Hey_Kid,Jules_Bass
Karune_Illada_Kanoonu,K._S._L._Swamy
Venussian_Tabutasco,Daryush_Shokof
The_Artist_(film),Michel_Hazanavicius
Beautiful_Joe_(film),Stephen_Metcalfe
Celebrity_Pharmacology,Fred_Goss
Siddhu_+2,K._Bhagyaraj
Nobody's_Baby_(1937_film),Gus_Meins
Seas_Beneath,John_Ford
Goodbye_Broadway,Ray_McCarey
The_Whip_Hand,William_Cameron_Menzies
The_Eternal_Mother_(1920_film),Will_S._Davis
Shake_It_All_About,Hella_Joof
The_Sphinx_(1920_film),Roberto_Roberti
Long_Long_Time_Ago_2,Jack_Neo
The_Celluloid_Closet,Jeffrey_Friedman_(filmmaker)
Give_Her_a_Ring,Arthur_B._Woods
Pasadena_(TV_series),Steven_Robman
Poison_Ivy_(1992_film),Katt_Shea
Making_Mr._Right,Susan_Seidelman
Yogi's_Gang,Charles_August_Nichols
Raj_Tilak_(1958_film),S._S._Vasan
Happy_People:_A_Year_in_the_Taiga,Werner_Herzog
Love_in_a_Cold_Climate_(TV_serial),Tom_Hooper
"Like_Father,_Like_Daughter_(Taxi)",James_Burrows
Touchy_Feely,Lynn_Shelton
Getting_Closer_(Dollhouse),Tim_Minear
Miss_Hokusai__film__1,Keiichi_Hara
What_Dreams_May_Come_(film),Vincent_Ward_(director)
The_Flintstones'_New_Neighbors,Carl_Urbano
An_Echolls_Family_Christmas,Nick_Marck
Heathcliff:_The_Movie,Bruno_Bianchi_(cartoonist)
A_Bill_of_Divorcement_(1922_film),Denison_Clift
Morning_Undersea,Lauro_António
Three_of_a_Kind_(1936_film),Phil_Rosen
Guise_Will_Be_Guise,Krishna_Rao_(director)
City_of_Scars,Aaron_Schoenke
Seed_of_Chucky,Don_Mancini
In_Holland,Norman_Taurog
Women's_Appreciation,Tucker_Gates
The_Vengeance_of_Galora,Anthony_O'Sullivan
Iron_Man_(2008_film),Jon_Favreau
"Rosemary,_That's_for_Remembrance",Francis_J._Grandon
The_Ghost_Camera,Bernard_Vorhaus
"First_Case,_Second_Case",Abbas_Kiarostami
Garden_of_Evil,Henry_Hathaway
The_Letter_(1940_film),William_Wyler
Tickle_Me,Norman_Taurog
Crave_(film),Charles_de_Lauzirika
Ithiri_Poove_Chuvanna_Poove,Bharathan
Hanezu,Naomi_Kawase
The_Bob_Cummings_Show,Rod_Amateau
Simhada_Mari,Om_Prakash_Rao
Voltati_Eugenio,Luigi_Comencini
Shameless:_The_Art_of_Disability,Bonnie_Sherr_Klein
Don't_Go_Breaking_My_Heart_2,Johnnie_To
Breaking_Upwards,Daryl_Wein
The_Sound_of_Music_(film),Robert_Wise
Diamonds_Are_Brittle,Nicolas_Gessner
Winner_Take_All_(1932_film),Roy_Del_Ruth
Tempest_(1928_film),Lewis_Milestone
The_Human_Side,Edward_Buzzell
Free_Radicals_(film),Len_Lye
The_Singing_City,Carmine_Gallone
Man_in_the_Middle_(film),Guy_Hamilton
Revelation_(1918_film),George_D._Baker
The_Ring_(2002_film),Gore_Verbinski
Trapped_in_the_Closet,R._Kelly
Especially_on_Sunday,Marco_Tullio_Giordana
Blood_and_Steel_(film),Bernard_L._Kowalski
Sweethearts_and_Wives,Clarence_G._Badger
Scandal_(2012_film),Victor_Vu
Money_for_Speed,Bernard_Vorhaus
The_Model_from_Montparnasse,Wilhelm_Thiele
Line_of_Demarcation_(film),Claude_Chabrol
Sacrifice_(Revenge),Stefan_Schwartz
Destiny's_Child_Video_Anthology,Francis_Lawrence
Play_(2011_film),Ruben_Östlund
What_Scoundrels_Men_Are!,Mario_Camerini
Junjo_Romantica:_Pure_Romance__tv_series__1,Chiaki_Kon
Pilgrimage_(1933_film),John_Ford
Ngati,Barry_Barclay
The_Girl_from_the_Revue,Richard_Eichberg
Seemabaddha,Satyajit_Ray
Invisible_Child,Joan_Micklin_Silver
Man_Called_Amen,Alfio_Caltabiano
Elizabeth_(film),Shekhar_Kapur
Alcatraz_Island_(film),William_C._McGann
Wild_in_the_Streets,Barry_Shear
Parchhain,V._Shantaram
Kartavya_(1995_film),Raj_Kanwar
Secret_Service_(film),J._Walter_Ruben
One_Touch_of_Nature,D._W._Griffith
The_Volunteer,Michael_Powell
Ghost_Wanted,Chuck_Jones
Love_After_Love_(film),Diane_Kurys
All-Round_Appraiser_Q:_The_Eyes_of_Mona_Lisa,Shinsuke_Sato
The_Old_Man_and_the_Sea_(miniseries),Jud_Taylor
Inside_Mecca,Anisa_Mehdi
Son_cartas_de_amor,Luis_César_Amadori
Bhooter_Bhabishyat,Anik_Dutta
The_Island_of_Tears,Lothar_Mendes
Boy_Interrupted,Dana_Perry
Dhiraj,Chaturbhuj_Doshi
All_About_Loving,Jean_Aurel
Men_of_the_Night,Albert_S._Rogell
King_Kong_(1933_film),Ernest_B._Schoedsack
Bienvenidos,Miguel_Ángel_Landa
"Forever,_Darling",Alexander_Hall
The_Blonde_Gypsy,Jacqueline_Audry
Mean_Tricks,Umberto_Lenzi
Macbeth_(1908_film),J._Stuart_Blackton
Cyrus_(2010_comedy-drama_film),Jay_Duplass
Brave_Warrior,Spencer_Gordon_Bennet
The_Great_McGonagall_(film),Joseph_McGrath_(film_director)
Pyaar_To_Hona_Hi_Tha,Anees_Bazmee
Murder_Over_New_York,Harry_Lachman
The_Girl_of_Last_Night,Peter_Paul_Brauer
Babes_a_GoGo,Paul_Mesnier
Hope_(2006_film),Satish_Kasetty
Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters,Matt_Maiellaro
Carmen_(1926_film),Jacques_Feyder
Hulchul_(1995_film),Anees_Bazmee
The_Rebel_Set,Gene_Fowler_Jr.
Dheerga_Sumangali,A._C._Tirulokchandar
The_Little_Sister_(1911_film),Sidney_Olcott
Riverboat_Rhythm,Leslie_Goodwins
Rich_People_(film),E._J._Babille
Master's_Sun,Jin_Hyuk
"A_Genius,_Two_Partners_and_a_Dupe",Damiano_Damiani
The_Million_Dollar_Mystery,Howell_Hansel
CIA_II:_Target_Alexa,Lorenzo_Lamas
A_Thin_Line_Between_Love_and_Hate,Martin_Lawrence
Pensando_a_te,Aldo_Grimaldi
A_Raisin_in_the_Sun_(2008_film),Kenny_Leon
Quicksand_(1950_film),Irving_Pichel
The_Four_Feathers_(1921_film),René_Plaissetty
Who's_the_Caboose%3F,Sam_Seder
Saturday_Night_Revue,Norman_Lee
Cool_Runnings,Jon_Turteltaub
Leo_and_Loree,Jerry_Paris
Kill_Speed,Kim_Bass
JCVD_(film),Mabrouk_El_Mechri
Time_Travel_Tondekeman,Kunihiko_Yuyama
La_commare_secca,Bernardo_Bertolucci
Implosion_(Ghost_Whisperer),Jennifer_Love_Hewitt
That_Royle_Girl,D._W._Griffith
Prelude_to_Fame,Fergus_McDonell
12_Tangos,Arne_Birkenstock
The_Hare_Census,Eduard_Zahariev
Il_sentiero_dell'odio,Sergio_Grieco
Katiyabaaz,Fahad_Mustafa
A_Buddha,Diego_Rafecas
American_Pastime_(film),Desmond_Nakano
Dirty_Weekend_(2015_film),Neil_LaBute
Women_in_Prison_(TV_series),Linda_Day
Baptists_at_Our_Barbecue,Christian_Vuissa
Death_Trip_(2015_film),Billy_Tang
The_Magnet_(film),Charles_Frend
Detective_Byomkesh_Bakshy!,Dibakar_Banerjee
Phool_Aur_Patthar,O._P._Ralhan
Gayathri_(film),P._N._Menon_(director)
Mary_of_Nazareth_(film),Giacomo_Campiotti
En_Garde_(Modern_Family),Randall_Einhorn
The_Man_Who_Woke_Up,Lee_Kohlmar
Kadhal_Kisu_Kisu,P._Vasu
The_Famous_Mrs._Fair,Fred_Niblo
Oedipus_Rex_(1967_film),Pier_Paolo_Pasolini
The_New_Adventures_of_Winnie_the_Pooh,Jamie_Mitchell
Toutes_peines_confondues_(film),Michel_Deville
The_Case_of_the_Scorpion's_Tail,Sergio_Martino
Those_Dirty_Dogs,Giuseppe_Rosati
Puthooramputhri_Unniyarcha,P._G._Viswambharan
The_Legend_of_Zelda:_Ocarina_of_Time,Yoshiaki_Koizumi
Past_and_Present_(1972_film),Manoel_de_Oliveira
A_Christmas_Tale,Arnaud_Desplechin
The_Department_(film),Remi_Vaughn-Richards
Der_Hund_von_Baskerville_(1929_film),Richard_Oswald
Doctor_Syn_(film),Roy_William_Neill
Life_or_Something_Like_It,Stephen_Herek
The_Dawn_Express,Albert_Herman
The_Adventures_of_Sebastian_Cole,Tod_Williams_(filmmaker)
The_Adventures_of_Pluto_Nash,Ron_Underwood
Step_Brothers_(film),Adam_McKay
The_Adams_Chronicles,Fred_Coe
The_Champagne_Murders,Claude_Chabrol
Fail_Safe_(2000_film),Stephen_Frears
Devil_May_Cry_3:_Dante's_Awakening,Hideaki_Itsuno
The_Scalp_Merchant,Howard_Rubie
The_Greatest_Hits_Collection_(video),Peter_Care
"Forever,_Lulu_(1987_film)",Amos_Kollek
The_Public_Defender,J._Walter_Ruben
"10,000_Black_Men_Named_George",Robert_Townsend_(actor)
Vasili's_Garden,Vasili_Kanidiadis
Nightmare_Ned,Donovan_Cook
Hasina_(film),Girish_Kasaravalli
Girls'_School_(film),John_Brahm
The_Detectives_(1959_TV_series),Richard_Carlson_(actor)
Maleyali_Jotheyali,Preetham_Gubbi
Ming_Dynasty_(TV_series),Wu_Ziniu
Life_(1999_short_film),Mo_Willems
Vallavan,Silambarasan
Snoops_(1989_TV_series),Helaine_Head
Man_from_the_Restaurant,Yakov_Protazanov
Love_and_the_Frenchwoman,Christian-Jaque
The_Jungle_Mystery,Ray_Taylor_(director)
"Blind_Spot_(Beverly_Hills,_90210)",Michael_Lange
Jules_Verne's_Mysterious_Island_(2012_film),Mark_Sheppard
The_Very_Same_Munchhausen,Mark_Zakharov
Butterflies_(2009_film),Ester_Brymova
Last_Words_(film),Werner_Herzog
Neelakannukal,Madhu_(actor)
The_Messenger_(2009_film),Oren_Moverman
Big_Big_World_(film),Reha_Erdem
Hostel_(2005_film),Eli_Roth
The_Wanted_18,Paul_Cowan_(filmmaker)
The_Safety_Inspector,Paul_Fenech
"Rupert_Bear,_Follow_the_Magic...",Barry_Purves
The_Flashlight,Ida_May_Park
Freighters_of_Destiny,Fred_Allen_(editor)
Somewhere_in_Turkey,Alfred_J._Goulding
Storm_Warnings,Rob_Bailey_(director)
Bengasi_(film),Augusto_Genina
Entr'acte_(film),René_Clair
Captain_Kidd_and_the_Slave_Girl,Lew_Landers
I'm_Mad,Audu_Paden
Alfie_(1966_film),Lewis_Gilbert
Burn_the_Butterflies,Oscar_Whitbread
To_Beep_or_Not_to_Beep,Maurice_Noble
Subramanyam_for_Sale,Harish_Shankar
No_Tomorrow_(film),Master_P
Thoda_Lutf_Thoda_Ishq,Sachin_Gupta
Takin'_It_All_Off,Ed_Hansen
The_Poughkeepsie_Tapes,John_Erick_Dowdle
Sira%60_Fi_al-Mina,Youssef_Chahine
Sayonara_Jupiter_(film),Koji_Hashimoto_(director)
Conspiracy_(1939_film),Lew_Landers
Africa_Texas_Style,Andrew_Marton
Shabbat_Shalom_(NCIS),Dennis_Smith_(director)
When_Things_Were_Rotten,Jerry_Paris
Liminality,Hiroshi_Morioka
Paperland:_The_Bureaucrat_Observed,Donald_Brittain
The_Blood_of_Jesus,Spencer_Williams_(actor)
The_Reenactment,Lucian_Pintilie
Mala_Época,Mariano_De_Rosa
The_Red_Countess,András_Kovács
Moontide,Archie_Mayo
"Yes,_My_Love",Fernando_Méndez
Break_Up_(1998_film),Paul_Marcus
Rusty_Bugles__Rusty_Bugles__1,Alan_Burke
Summit_(The_Outer_Limits),James_Head
Two_Years_Before_the_Mast_(film),John_Farrow
Kaadu_(1973_Kannada_film),Girish_Karnad
Dragon_Eyes,John_Hyams
One_Hundred_Years_Ago,Gaston_Mervale
Morgan's_Ferry,Sam_Pillsbury
Song_of_the_Saddle,Louis_King
Welcome_to_Winfield,Bruce_Bilson
Thaali_Pudhusu,Kothanda_Ramaiah
Weirdsville,Allan_Moyle
A_Kiss_for_Corliss,Richard_Wallace_(director)
The_Youth_of_the_Devil,Roberto_Roberti
Parasite_Eve_(video_game),Takashi_Tokita
Riders_of_the_Purple_Sage_(1996_film),Charles_Haid
Dollars_in_Surrey,George_Dewhurst
Zander_the_Great,George_W._Hill
Pigs_in_a_Polka,Friz_Freleng
Metroid:_Other_M,Yoshio_Sakamoto
Das_Lied_vom_Trompeter,Konrad_Petzold
The_Bellboy_and_the_Playgirls,Fritz_Umgelter
Son_Buluşma,Nesli_Çölgeçen
The_Life_of_Oharu,Kenji_Mizoguchi
Overland_Telegraph_(film),Lesley_Selander
The_Games_Teachers_Play,Hideyuki_Hirayama
The_Manhattan_Project_(film),Marshall_Brickman
A_City_Decides,Charles_Guggenheim
Kadhalum_Kadandhu_Pogum,Nalan_Kumarasamy
The_Town_(1945_film),Josef_von_Sternberg
Just_Our_Luck,John_Astin
Pilot_(One_Tree_Hill),Bryan_Gordon
Fighting_for_Love,Joe_Ma_(filmmaker)
Devil_Survivor_2:_The_Animation__TV_Series__1,Seiji_Kishi
The_Millers,Marc_Buckland
Beyond:_Two_Souls,David_Cage
Abdul_the_Damned,Karl_Grune
Chotard_and_Company,Jean_Renoir
World_Trade_Center_(film),Oliver_Stone
The_School_of_Flesh,Benoît_Jacquot
La_liceale_nella_classe_dei_ripetenti,Mariano_Laurenti
The_Last_of_the_Mohicans_(1932_serial),Ford_Beebe
Angelica_(film),Mitchell_Lichtenstein
Jis_Desh_Mein_Ganga_Rehta_Hain,Mahesh_Manjrekar
The_Blarney_Stone_(film),Tom_Walls
Do_the_Right_Thing,Spike_Lee
Saw_(2003_film),James_Wan
'Merika,Gil_Portes
Iniyum_Kadha_Thudarum,Joshiy
Queen_of_the_Damned,Michael_Rymer
The_Client_(TV_series),Michael_W._Watkins
Living_&_Dying,Jon_Keeyes
Remember_the_Daze,Jess_Manafort
L'oro_del_mondo,Aldo_Grimaldi
"Love,_Cherish,_Respect",Michał_Waszyński
Dude_Ranch_(Modern_Family),Jason_Winer
The_Secret_Life_of_Words,Isabel_Coixet
Total_Corruption,Chi_Chi_LaRue
Behind_the_News_(film),Joseph_Santley
Sugar_Colt,Franco_Giraldi
The_Gunsaulus_Mystery,Oscar_Micheaux
Hurricane_Season_(film),Tim_Story
Of_Life_and_Love,Giorgio_Pastina
Unmade_Beds,Alexis_Dos_Santos
After_Hours_(film),Martin_Scorsese
Plastic_Little,Satoshi_Urushihara
Ardh_Satya,Govind_Nihalani
Devil_of_the_Desert_Against_the_Son_of_Hercules,Antonio_Margheriti
The_Tenth_Month,Joan_Tewkesbury
The_Golden_Lotus_(film),Li_Han-hsiang
A_Hard_Day's_Night_(Grey's_Anatomy),Peter_Horton
Abala_(film),Thoppil_Bhasi
Mojado_Power,Alfonso_Arau
Swandam_Enna_Padam,Sreekumaran_Thampi
Limbo_(1972_film),Mark_Robson
The_Flying_Fool_(1929_film),Tay_Garnett
Empire_of_the_Ants_(film),Bert_I._Gordon
Mother_Love_(TV_series),Simon_Langton_(television_director)
Come_Away_Home,Doug_McKeon
Night_Warning_(1946_film),Léon_Mathot
Winnie_the_Pooh_(2011_film),Stephen_J._Anderson
Eternal_Melodies,Carmine_Gallone
Sheer_Bluff,Frank_Richardson_(director)
Three_Days_of_the_Condor,Sydney_Pollack
Al_piacere_di_rivederla,Marco_Leto
House_of_Wedlock,Kichitaro_Negishi
The_Sign_of_Three,Colm_McCarthy_(director)
Justice_League_Dark_(film),Jay_Oliva
A_Sister_to_Assist_'Er_(1938_film),Widgey_R._Newman
La_Soupe_aux_choux,Jean_Girault
Dororo__live_film__1,Akihiko_Shiota
Moral_(1928_film),Willi_Wolff
The_Seinfeld_Chronicles,Art_Wolff
"Super,_Girls!",Jian_Yi
Heartless_(2009_film),Philip_Ridley
Childish_Things_(film),David_Nelson_(actor)
Melody_of_the_Heart,Hanns_Schwarz
Em_Câmara_Lenta,Fernando_Lopes_(filmmaker)
My_20th_Century,Ildikó_Enyedi
The_D.A._(1971_TV_series),Jack_Webb
The_Working_Girls,Stephanie_Rothman
Dragon_Trap,Uğur_Yücel
Year_of_Hell,Allan_Kroeker
Elopement_(film),Henry_Koster
Pullakuttikaran,R._Parthiepan
L'onorata_società,Riccardo_Pazzaglia
Beast_Cops,Gordon_Chan
Inspector_Garud_(film),Johny_Antony
A_Country_Hero,Roscoe_Arbuckle
She_Wronged_Him_Right,Dave_Fleischer
Begum_Jaan,Srijit_Mukherji
Je_t'aime_moi_non_plus_(film),Serge_Gainsbourg
Money_Back_Guarantee,Sunil_Pal
Hard_Rain_(film),Mikael_Salomon
Aviya's_Summer,Eli_Cohen_(actor)
A_Summer_You_Will_Never_Forget,Werner_Jacobs
The_Nash_Airflyte_Theater,Marc_Daniels
The_Mind_Reader,Roy_Del_Ruth
Twenty_Two_(The_Twilight_Zone),Jack_Smight
Chainsaw_(Scream_Queens),Ian_Brennan_(writer)
The_Oak,Lucian_Pintilie
The_Fighting_Deputy,Sam_Newfield
Mother_Love_(film),Maurice_Elvey
Don't_Go_Near_the_Water_(film),Charles_Walters
The_Rose_of_Versailles__film__1,Kenji_Kodama
Bhaiyya_Bhaiyya,Johny_Antony
Bay_City_Blues,Arthur_Allan_Seidelman
Diary_of_a_Wimpy_Kid:_Rodrick_Rules_(film),David_Bowers_(director)
N.Y.H.C._(film),Frank_Pavich
Don't_Open_till_Christmas,Edmund_Purdom
Crazy_Gopalan,Deepu_Karunakaran
Arctic_Son,Andrew_Walton
Oh!_This_Bavaria!,Arnulf_Schröder
Days_to_Remember,Jeanine_Meerapfel
Los_dineros_del_diablo,Alejandro_Galindo_(director)
Tales_from_Beyond,Nate_Barlow
The_Seventh_Seal,Ingmar_Bergman
Stimulantia,Gustaf_Molander
Words_in_Blue,Alain_Corneau
One_Breath_(film),Christian_Zübert
The_Quatermass_Experiment_(film),Sam_Miller
Tamaar_Padaar,Dileesh_Nair
A_Prophet,Jacques_Audiard
Yaşam_Kavgası,Halit_Refiğ
Saudagar_(1991_film),Subhash_Ghai
My_Best_Friend's_Wife,Vincenzo_Salemme
The_Young_Doctors_(film),Phil_Karlson
Kalloori_Vaasal,Pavithran_(Tamil_film_director)
Reaching_for_the_Moon_(2013_film),Bruno_Barreto
Head_Games_(film),Steve_James_(producer)
Pony_Express_(TV_series),Jean_Yarbrough
Pilot_(Better_Off_Ted),Michael_Fresco
Avivato,Enrique_Cahen_Salaberry
Elu_Suttina_Kote,B._C._Gowrishankar
Centered_in_the_Universe,Don_Dixon_(artist)
Narciso's_Hard_Luck,Enrique_Herrera_(actor)
Hanamizuki,Nobuhiro_Doi
5_raske_piger,A._W._Sandberg
Valentine's_Day_4:_Twisted_Sister,Fred_Savage
Bangalore_Days,Anjali_Menon
Death_Note_(2017_film),Adam_Wingard
The_Seventh_Curse,Lam_Ngai_Kai
Aswang_(2011_film),Jerrold_Tarog
The_Hypocrites_(film),Charles_Giblyn
Girl_Missing,Robert_Florey
Pilot_(Prison_Break),Brett_Ratner
British_Intelligence_(film),Terry_O._Morse
Prema_Katha,Ram_Gopal_Varma
Lollipop_Chainsaw,Goichi_Suda
Bootleg_(TV_serial),Ian_Gilmour_(actor)
Hooray_for_the_Blue_Hussars,Annelise_Reenberg
The_Law_in_These_Parts,Ra'anan_Alexandrowicz
Ever_Oasis,Koichi_Ishii
Love_Torn_in_a_Dream,Raúl_Ruiz_(director)
Mr._and_Mrs._Kabal's_Theatre,Walerian_Borowczyk
Pee_(South_Park),Trey_Parker
The_Wonderful_World_of_Puss_'n_Boots,Kimio_Yabuki
Sordid_Lives,Del_Shores
6B_(Fringe),Thomas_Yatsko
Joe_(1924_film),Beaumont_Smith
The_Ships_That_Meet,Victor_Sjöström
The_Birdcage,Mike_Nichols
The_Stranger_(Land_of_the_Lost),Bob_Lally
Tales_from_Earthsea_(film),Gorō_Miyazaki
Girls_Versus_Suits,Pamela_Fryman
The_Scoundrel_(1931_film),Eugen_Schüfftan
The_Eagle_Has_Landed_(film),John_Sturges
Sardar_(1955_film),Gyan_Mukherjee
Young_Andersen,Rumle_Hammerich
Vacanze_di_Natale_'90,Enrico_Oldoini
Four_Days_in_July,Mike_Leigh
Dr._Jekyll_and_Sister_Hyde,Roy_Ward_Baker
Seedan,Subramaniam_Siva
Meet_the_Browns_(film),Tyler_Perry
Tadbir,Jayant_Desai
Seven_Deadly_Sins_(miniseries),Gale_Edwards
Calamity_Anne's_Vanity,Allan_Dwan
Alien_Agent,Jesse_V._Johnson
Itsy_Bitsy_Spider_(film),Matthew_O'Callaghan
A_Certain_Smile_(film),Jean_Negulesco
C'è_sempre_un_ma!,Luigi_Zampa
Lost_and_Found_(2008_film),Ma_Liwen
The_Cookie_Carnival,Ben_Sharpsteen
Finney_(TV_series),David_Hayman
The_Eternal_Mask,Werner_Hochbaum
The_Hollow_Men_(Dollhouse),Terrence_O'Hara
Darkroom_(TV_series),Peter_Crane_(director)
House_of_Blackmail,Maurice_Elvey
Haunted_Summer,Ivan_Passer
First_Responders_(The_Unit),Davis_Guggenheim
Detention:_The_Siege_at_Johnson_High,Michael_W._Watkins
Snow_White_(1962_film),Gottfried_Kolditz
Cave_of_Forgotten_Dreams,Werner_Herzog
Thalaimuraigal,Balu_Mahendra
The_Harvester,Joseph_Santley
Two_Men_of_the_Desert,D._W._Griffith
The_Spider's_Web,James_W._Horne
Home_(2012_film),Chookiat_Sakveerakul
The_Last_Egyptian__The_Last_Egyptian__1,J._Farrell_MacDonald
Akeelah_and_the_Bee,Doug_Atchison
"Get_Smart,_Again!",Gary_Nelson_(director)
Fireworks_Wednesday,Asghar_Farhadi
The_Tribulations_of_Balthazar_Kober,Wojciech_Jerzy_Has
Sleepless_Night_(2011_film),Frédéric_Jardin
Just_like_a_Woman_(1939_film),Paul_L._Stein
Last_Orgy_of_the_Third_Reich,Cesare_Canevari
Vellaiya_Thevan,Manoj_Kumar_(Tamil_film_director)
"The_Lyin',_the_Watch_and_the_Wardrobe",Rodman_Flender
Chiriyo_Chiri,Balachandra_Menon
Ascension_(Agents_of_S.H.I.E.L.D.),Kevin_Tancharoen
La_governante,Giovanni_Grimaldi
You_Must_Meet_My_Wife,Larry_Shaw_(director)
His_Brother_(film),Patrice_Chéreau
Cracking_Up_(TV_series),Jake_Kasdan
Frankenstein_-_Italian_Style,Armando_Crispino
Scooby's_Mystery_Funhouse,Ray_Patterson_(animator)
The_Kick_(film),Prachya_Pinkaew
Where_Are_Their_Stories%3F,Nicolás_Pereda
Vettah,Rajesh_Pillai
The_Divorce_(1970_film),Romolo_Guerrieri
I_Love_That_Man,Harry_Joe_Brown
Alang-Alang_(film),The_Teng_Chun
Fast_and_Furious_(1939_film),John_E._Burch
The_Feather_Fairy,Juraj_Jakubisko
Desh_(film),Raja_Sen
Login_(film),Sanjeev_Reddy
Serenity_(film),Joss_Whedon
Stigmata_(film),Rupert_Wainwright
Gigolo_(film),William_K._Howard
Twenty-Four_Eyes,Keisuke_Kinoshita
Suave_Veneno,Daniel_Filho
Kadathukaran,M._Krishnan_Nair_(director)
Ballot_Box_Bunny,Friz_Freleng
Santa_Fe_Scouts,Howard_Bretherton
The_Sacrifice_(1909_film),D._W._Griffith
Elippathayam,Adoor_Gopalakrishnan
Yuddho,Rabi_Kinagi
Into_You_Like_a_Train,Jeff_Melman
The_Lion_King_(video_game),Louis_Castle
The_Life_and_Death_of_John_Gotti,Kevin_Connolly_(actor)
The_Dog_in_the_Manger_(film),Pilar_Miró
Major_League_(film),David_S._Ward
