Imperial_Noble_Consort_Zhuangjing,Xianfeng_Emperor
John_Silvanus_Wilson,Carol_Espy-Wilson
Princess_Maria_Ludwiga_Theresia_of_Bavaria,"Prince_Ferdinand_Pius,_Duke_of_Calabria"
Jonathan_Jackson_(actor),Lisa_Vultaggio
Jack_Donohue_(director),Tutta_Rolf
Jessie_Rae_Scott,Robert_W._Scott
Beth_Rudin_DeWoody,James_DeWoody
Claire_Bloom,Hillard_Elkins
Minki_van_der_Westhuizen,Ernst_Joubert
Patricia_M._Derian,Hodding_Carter_III
Eleanor_Gates,Richard_Walton_Tully
Vajiravudh,Sucharit_Suda
Siva_Prasad_Barooah,Kamal_Kumari_Barooah
Joanna_I_of_Naples,"Otto,_Duke_of_Brunswick-Grubenhagen"
Æthelberht_of_Kent,Bertha_of_Kent
Jayaram,Parvathy_Jayaram
Henry_Pellatt,Mary_Pellatt
Rafael_Banquells,Dina_de_Marco
Byron_Foulger,Dorothy_Adams
Archduke_Rainer_Joseph_of_Austria,Princess_Elisabeth_of_Savoy
Tony_Curtis,Janet_Leigh
Curt_Conway,Kim_Stanley
Marie-Louise_Ekman,Gösta_Ekman
Janet_Jagan,Cheddi_Jagan
"Maud,_Countess_of_Huntingdon",David_I_of_Scotland
Rush_D._Holt_Sr.,Helen_F._Holt
Joanna_Newsom,Andy_Samberg
Enrichetta_d'Este,"Antonio_Farnese,_Duke_of_Parma"
Margaret_of_Brandenburg_(1410–1465),"Louis_VIII,_Duke_of_Bavaria"
Sharon_Davis,Gray_Davis
Sally_Eilers,Harry_Joe_Brown
Ewa_Józefina_Julia_Potocka,Prince_Franz_de_Paula_of_Liechtenstein
Geraldo_Rivera,Edith_Vonnegut
Suzan_Sabancı_Dinçer,Haluk_Dinçer
Anil_Ambani,Tina_Ambani
Carlos_P._Garcia,Leonila_Garcia
"Kathleen_Pelham-Clinton,_Duchess_of_Newcastle","Henry_Pelham-Clinton,_7th_Duke_of_Newcastle"
Rosemary_West,Fred_West
Archduchess_María_of_Austria_(b._1967),Archduke_Simeon_of_Austria
Jay_Hernandez,Daniella_Deutscher
Tom_Fields_(artist),Anita_Fields
Freddie_Fields,Polly_Bergen
Peter_Copley,Pamela_Brown_(actress)
"Chikako,_Princess_Kazu",Tokugawa_Iemochi
Anne_T._Hill,Harry_Lehrer
Robert_Allen_(actor),Evelyn_Peirce
Nataša_Dorčić,Sven_Medvešek
George_Pravda,Hana_Maria_Pravda
Henry_VII_of_England,Elizabeth_of_York
Voodoo_(actor),Nicole_Sheridan
Minkhaung_I,Shin_Bo-Me
Susan_Shirk,Samuel_L._Popkin
Stan_Rice,Anne_Rice
Princess_Victoria_Margaret_of_Prussia,Prince_Heinrich_XXXIII_Reuss_of_Köstritz
Dorothy_Dunnett,Alastair_Dunnett
Iris_Falcam,Leo_Falcam
Grace_Mukomberanwa,Nicholas_Mukomberanwa
Emer_Kenny,Rick_Edwards
Peter_Saunders_(impresario),Katie_Boyle
Emilie_Agnes_Reuss_of_Schleiz,"Frederick,_Duke_of_Saxe-Weissenfels-Dahme"
Christine_Daaé,Viscount_Raoul_de_Chagny
Cevherriz_Hanımefendi,Murad_V
Karl_von_Habsburg,Francesca_von_Habsburg
Rubén_Moreira_Valdez,Carolina_Viggiano
"Johann_Wilhelm,_Elector_Palatine",Anna_Maria_Luisa_de'_Medici
Cao_Yu,Li_Yuru
Peter_J._Denning,Dorothy_E._Denning
Grand_Duchess_Maria_Alexandrovna_of_Russia,"Alfred,_Duke_of_Saxe-Coburg_and_Gotha"
"Manuel,_Hereditary_Prince_of_Portugal",Countess_Emilia_of_Nassau
Peggy_Moffitt,William_Claxton_(photographer)
Patrycja_Mikula,Krzysztof_Król
Michael_Hinz,Ingrid_van_Bergen
"William_Christoph,_Landgrave_of_Hesse-Homburg",Anna_Elisabeth_of_Saxe-Lauenburg
Erkki_Pohjanheimo,Mervi_Pohjanheimo
Firoza_Begum_(singer),Kamal_Dasgupta
Daniel_Handler,Lisa_Brown_(artist)
Geraldine_Rockefeller_Dodge,Marcellus_Hartley_Dodge_Sr.
Sue_Nicholls,Mark_Eden
Nefertari,Ramesses_II
Mae_Clarke,Lew_Brice
Victorine_Foot,Eric_Schilsky
Robert_Lopez,Kristen_Anderson-Lopez
Elijah_Muhammad,Clara_Muhammad
Tipper_Gore,Al_Gore
"Gerald_Legge,_9th_Earl_of_Dartmouth","Raine_Spencer,_Countess_Spencer"
Princess_Augusta_of_Saxe-Meiningen,Prince_Moritz_of_Saxe-Altenburg
Billy_Graham,Ruth_Graham
Samantha_Juste,Micky_Dolenz
Darth_Vader,Padmé_Amidala
Marisabel_Rodríguez_de_Chávez,Hugo_Chávez
Arline_Judge,Wesley_Ruggles
Umesh_Kamat,Priya_Bapat
Wally_Kurth,Cynthia_Ettinger
June_Haver,Fred_MacMurray
"Eleanor_of_Trastámara,_Queen_of_Navarre",Charles_III_of_Navarre
Jack_Pepper,Ginger_Rogers
Nancy_Olson,Alan_Jay_Lerner
Maria_Weigert_Brendel,Otto_Brendel
Mary_Couts_Burnett,Samuel_Burk_Burnett
Rosamund_John,John_Silkin
Jane_Hawking,Stephen_Hawking
Zack_Lee,Nafa_Urbach
Tim_Campbell_(actor),Anthony_Callea
Floride_Calhoun,John_C._Calhoun
Anne_Shirley_(actress),Adrian_Scott
Rachel_Khedoori,Jason_Rhoades
Andrew_Peacock,Susan_Renouf
Nicholas_II_of_Saint_Omer,Anna_Komnene_Doukaina
"Otto_V,_Duke_of_Brunswick-Lüneburg",Anna_of_Nassau-Dillenburg
Carey_Martin,Kurt_Martin
Priscilla_Lane,Oren_W._Haglund
Richard_Sennett,Saskia_Sassen
Elizabeth_Montgomery,Gig_Young
Richard_Fraser_(actor),Ann_Gillis
Verdicenan_Kadın,Abdülmecid_I
Inşirah_Hanım,Mehmed_VI
"Francis_Ingram-Seymour-Conway,_2nd_Marquess_of_Hertford","Isabella_Ingram-Seymour-Conway,_Marchioness_of_Hertford"
"William_II,_Elector_of_Hesse",Caroline_of_Berlepsch
Saw_Khway_of_Ava,Minkhaung_I
Richard_Avedon,Doe_Avedon
Mary_Hungerford,"Edward_Hastings,_2nd_Baron_Hastings"
Richard_Dawkins,Lalla_Ward
Denise_Ilitch,Jim_Lites
"Princess_Aimée_of_Orange-Nassau,_van_Vollenhoven-Söhngen","Prince_Floris_of_Orange-Nassau,_van_Vollenhoven"
Christopher_Plummer,Elaine_Taylor_(actress)
"Margaret_de_Quincy,_Countess_of_Lincoln","Walter_Marshal,_5th_Earl_of_Pembroke"
Philippe_of_Belgium,Queen_Mathilde_of_Belgium
Maitree_Wickremasinghe,Ranil_Wickremesinghe
Alexander_Hamilton,Elizabeth_Schuyler_Hamilton
Roberta_Williams,Ken_Williams_(game_developer)
Bill_Baxley,Lucy_Baxley
Sharifah_Rodziah_Syed_Alwi_Barakbah,Tunku_Abdul_Rahman
Jeremy_Young,Kate_O'Mara
Grace_Kamaikui,Thomas_Charles_Byde_Rooke
Hannah_Van_Buren,Martin_Van_Buren
Princess_Louise_Amelie_of_Baden,"Gustav,_Prince_of_Vasa"
"Louis,_Dauphin_of_France_(son_of_Louis_XV)",Infanta_Maria_Teresa_Rafaela_of_Spain
Edward_T._Conroy,Mary_A._Conroy
Taylor_Hackford,Lynne_Littman
"Katherine_Neville,_Duchess_of_Norfolk","John_Beaumont,_1st_Viscount_Beaumont"
Marie-Christine_Barrault,Daniel_Toscan_du_Plantier
Nina_Petronzio,Steven_Ho_(martial_artist)
Edward_Marshall_Boehm,Helen_Boehm
Emperor_Yingzong_of_Song,Empress_Gao_(Song_dynasty)
Jay_Livingston,Shirley_Mitchell
Esau_de'_Buondelmonti,Maria_Angelina_Doukaina_Palaiologina
Charles_Collingwood_(journalist),Louise_Allbritton
Danny_O'Brien_(journalist),Quinn_Norton
Maria_Aitken,Nigel_Davenport
Jerome_Gilson,Jamie_Gilson
Erwin_Hochmair,Ingeborg_Hochmair
Harry_Hamlin,Lisa_Rinna
Bobby_Vitale,Nikki_Tyler
John_Adams,Abigail_Adams
John_Simm,Kate_Magowan
Norman_Frank_Wilson,Cairine_Wilson
Roman_Polanski,Barbara_Kwiatkowska-Lass
Oscar_Wyatt,Lynn_Wyatt
Kalina_Jędrusik,Stanisław_Dygat
Anund_Jacob,Gunnhildr_Sveinsdóttir
Duchess_Sophie_of_Prussia,Wilhelm_Kettler
Paulette_Goddard,Charlie_Chaplin
Anna_Politkovskaya,Alexander_Politkovsky
Chow_Yun-fat,Candice_Yu
Pam_Beesly,Jim_Halpert
Frasier_Crane,Lilith_Sternin
"Andrew,_Duke_of_Calabria",Joanna_I_of_Naples
Dorothy_Schiff,Ted_Thackrey
Manbhawati_Bai,Jahangir
Elsa_Einstein,Albert_Einstein
Madeline_Smith,David_Buck
Juliette_Wytsman,Rodolphe_Wytsman
Kelly_Lynch,Mitch_Glazer
Colin_Vaughan,Adam_Vaughan
Mahhi_Vij,Jay_Bhanushali
Gaston_Caperton,Rachael_Worby
Roberto_Rossellini,Ingrid_Bergman
Jacqueline_Pagnol,Marcel_Pagnol
Marion_Leonard,Stanner_E.V._Taylor
Cheryl_West_(Outrageous_Fortune),Wolfgang_West
Joaquín_Rodrigo,Victoria_Kamhi
Robert_Viharo,Anne_Helm
Utada_Hikaru,Kazuaki_Kiriya
Sue_Vertue,Steven_Moffat
Lyndall_Hobbs,Chris_Thompson_(TV_producer)
Linda_Regan,Brian_Murphy_(actor)
Barnard_Hughes,Helen_Stenborg
Queen_Tripurasundari_of_Nepal,Rana_Bahadur_Shah
Coco_Austin,Ice-T
Delena_Kidd,Gary_Raymond
"Baldwin_I,_Latin_Emperor",Marie_of_Champagne
Lizzy_Borden_(actress),Rob_Zicari
Florence_Vale,Albert_Franck
Felicity_Huffman,William_H._Macy
Pawan_Kalyan,Renu_Desai
Daryl_Wein,Zoe_Lister-Jones
John_McCook,Juliet_Prowse
Carin_Göring,Hermann_Göring
Nancy_Meyers,Charles_Shyer
"Elizabeth_Home,_Countess_of_Home","William_Home,_8th_Earl_of_Home"
Derek_Estlin_Purvis,Aija_Terauda
Paul_Beliën,Alexandra_Colen
Bonne_of_Berry,"Bernard_VII,_Count_of_Armagnac"
Emily_McLaughlin,Robert_Lansing_(actor)
Luc_Besson,Anne_Parillaud
"Mateo_de_Toro_Zambrano,_1st_Count_of_La_Conquista",Nicolasa_Valdés
Margie_Hines,Jack_Mercer
Carrie_Marcus_Neiman,Abraham_Lincoln_Neiman
Maria_Amalia_of_Austria,"Charles_VII,_Holy_Roman_Emperor"
Nevvare_Hanımefendi,Mehmed_VI
J._P._Dutta,Bindiya_Goswami
Lisa_Feldman_Barrett,Daniel_J._Barrett
Robert_Gray_(bishop_of_Cape_Town),Sophy_Gray_(architect)
Benedict_Cumberbatch,Sophie_Hunter
Baldur_von_Schirach,Henriette_von_Schirach
Ferdinando_Brachetti_Peretti,Mafalda_von_Hessen
Mouza_bint_Suhail_Al_Khaili,Zayed_bin_Sultan_Al_Nahyan
Meresankh_I,Huni
Mickey_Sherman,Lis_Wiehl
Empress_Xiaoxianchun,Qianlong_Emperor
Elizabeth_Banks,Max_Handelman
Elena_Žalinkevičaitė-Petrauskienė,Kipras_Petrauskas
Sam_Walters,Auriol_Smith
Alfred_W._McCune,Elizabeth_Ann_Claridge_McCune
Princess_Anastasia_of_Montenegro,"George_Maximilianovich,_6th_Duke_of_Leuchtenberg"
Chandrabose_(lyricist),Suchitra_Chandrabose
"Albert_V,_Duke_of_Mecklenburg",Margaret_of_Brandenburg_(1410–1465)
"Judith_of_Flanders,_Countess_of_Northumbria",Tostig_Godwinson
Elena_Kubiliūnaitė,Steponas_Garbačiauskas
Countess_Sophia_Albertine_of_Erbach-Erbach,"Ernest_Frederick_I,_Duke_of_Saxe-Hildburghausen"
Charles_IV_of_France,Blanche_of_Burgundy
Hürrem_Kadınefendi,Ahmed_III
Anna_of_Saxony_(1567–1613),"John_Casimir,_Duke_of_Saxe-Coburg"
Khalid_Mahmood_Mithu,Kanak_Chanpa_Chakma
Thomas_H._Ince,Elinor_Kershaw
Danni_Boatwright,Casey_Wiegmann
Linda_November,Artie_Schroeck
Mary_Scranton,William_Scranton
Bonar_Colleano,Susan_Shaw
Elaine_Tettemer_Marshall,E._Pierce_Marshall
Savitri_Devi,Asit_Krishna_Mukherji
Persia_White,Joseph_Morgan_(actor)
Elizabeth_Dickens,John_Dickens
"Henry,_Margrave_of_Frisia",Gertrude_of_Brunswick
Emperor_Guangwu_of_Han,Guo_Shengtong
Lisa_Madigan,Pat_Byrnes
Lin_Huiyin,Liang_Sicheng
Peter_Goodfellow,Julia_Goodfellow
Lucy_Lawless,Robert_Tapert
Alwiya_Gamil,Mahmoud_el-Meliguy
Reg_Grundy,Joy_Chambers
Bodine_Boling,Alexis_Boling
Francis_I_of_the_Two_Sicilies,Archduchess_Maria_Clementina_of_Austria
Maximilian_I_Joseph_of_Bavaria,Caroline_of_Baden
Maud_de_Clare,"Robert_de_Welles,_2nd_Baron_Welles"
Jeanette_MacDonald,Gene_Raymond
Nasreena_Ibrahim,Maumoon_Abdul_Gayoom
"Knud,_Hereditary_Prince_of_Denmark",Princess_Caroline-Mathilde_of_Denmark
Matthew_Ridley_Corbet,Edith_Corbet
Juliet_Rhys-Williams,Rhys_Rhys-Williams
Ibrahim_Babangida,Maryam_Babangida
DJ_Aqeel,Farah_Khan_Ali
Carrie_Brown_(author),John_Gregory_Brown
Dorothy_Bush_Koch,Bobby_Koch
Lydia_Mackenzie_Falconer_Miller,Hugh_Miller
Altiero_Spinelli,Ursula_Hirschmann
"Reinhard_IV,_Count_of_Hanau-Münzenberg",Katharina_of_Schwarzburg-Blankenburg
Rachel_Lambert_Mellon,Paul_Mellon
Mary_Page_Keller,Thomas_Ian_Griffith
Masoumeh_Ebtekar,Mohammad_Hashemi
Robert_Carter_III,Frances_Ann_Tasker_Carter
Hong_Taiji,Empress_Dowager_Xiaozhuang
I._S._Johar,Sonia_Sahni
Rosalind_Knight,Michael_Elliott_(director)
Deep_Katdare,Reshma_Shetty
King_Donovan,Imogene_Coca
Conrad_III_of_Germany,Gertrude_of_Comburg
Sarah_Marinda_Bates_Pratt,Orson_Pratt
Inge_Morath,Arthur_Miller
Jemima_Goldsmith,Imran_Khan
"Bernhard_I,_Duke_of_Saxe-Meiningen",Elisabeth_Eleonore_of_Brunswick-Wolfenbüttel
Margarita_Cedeño_de_Fernández,Leonel_Fernández
Enver_Hoxha,Nexhmije_Hoxha
"Johann_I_Joseph,_Prince_of_Liechtenstein",Landgravine_Josepha_of_Fürstenberg-Weitra
Julia_Sweeney,Stephen_Hibbert
"Yolande_of_Dreux,_Queen_of_Scotland","Arthur_II,_Duke_of_Brittany"
"Wilhelm_II,_German_Emperor",Augusta_Victoria_of_Schleswig-Holstein
Orla_Kiely,Dermott_Rowan
Ross_Milne_(Canadian_politician),Lorna_Milne
Jamel_Debbouze,Mélissa_Theuriau
"Charles_Emmanuel,_Prince_of_Carignano",Princess_Maria_Christina_of_Saxony_(1770–1851)
Helen_Chandler,Cyril_Hume
Eliza_Ann_Otis,Harrison_Gray_Otis_(publisher)
Theodore_Roosevelt,Alice_Hathaway_Lee_Roosevelt
Landgravine_Marie_Louise_of_Hesse-Kassel,"John_William_Friso,_Prince_of_Orange"
Kate_Hodgson,Justin_McDonald
Irving_Fiske,Barbara_Fiske_Calhoun
Krishna_Vamsi,Ramya_Krishnan
Tommy_Gunn_(actor),Rita_Faltoyano
Hema_Premadasa,Ranasinghe_Premadasa
Lynn_Schusterman,Charles_Schusterman
Robert_Wolgemuth,Nancy_Leigh_DeMoss
Diana_Rigg,Menachem_Gueffen
Don_Hewitt,Frankie_Hewitt
Kevin_McNally,Phyllis_Logan
Charles_Kimbrough,Beth_Howland
Joan_Crawford,Franchot_Tone
"Hercule_Mériadec,_Duke_of_Rohan-Rohan",Anne_Geneviève_de_Lévis
Ian_Ziering,Nikki_Ziering
Aldebert_de_Chambrun_(1872-1962),Clara_Longworth_de_Chambrun
Lal_Bahadur_Shastri,Lalita_Shastri
Joanne_Simpson,Robert_Simpson_(meteorologist)
"Noel_Noel-Buxton,_1st_Baron_Noel-Buxton","Lucy_Noel-Buxton,_Baroness_Noel-Buxton"
"Georgiana_Rolls,_Baroness_Llangattock","John_Rolls,_1st_Baron_Llangattock"
Moondoggie,Gidget
Clara_Pontoppidan,Carlo_Wieth
Caroline_Lucas,Richard_Savage_(cricketer)
Henry_Ford_II,Cristina_Ford
Cristina_Ferrare,John_DeLorean
"Wilhelmina_FitzClarence,_Countess_of_Munster","William_FitzClarence,_2nd_Earl_of_Munster"
Hosokawa_Tadaoki,Hosokawa_Gracia
Meena_Keshwar_Kamal,Faiz_Ahmad
Michael_J._Pollard,Beth_Howland
Mahfiruz_Hatice_Sultan,Ahmed_I
Henriette_Pauss,Bernhard_Pauss
Nelson_Rockefeller,Happy_Rockefeller
Mumtaz_Mahal,Shah_Jahan
Gauri_Pradhan_Tejwani,Hiten_Tejwani
Phil_Vickery_(chef),Fern_Britton
Darya_Pino,Kevin_Rose
Hjalmar_Branting,Anna_Branting
Marvin_Mandel,Jeanne_Dorsey_Mandel
Empress_Dou_(Wen),Emperor_Wen_of_Han
Anatole_Litvak,Miriam_Hopkins
Alan_Napier,Charles_Dickens
"George_Victor,_Prince_of_Waldeck_and_Pyrmont",Princess_Helena_of_Nassau
Jack_Reagan,Nelle_Wilson_Reagan
Linda_Christian,Edmund_Purdom
Marina_Ladynina,Ivan_Pyryev
Jane_Engelhard,"Charles_W._Engelhard,_Jr."
Alex_Cord,Joanna_Pettet
Jennifer_Saunders,Ade_Edmondson
Tiberius_Claudius_Pompeianus,Lucilla
Armande_de_La_Tour_d'Auvergne,"Louis,_Duke_of_Joyeuse_(1694–1724)"
Harriet_Nelson,Ozzie_Nelson
"Theodora_Angelina,_Duchess_of_Austria","Leopold_VI,_Duke_of_Austria"
Alfonso_VI_of_León_and_Castile,"Agnes_of_Aquitaine,_Queen_of_León_and_Castile"
Yves_Robert,Danièle_Delorme
Pamela_Harriman,Randolph_Churchill
Gordon_Snell,Maeve_Binchy
Ahilawati,Bhima
Augustus,Livia
Vellocatus,Cartimandua
"Otto_IV,_Count_of_Ravensberg",Margaret_of_Berg-Windeck
Joachim_Gasquet,Marie_Gasquet
Dimple_Kapadia,Rajesh_Khanna
Mary_Paley_Marshall,Alfred_Marshall
Amber_Stevens_West,Andrew_J._West
Sahra_Wagenknecht,Oskar_Lafontaine
John_the_Fearless,Margaret_of_Bavaria
Jonny_Lee_Miller,Angelina_Jolie
Eleanor_Summerfield,Leonard_Sachs
"Mabell_Ogilvy,_Countess_of_Airlie","David_Ogilvy,_11th_Earl_of_Airlie"
Erzsébet_Thurzó,István_Esterházy_(1616–1641)
Julie_Benz,John_Kassir
Mekhi_Phifer,Malinda_Williams
Isabella_of_Coimbra,Afonso_V_of_Portugal
Nevzad_Hanım,Mehmed_VI
Brock_Lesnar,Sable_(wrestler)
Annia_Faustina,Pomponius_Bassus_(consul_211)
Marie_Göranzon,Jan_Malmsjö
Przemysł_II,"Richeza_of_Sweden,_Duchess_of_Poland"
John_DeLorean,Kelly_Harmon
Subhas_Chandra_Bose,Emilie_Schenkl
Raymond_Hackett,Blanche_Sweet
Frithugyth,Æthelheard_of_Wessex
Queen_Silvia_of_Sweden,Carl_XVI_Gustaf_of_Sweden
Olivia_Dunham,Peter_Bishop
Rhonda_Fleming,Hall_Bartlett
José_Antonio_Páez,Dominga_Ortiz_Orzúa
Jane_Bryan,Justin_Whitlock_Dart
Patty_Duke,John_Astin
Elizabeth_of_Bosnia,Louis_I_of_Hungary
Ranavalona_I,Radama_I
Anwar_Sadat,Jehan_Sadat
Huma_Abedin,Anthony_Weiner
Martha_Sharp,Waitstill_Sharp
María_de_Molina,Sancho_IV_of_Castile
Abdülmecid_I,Tirimüjgan_Kadın
Helen_Allingham,William_Allingham
Gurmant_Grewal,Nina_Grewal
Awni_Abd_al-Hadi,Tarab_Abdul_Hadi
Chuck_Traynor,Linda_Lovelace
Jan_Klemens_Branicki,Katarzyna_Barbara_Radziwiłł
Prince_Valdemar_of_Denmark,Princess_Marie_of_Orléans_(1865–1909)
"William_I,_Margrave_of_Meissen",Elisabeth_of_Moravia
Shashi_Tharoor,Sunanda_Pushkar
Eric_Appel,Johanna_Parker_Appel
Julius_Genachowski,Rachel_Goslins
Malcolm_X,Betty_Shabazz
Zadie_Smith,Nick_Laird
"Ralph_Neville,_2nd_Earl_of_Westmorland",Lady_Elizabeth_Percy
Victor_Duleep_Singh,"George_Coventry,_9th_Earl_of_Coventry"
Claude_Chabrol,Stéphane_Audran
Marina_Prior,Grant_Piro
Spencer_Tracy,Louise_Tracy
Margaret_Gardner,Glyn_Davis
Sarah_Winchester,William_Wirt_Winchester
Abel_Salazar_(actor),Rosita_Arenas
Kristin_Lehman,Adam_Reid
José_López_Portillo,Carmen_Romano
Guy_Hibbert,Lia_Williams
Huw_Lewis,Lynne_Neagle
Richard_J._Daley,Eleanor_%22Sis%22_Daley
Simone_Duvalier,François_Duvalier
Judy_Shepard,Dennis_Shepard
Murad_IV,Ayşe_Hatun_(wife_of_Murad_IV)
"Henry_III,_Holy_Roman_Emperor",Agnes_of_Poitou
Miriam_Byrd_Nethery,Clu_Gulager
Ramesh_Sippy,Kiran_Juneja
Lynne_Neagle,Huw_Lewis
Carlo_Wieth,Clara_Pontoppidan
"Raymond_VI,_Count_of_Toulouse","Joan_of_England,_Queen_of_Sicily"
Lois_W.,Bill_W.
Roger_Payne,Lisa_Harrow
Robert_Redford,Lola_Van_Wagenen
Kevin_Gage_(actor),Kelly_Preston
David_Tebet,Nanette_Fabray
Princess_Marie_of_Baden_(1834–1899),"Ernst_Leopold,_4th_Prince_of_Leiningen"
Darcy_LaPier,Jean-Claude_Van_Damme
N._Lee_Wood,Norman_Spinrad
Frank_Mayo_(actor),Dagmar_Godowsky
John_Tillinger,Dorothy_Lyman
Peter_Falk,Shera_Danese
Lachlan_Macquarie,Elizabeth_Macquarie
João_Maria_Ferreira_do_Amaral,"Maria_Helena_de_Albuquerque,_1st_Baroness_of_Oliveira_Lima"
Carol_Laise,Ellsworth_Bunker
Olof_Skötkonung,Estrid_of_the_Obotrites
Augusta_of_Denmark,"John_Adolf,_Duke_of_Holstein-Gottorp"
Madeleine_Renaud,Jean-Louis_Barrault
Robert_Bogue,Mandy_Bruno
Walden_Schmidt,Alan_Harper_(Two_and_a_Half_Men)
Justin_Hartley,Lindsay_Hartley
Ronald_Perelman,Claudia_Cohen
Gyrid_of_Sweden,Harald_Bluetooth
Kösem_Sultan,Ahmed_I
Nour_El-Sherif,Poussi
Joymoti_Konwari,Gadadhar_Singha
Jeon_No-min,Kim_Bo-yeon
"Solomon,_King_of_Hungary",Judith_of_Swabia
Kamehameha_I,Namahana_Piia
Manisanda,Anawrahta
Joscha_Kiefer,Kristina_Dörfer
Rosemarie_Bowe,Robert_Stack
Frederick_I_of_Prussia,Sophia_Charlotte_of_Hanover
Archduke_Anton_of_Austria,Princess_Ileana_of_Romania
Janet_Yellen,George_Akerlof
Lexa_Doig,Michael_Shanks
Andrew_Miller_(actor),Eden_Riegel
Justin_Bruening,Alexa_Havins
James_II_of_Scotland,Mary_of_Guelders
Jennifer_Cossitt,Thomas_Cossitt
Henry_de_La_Falaise,Constance_Bennett
Linda_Lavin,Ron_Leibman
John_Mortimer,Penelope_Mortimer
Brenda_Clack,Floyd_Clack
John_II_of_Portugal,Eleanor_of_Viseu
Gia_Milinovich,Brian_Cox_(physicist)
"Magnus_II,_Duke_of_Saxe-Lauenburg",Princess_Sophia_of_Sweden
"Friedrich_Günther,_Prince_of_Schwarzburg-Rudolstadt",Auguste_of_Anhalt-Dessau
Violante_of_Vilaragut,James_III_of_Majorca
Meeru_Dhalwala,Vikram_Vij
Suzy_Amis_Cameron,James_Cameron
Charles_II_of_Navarre,"Joan_of_Valois,_Queen_of_Navarre"
Arthur_Morrell_(Louisiana_politician),Cynthia_Hedge-Morrell
Kiran_Rao,Aamir_Khan
Kenneth_Cranham,Diana_Quick
Sirajuddin_of_Perlis,Tuanku_Fauziah
Jean-Louis_Borloo,Béatrice_Schönberg
Gabrielle_Colonna-Romano,Pierre_Alcover
Yukie_Nakama,Tetsushi_Tanaka
Berthe_Morisot,Eugène_Manet
Harry_Greene_(television_personality),Marjie_Lawrence
Durgawati_Devi,Bhagwati_Charan_Vohra
Nina_Olivette,Harry_Stockwell
"Odo_I,_Count_of_Blois",Bertha_of_Burgundy
Archduchess_Anna_of_Austria,"Albert_V,_Duke_of_Bavaria"
Lukas_Moodysson,Coco_Moodysson
Toshiaki_Karasawa,Tomoko_Yamaguchi
Joanna_I_of_Naples,James_IV_of_Majorca
Sebetwane,Setlutlu
John_Kufuor,Theresa_Kufuor
Bridget_Fonda,Danny_Elfman
Mónica_Farro,Enrique_Ferraro
Yusaku_Matsuda,Miyuki_Matsuda
"John_Donaldson,_Baron_Donaldson_of_Lymington","Mary_Donaldson,_Baroness_Donaldson_of_Lymington"
Meredith_Eaton,Michael_Gilden
Prince_Makonnen,Sara_Gizaw
Vojislav_Šešelj,Jadranka_Šešelj
Gerda_Christian,Eckhard_Christian
William_R._Rivkin,Enid_Hammerman
Benny_Andersson,Anni-Frid_Lyngstad
Owain_Yeoman,Lucy_Davis
Mandy_Stadtmiller,Pat_Dixon_(comedian)
Margaret_Beauchamp_of_Bletso,"Lionel_de_Welles,_6th_Baron_Welles"
Prince_Frederick_of_Schaumburg-Lippe,Princess_Antoinette_of_Anhalt
Katia_Mann,Thomas_Mann
Mary_Wells_Lawrence,Harding_Lawrence
Laodice_IV,Antiochus_(son_of_Antiochus_III_the_Great)
Fritz_Kortner,Johanna_Hofer
John_Cleese,Connie_Booth
Eduard_Shevardnadze,Nanuli_Shevardnadze
Aristotle_Onassis,Jacqueline_Kennedy_Onassis
Sara_Foster,Tommy_Haas
Jeri_Kehn_Thompson,Fred_Thompson
Bertrade_de_Montfort,Philip_I_of_France
Susan_Travers_(actress),Cornel_Lucas
William_FitzWarin,Eóghan_of_Argyll
Charles_I_of_Naples,Beatrice_of_Provence
Wendy_Phillips,Scott_Paulin
Josh_Klausner,Hyatt_Bass
"Elizabeth_of_Hungary,_Duchess_of_Greater_Poland",Mieszko_III_the_Old
Beatrice_Prentice,Harrison_Ford_(silent_film_actor)
Jutta_of_Saxony,Eric_IV_of_Denmark
Duke_Christian_Louis_of_Mecklenburg,Princess_Barbara_of_Prussia
Pierce_Brosnan,Cassandra_Harris
Jessie_Lichauco,Marcial_Lichauco
Nevra_Serezli,Metin_Serezli
Charles_IV_of_France,Jeanne_d'Évreux
Margery_Durant,Robert_Williams_Daniel
Maria_Anna_of_Neuburg,Charles_II_of_Spain
Laurie_Blakeman,Ben_Henderson_(politician)
Jeff_Anderson,Lisa_Spoonhauer
Nia_Peeples,Sam_George_(surfer)
Steven_Strait,Lynn_Collins
Robert_Evans,Catherine_Oxenberg
Micky_Dolenz,Trina_Dolenz
Ruth_Niehaus,Ivar_Lissner
Jean_Simmons,Stewart_Granger
Eva_Herzigová,Tico_Torres
Fawzia_Fuad_of_Egypt,Ismail_Chirine
Sidney_Blackmer,Lenore_Ulric
Janice_de_Belen,Aga_Muhlach
Rachel_Robinson,Jackie_Robinson
Jack_Webb,Jackie_Loughery
S._Varalakshmi,A._L._Srinivasan
Peter_Sellers,Lynne_Frederick
Chatchai_Plengpanich,Sinjai_Plengpanich
"Lucy_Neville-Rolfe,_Baroness_Neville-Rolfe",Richard_Packer_(civil_servant)
Rasoherina,Rainivoninahitriniony
Jeanette_Dousdebes_Rubio,Marco_Rubio
Andrea_Mitchell,Alan_Greenspan
