"Sydney_Buxton,_1st_Earl_Buxton",Prince_Arthur_of_Connaught
"Mary,_Queen_of_Hungary",Louis_I_of_Hungary
Samak_Sundaravej,Apirak_Kosayodhin
Chad_Lowe,Rob_Lowe
Gustav_I_of_Sweden,John_III_of_Sweden
Arlene_Dahl,Lorenzo_Lamas
J._William_Middendorf,John_Warner
Joseph_L._Mankiewicz,Herman_J._Mankiewicz
Joni_Mitchell,Thomas_Dolby
Maria_Luisa_of_Spain,Archduke_John_of_Austria
Emma_of_Normandy,Gunhilda_of_Denmark
Father_Brown,Karl_Swenson
James_W._Henderson,Peter_Hansborough_Bell
Princess_Magdalena_Reuss_of_Köstritz,"Anastasia,_Princess_of_Löwenstein-Wertheim-Rosenberg"
N._M._Perera,S._W._R._D._Bandaranaike
Patty_Judge,Sally_Pederson
Henry_of_Flanders,Peter_II_of_Courtenay
"Frank_Pakenham,_7th_Earl_of_Longford",Hugh_Dalton
Hardeep_Singh_Puri,Manmohan_Singh
Tarabya_of_Ava,Shin_Saw_Gyi_of_Sagaing
Felix_de_Muelenaere,Leopold_I_of_Belgium
Lynn_Redgrave,Corin_Redgrave
"William_Cavendish-Bentinck,_6th_Duke_of_Portland",Edward_VII
Cecilia_Peck,Gregory_Peck
Adela_Pankhurst,Richard_Pankhurst
Prince_Aribert_of_Anhalt,Princess_Antoinette_of_Saxe-Altenburg
Prince_Eduard_of_Saxe-Altenburg,Princess_Antoinette_of_Saxe-Altenburg
Prince_Mirko_of_Montenegro,Milena_Vukotić
Josh_Klausner,Sid_Bass
"Charles_III,_Duke_of_Parma","Prince_Henry,_Count_of_Bardi"
Peter_II_of_Cyprus,Peter_I_of_Cyprus
Andrey_Yakovlevich_Dashkov,Alexander_I_of_Russia
2000–01_Bolton_Wanderers_F.C._season__Dean_Holden__1,Dean_Holden
"Edward_Wood,_1st_Earl_of_Halifax","Rufus_Isaacs,_1st_Marquess_of_Reading"
Feodor_III_of_Russia,Alexis_of_Russia
Eric_IV_of_Denmark,Valdemar_II_of_Denmark
Cornelius_Vanderbilt_III,Cornelius_Vanderbilt_IV
"Frederick_Pethick-Lawrence,_1st_Baron_Pethick-Lawrence",Walter_Elliot_(Scottish_politician)
Tony_Blundetto,Christopher_Moltisanti
Dan_Quayle,Al_Gore
Boris_Johnson,David_Cameron
George_H._W._Bush,Nicholas_F._Brady
Elia_Kazan,Nicholas_Kazan
Pat_Nixon,Julie_Nixon_Eisenhower
John_C._Whitehead,Gus_Levy
Emperor_Xuan_of_Han,Emperor_Yuan_of_Han
"Philip_II,_Duke_of_Savoy","Charles_III,_Duke_of_Savoy"
Ron_Davies_(Welsh_politician),Alun_Michael
Harinder_Takhar,Sandra_Pupatello
Molly_Brant,Joseph_Brant
"James_Stewart,_Earl_of_Arran","Colin_Campbell,_6th_Earl_of_Argyll"
Robin_Wilson_(mathematician),Harold_Wilson
Rosemary_McKenna,Gregg_McClymont
"Louis_Thomas,_Count_of_Soissons","Eugene_Maurice,_Count_of_Soissons"
"Charles_William_Frederick,_Margrave_of_Brandenburg-Ansbach","William_Frederick,_Margrave_of_Brandenburg-Ansbach"
"Prince_Francis,_Count_of_Trapani",Francis_I_of_the_Two_Sicilies
Al-Muhtadee_Billah,Hassanal_Bolkiah
Robert_M._Bell,Parris_Glendening
"Friedrich,_Prince_of_Waldeck_and_Pyrmont","George_Victor,_Prince_of_Waldeck_and_Pyrmont"
A._O._Scott,Anne_Jackson
Jeanne_Sauvé,David_MacDonald_(politician)
"Ernst_II,_Duke_of_Saxe-Altenburg",Princess_Augusta_of_Saxe-Meiningen
Michael_Meacher,John_Prescott
"Florestan_I,_Prince_of_Monaco","Charles_III,_Prince_of_Monaco"
Hilaria_Aguinaldo,Aurora_Quezon
Norodom_Marie,Bun_Rany
Brian_Deese,Barack_Obama
Namadi_Sambo,Goodluck_Jonathan
"Félix_María_Calleja_del_Rey,_1st_Count_of_Calderón",Ferdinand_VII_of_Spain
Brian_Faulkner,Ivan_Neill
Beverley_McLachlin,Adrienne_Clarkson
Michelangelo_Antonioni,Monica_Vitti
Catherine_Davies_(governess),Caroline_Bonaparte
Young_Chris,Jay_Z
Agnès_of_Navarre,Joan_II_of_Navarre
"Ulrika_Eleonora,_Queen_of_Sweden",Ulrika_Eleonora_of_Denmark
Richard_Lamm,George_L._Brown
"Henry_III,_Margrave_of_Meissen","Albert_I,_Duke_of_Saxony"
Clinton_Manges,Bill_Clements
Christopher_Nixon_Cox,Richard_Nixon
Leo_Penn,Sean_Penn
Antoine_Brun,Philip_IV_of_Spain
Steve_Hass,Cher
"Thomas_Fiennes,_8th_Baron_Dacre","Thomas_Fiennes,_9th_Baron_Dacre"
Abdul_Hamid_II,Tirimüjgan_Kadın
List_of_Boston_Legal_characters,Mark_Valley
Michelle_Belanger,Edgar_Allan_Poe
Laura_Taylor_Swain,Bill_Clinton
Đurađ_II_Balšić,Balša_III
"John_Casimir,_Duke_of_Saxe-Coburg","John_Ernest,_Duke_of_Saxe-Eisenach"
P._Subbarayan,Raja_of_Panagal
Caitlyn_Jenner,Brandon_Jenner
Robert_Delbourgo,Abdus_Salam
Benjamin_Williams_Crowninshield,James_Madison
Richard_Ravitch,David_Paterson
Chen_Shui-bian,Ma_Ying-jeou
Shah_Mahmud_Khan,Mohammed_Daoud_Khan
Kim_Pyong-il,Kim_Il-sung
Yunreng,Kangxi_Emperor
Louise_Adélaïde_de_Bourbon_(1696–1750),"François_Louis,_Prince_of_Conti"
Catherine_Malabou,Michel_Foucault
Charlie_Soong,Soong_Ching-ling
Marie_of_Romania,Grand_Duchess_Maria_Alexandrovna_of_Russia
Warren_Zevon,Bob_Dylan
Arthur_Kent_White,Arlene_White_Lawrence
Rudolph_I_of_Burgundy,Rudolph_II_of_Burgundy
Deb_Mukherjee,Shomu_Mukherjee
"Rupert,_King_of_Germany","Louis_III,_Elector_Palatine"
Muhammad_Ali_of_Egypt,Sa'id_of_Egypt
Frederick_Jelinek,Neil_Sloane
Ivan_Shishman_of_Bulgaria,Ivan_Alexander_of_Bulgaria
Geoffrey_Robson,Thomas_Elmhirst
Anthony_Burgess,Joseph_Conrad
Marissa_Cooper,Jimmy_Cooper_(The_O.C.)
John_R._Bass,Barack_Obama
George_Eustice,David_Cameron
Richard_Dawkins,David_Haig_(biologist)
Lyoto_Machida,Antonio_Inoki
Fabrizio_Corona,Belén_Rodríguez
Said_Durrah,Eddie_Murphy
List_of_The_Bill_characters_(A–D),Melanie_Kilburn
Ricardo_Jaime,Cristina_Fernández_de_Kirchner
Hail_To_Reason,Hirsch_Jacobs
Kenneth_Duberstein,Howard_Baker
Dale_Bumpers,Bob_C._Riley
Edmund_Barton,Sydney_Burdekin
"Louis,_Prince_of_Condé_(1668–1710)","Henri_Jules,_Prince_of_Condé"
John_I_of_Castile,Henry_III_of_Castile
Joey_Johnson_(Days_of_Our_Lives),Edward_J._Scott
David_Blunkett,Tony_Blair
Myechyslaw_Hryb,Alexander_Lukashenko
Stevie_Blacke,Madonna_(entertainer)
"Frederick_V,_Elector_Palatine",Gustavus_Adolphus_of_the_Palatinate
Susan_Wojcicki,Sergey_Brin
Sarwo_Edhie_Wibowo,Suharto
"Infanta_Margarita,_Duchess_of_Soria","Infante_Juan,_Count_of_Barcelona"
Milton_Friedman,Ronald_Reagan
Pierre_Laval,Philippe_Pétain
Tatum_O'Neal,Ryan_O'Neal
Patrick_Bouvier_Kennedy,John_F._Kennedy
Jack_Straw,Robin_Cook
Magnus_IV_of_Sweden,"Birger,_King_of_Sweden"
"William_Parr,_1st_Marquess_of_Northampton",Maud_Green
Stanley_Henig,Elaine_Kellett-Bowman
"Amadeus_IV,_Count_of_Savoy","Boniface,_Count_of_Savoy"
John_Michael_Manos,Gerald_Ford
Clare_Boothe_Luce,Le_Roy_D._Downs
Tracy_Nelson_(actress),Ricky_Nelson
Robert_Franklin_Sutherland,Edward_VII
"William,_Duke_of_Nassau",Princess_Helena_of_Nassau
"Margaret_Holland,_Duchess_of_Clarence","John_Beaufort,_1st_Duke_of_Somerset"
Claytoven_Richardson,Whitney_Houston
Charlotte_of_Mecklenburg-Strelitz,Caroline_of_Brunswick
Mike_Huckabee,Janet_Napolitano
Jane_Hylton,Rosalind_Lloyd
Richard_II_of_England,"Edward,_the_Black_Prince"
Vsevolod_the_Big_Nest,Rurik_Rostislavich
Dési_Bouterse,José_Mujica
Andrew_L._Harris,Warren_G._Harding
Rana_Bahadur_Shah,Pratap_Singh_Shah
John_Cheever,Ernest_Hemingway
Joseph_Smith_III,Joseph_Smith
José_Avelino,Manuel_Roxas
Margherita_de'_Medici,Archduchess_Maria_Maddalena_of_Austria
Soong_Ching-ling,Zhu_De
Frederick_I_of_Sweden,Maria_Amalia_of_Courland
Françoise_Gilot,Paloma_Picasso
Adam_Mickiewicz,Niccolò_Machiavelli
Joniece_Jamison,Sylvie_Vartan
Helena_of_Denmark,Valdemar_I_of_Denmark
"John_of_Foix,_Viscount_of_Narbonne","Gaston_IV,_Count_of_Foix"
Kevin_Izod_O'Doherty,George_Edmondstone
Empress_Sunjeong,Empress_Myeongseong
Juan_Carlos_Paz_y_Puente,David_Foster
Margaret_of_England,"Alexander,_Prince_of_Scotland"
"Conrad,_Margrave_of_Brandenburg-Stendal","John_I,_Margrave_of_Brandenburg"
Genevieve_Atkinson,Genie_Francis
Tsarevich_Alexei_Alexeyevich_of_Russia,Alexis_of_Russia
Abdul_Kahar,Saiful_Rijal
List_of_Mexican_football_transfers_winter_2015–16,Rafael_Márquez
John_Herbert_(Secretary_of_State),"Henry_Herbert,_2nd_Earl_of_Pembroke"
Peggy_Olson,Elisabeth_Moss
Nawaz_Sharif,Mir_Hazar_Khan_Khoso
Paavo_Lipponen,Tarja_Halonen
Eleanor_of_Woodstock,Isabella_of_France
Stephen_V_of_Hungary,Béla_IV_of_Hungary
Aline_Chrétien,Sheila_Martin
Gertrude_of_Süpplingenburg,"Lothair_II,_Holy_Roman_Emperor"
Armen_Darbinyan,Robert_Kocharyan
Countess_Palatine_Elisabeth_Auguste_of_Sulzbach,Anna_Maria_Luisa_de'_Medici
Richard_Dawkins,George_C._Williams_(biologist)
Boyce_F._Martin_Jr.,Jimmy_Carter
Tim_Kaine,Mark_Warner
Stuart_Donaldson,Queen_Victoria
Ashley_Gorley,Brad_Paisley
Paul_Freiherr_von_Eltz-Rübenach,Adolf_Hitler
"Catherine_of_Saxony,_Electress_of_Brandenburg",Catherine_of_Brunswick-Lüneburg
César_Gaviria,Virgilio_Barco_Vargas
Ava_Lowle_Willing,Vincent_Astor
Robin_Kinahan,William_Frederick_Neill
Olivier_Sarkozy,Nicolas_Sarkozy
"Maximilian_I,_Holy_Roman_Emperor","Charles_V,_Holy_Roman_Emperor"
Alexander_II_of_Russia,Grand_Duchess_Alexandra_Alexandrovna_of_Russia
List_of_Dune_secondary_characters,Lady_Jessica
Balthasar_Gérard,William_the_Silent
Severus_Alexander,Elagabalus
Daoguang_Emperor,Yicong
"James_Scott,_1st_Duke_of_Monmouth",Charles_II_of_England
Joanna_of_Castile,Ferdinand_II_of_Aragon
Bob_Iger,Ted_Harbert
James_Packer,Clyde_Packer
Charlotte_of_the_Palatinate_(1628–1631),"Frederick_V,_Elector_Palatine"
Archduchess_Maria_Maddalena_of_Austria,Francesco_de'_Medici_(1614–1634)
Theodore_Metochites,Andronikos_II_Palaiologos
"William_Cavendish,_1st_Duke_of_Newcastle","Henry_Cavendish,_2nd_Duke_of_Newcastle"
Prince_Harald_of_Denmark,Louise_of_Sweden
Tim_Babcock,Ted_James_(politician)
William_M._Berlin,Robert_G._Allen
Luka_Kovač,Susan_Lewis
Ahmad_al-Khatib,Hafez_al-Assad
Reuven_Rivlin,Shimon_Peres
Alapainui,Manono_I
Wenceslaus_IV_of_Bohemia,"Charles_IV,_Holy_Roman_Emperor"
James_K._Polk,Newton_Cannon
Elizabeth_II,Veerasamy_Ringadoo
Stefan_Nemanja,Tihomir_of_Serbia
Anne_McGuire,Gordon_Brown
Donald_P._Bellisario,Sean_Murray_(actor)
"Robert_de_Beaumont,_2nd_Earl_of_Leicester","Robert_de_Beaumont,_1st_Earl_of_Leicester"
Lee_Huan,Hau_Pei-tsun
Kiefer_Sutherland,Donald_Sutherland
Empress_Xiaoyiren,Empress_Xiaozhaoren
Li_Hong,Emperor_Gaozong_of_Tang
Prince_Alexander_of_Hesse_and_by_Rhine_(1823–1888),Prince_Henry_of_Battenberg
Maria_Luisa_of_Spain,Archduke_John_of_Austria
"David_Eccles,_1st_Viscount_Eccles","George_Brown,_Baron_George-Brown"
Chang_Chun-hsiung,Tang_Fei
Emily_Donelson,Sarah_Yorke_Jackson
Ken_Caillat,Frank_Sinatra
Brenda_Walker_(Emmerdale),Lesley_Dunlop
John_Mortimer,Emily_Mortimer
"Frederick,_Hereditary_Prince_of_Baden-Durlach","Charles_III_William,_Margrave_of_Baden-Durlach"
Mongkut,Chulalongkorn
Jan_Kostka,Stanisław_Kostka_(1475–1555)
"Cecily_Bonville,_7th_Baroness_Harington","Leonard_Grey,_1st_Viscount_Grane"
"Louise,_Princess_Royal","Princess_Maud,_Countess_of_Southesk"
Helen_Chenoweth-Hage,Butch_Otter
Lee_Myung-bak,Chung_Un-chan
Saw_Oo_I_of_Toungoo,Swa_Saw_Ke
Giovanni_Ferrero,Maria_Franca_Fissolo
John_Chafee,Richard_Nixon
Aris_Marangopoulos,James_Joyce
Kevin_McNulty_(judge),Barack_Obama
John_Church_Hamilton,Elizabeth_Schuyler_Hamilton
Alastair_Reynolds,Frederik_Pohl
"Constantine_Phipps,_1st_Marquess_of_Normanby","George_Howard,_6th_Earl_of_Carlisle"
"John_II,_Duke_of_Brittany","John_I,_Duke_of_Brittany"
"Henry_Bourchier,_1st_Earl_of_Essex","John_Tiptoft,_1st_Earl_of_Worcester"
Curtis_Roosevelt,Anna_Roosevelt_Halsted
Cameron_%22Buck%22_Williams,Tim_LaHaye
Henry_VII_of_England,"Edmund_Tudor,_1st_Earl_of_Richmond"
J._B._M._Hertzog,George_VI
"Jacques,_Duke_of_Nemours","Charles_Emmanuel,_Duke_of_Nemours"
Abdul-Rahman_bin_Abdulaziz_Al_Saud,Al_Jawhara_bint_Ibrahim_Al_Ibrahim
Morgan_Mason,Ronald_Reagan
Warren_Zevon,David_Gilmour
Woodrow_Wilson,David_F._Houston
"Maurice_FitzGerald,_3rd_Lord_of_Offaly",James_de_Audley
Soong_Ching-ling,Deng_Yingchao
Wong_Ting-kwong,Hui_Cheung-ching
Benjamin_Harrison,Russell_Benjamin_Harrison
Paolino_Taddei,Benito_Mussolini
"Tony_Banks,_Baron_Stratford",Tony_Blair
Amos_Pinchot,Mary_Pinchot_Meyer
Alexander_of_Battenberg,Prince_Alexander_of_Hesse_and_by_Rhine_(1823–1888)
"Charlotte_of_Bourbon,_Queen_of_Cyprus",Catherine_of_Vendôme
Muhammad_Ali_Jinnah,Liaquat_Ali_Khan
Sonny_Corleone,Carlo_Rizzi_(The_Godfather)
Emilio_Estevez,Jim_Wilson_(producer)
Evan_Lavender-Smith,David_Markson
"George_I,_Prince_of_Waldeck_and_Pyrmont",Princess_Ida_of_Waldeck_and_Pyrmont
Noodle_(Gorillaz),Jamie_Hewlett
Terken_Khatun_(wife_of_Il-Arslan),Sultan_Shah_of_Khwarezm
Jack_Straw,"Giles_Radice,_Baron_Radice"
Emperor_Taizu_of_Song,Zhao_Hongyin
"Lambert_II,_Count_of_Louvain",Gerberga_of_Lower_Lorraine
Esperanza_Aguirre,Juan_José_Lucas
Jackal_(The_Day_of_the_Jackal),Bruce_Willis
Emilio_Botín,Ana_Patricia_Botín
Prince_David_of_Kakheti,Vakhtang_V_of_Kartli
Shehbaz_Sharif,Makhdoom_Ahmed_Mehmood
Jerome_Weidman,Sheldon_Harnick
James_Murdoch,Anna_Murdoch_Mann
"William_V,_Duke_of_Jülich",Gerhard_V_of_Jülich
Gratian,Valentinian_II
Pebbles_Flintstone,Betty_Rubble
Mark_Shand,"Camilla,_Duchess_of_Cornwall"
"Albert_III,_Duke_of_Saxony","Frederick_II,_Elector_of_Saxony"
Ne_Win,U_Nu
John_F._Schwegmann,Jay_Blossman
John_Tyler,John_Nelson_(lawyer)
Mary_Fiennes_(lady-in-waiting),"Anne_Bourchier,_Baroness_Dacre"
Lyndon_B._Johnson,John_F._Kennedy
Park_Geun-hye,Yuk_Young-soo
Reese_Witherspoon,Seann_William_Scott
Winston_Peters,Helen_Clark
Caroline_of_Stolberg-Gedern_(1732–1796),Frederick_Charles_of_Stolberg-Gedern
Duchess_Sophia_Charlotte_of_Oldenburg,"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg"
Maria_Antonia_Ferdinanda_of_Spain,Elisabeth_Farnese
"George,_Duke_of_Saxony","Albert_III,_Duke_of_Saxony"
Bayani_Fernando,Marcelino_Teodoro
Sirimavo_Bandaranaike,Chandrika_Kumaratunga
"Sophie_of_Württemberg,_Duchess_of_Saxe-Weimar","Dorothea_Sophia,_Abbess_of_Quedlinburg"
Jane_Irwin_Harrison,Letitia_Christian_Tyler
Prince_Harald_of_Denmark,Frederick_VIII_of_Denmark
Jesse_White_(politician),Bruce_Rauner
Jenna_Jameson,Tito_Ortiz
Anna_Maria_of_Ostfriesland,"Enno_III,_Count_of_East_Frisia"
Jane_Fonda,Bridget_Fonda
"Heinrich_XXII,_Prince_Reuss_of_Greiz",Princess_Caroline_Reuss_of_Greiz
Sushun,Tongzhi_Emperor
"George_Talbot,_4th_Earl_of_Shrewsbury","Charles_Brandon,_1st_Duke_of_Suffolk"
Norma_Major,Elizabeth_II
"Georg_Albrecht,_Margrave_of_Brandenburg-Bayreuth-Kulmbach","Christian,_Margrave_of_Brandenburg-Bayreuth"
Thomas_Rothman,John_Rothman
Sultan_Nigar_Khanum,Yunus_Khan
Zeppo_Marx,Harpo_Marx
Beatrix_of_the_Netherlands,Prince_Bernhard_of_Lippe-Biesterfeld
Christian_Estrosi,Dominique_de_Villepin
Jeanne_Sauvé,Jack_Davis_(Canadian_politician)
Johannetta_of_Sayn-Wittgenstein_(1632-1701),"John_William_III,_Duke_of_Saxe-Eisenach"
Ingebjørg_Guttormsdatter,Margaret_Fredkulla
Gia_Long,Nguyễn_Phúc_Cảnh
List_of_Shortland_Street_characters_(2010),Sara_Wiseman
Han_Solo,Keith_Ferguson_(voice_actor)
Amenhotep_II,Thutmose_IV
Jamie_O'Neill,James_Joyce
Madelyn_Dunham,Barack_Obama
Nancy_Lancaster,Jeremy_Tree
Harald_Gille,Magnus_Haraldsson_of_Norway
Frank_Simms,Carly_Simon
Damon_Elliott,Pink_(singer)
Baudouin_of_Belgium,Leopold_III_of_Belgium
List_of_The_Bill_characters_(E–L),Mark_Dexter
Bibliography_of_Ulysses_S._Grant,Schuyler_Colfax
Manuel_Villar,Arnulfo_Fuentebella
"Gustav,_Landgrave_of_Hesse-Homburg","Frederick_V,_Landgrave_of_Hesse-Homburg"
Khaleda_Zia,Abdus_Sattar_(president)
"George_Victor,_Prince_of_Waldeck_and_Pyrmont","George_II,_Prince_of_Waldeck_and_Pyrmont"
Lady_Augusta_Murray,Augusta_Emma_d'Este
"Philipp_I,_Count_of_Hanau-Lichtenberg","Reinhard_II,_Count_of_Hanau"
Harry_Wilson_(Louisiana_politician),Justin_Wilson_(chef)
"George_Legge,_1st_Baron_Dartmouth",James_II_of_England
Barbara_Tarło,Jan_Karol_Tarło
John_Maynard_(politician),"Sir_John_Elwill,_1st_Baronet"
Hermanafrid,Bertachar
"George_William,_Margrave_of_Brandenburg-Bayreuth","Christian_Ernst,_Margrave_of_Brandenburg-Bayreuth"
Friedrich_Kettler,Gotthard_Kettler
Harry_Borghouts,Beatrix_of_the_Netherlands
Suhasini_Maniratnam,Shruti_Haasan
Bayezid_Pasha,Mehmed_I
Hillary_Clinton,William_Joseph_Burns
Archduchess_Maria_Elisabeth_of_Austria_(1737–1740),"Francis_I,_Holy_Roman_Emperor"
Henry_V_of_Luxembourg,"Henry_VI,_Count_of_Luxembourg"
George_Freeman_(politician),Theresa_May
"Anthony_Günther,_Count_of_Oldenburg",Frederick_III_of_Denmark
Mindaugas,Treniota
Charlotte_Bonaparte_Gabrielli,Christine_Boyer
Razali_Ibrahim,Abdul_Halim_of_Kedah
Henry_FitzClarence,William_IV_of_the_United_Kingdom
Chris_Watson,Andrew_Fisher
"Charles_Grey,_1st_Earl_Grey","Charles_Grey,_2nd_Earl_Grey"
Roberto_Sánchez_Vilella,Luis_Muñoz_Marín
Elisabeth_Furse,Anthony_Haden-Guest
Tamio_Okuda,Kaela_Kimura
"Alfonso,_Prince_of_Asturias_(1907–1938)",Victoria_Eugenie_of_Battenberg
List_of_General_Hospital_characters_(1980s),John_Stamos
Magnus_V_of_Norway,Inge_I_of_Norway
Luis_A._Ferré,Roberto_Sánchez_Vilella
Carl_Bildt,Carl_XVI_Gustaf_of_Sweden
"Richard,_6th_Prince_of_Sayn-Wittgenstein-Berleburg","Gustav_Albrecht,_5th_Prince_of_Sayn-Wittgenstein-Berleburg"
"John_I,_Duke_of_Bavaria","Louis_IV,_Holy_Roman_Emperor"
Carla_Hughes_(Winners_&_Losers),Sibylla_Budd
Patricia_W._Jones,Jani_Iwamoto
R._Kenton_Musgrave,Ronald_Reagan
Vajirunhis,Chulalongkorn
Eleanor_of_Leicester,"John,_King_of_England"
Carol_I_of_Romania,Alexandru_Ioan_Cuza
"John_II,_Duke_of_Bourbon","Agnes_of_Burgundy,_Duchess_of_Bourbon"
History_of_Portugal,Urraca_of_Portugal
Ramón_Barros_Luco,José_Manuel_Balmaceda
"Bernard_Fitzalan-Howard,_16th_Duke_of_Norfolk",Elizabeth_II
Philip_II_of_Spain,Philip_III_of_Spain
Princess_Raiyah_bint_Hussein,Hussein_of_Jordan
Princess_Amalia_of_Saxe-Weimar-Eisenach,Princess_Ida_of_Saxe-Meiningen
Jiaqing_Emperor,Daoguang_Emperor
Morgan_Mason,Pamela_Mason
Luis_Batlle_Berres,Alberto_Guani
Woody_Guthrie,Pete_Seeger
Cao_Cao,Cao_Xiong
Theodore_Roosevelt,William_McKinley
Catherine_the_Great,Paul_I_of_Russia
List_of_Who_Framed_Roger_Rabbit_characters,Joanna_Cassidy
"William_de_Warenne,_5th_Earl_of_Surrey","Hubert_de_Burgh,_1st_Earl_of_Kent"
Neva_Egan,Dennis_Egan
Khan_Abdul_Jabbar_Khan,Elizabeth_II
Aretas_B._Fleming,William_A._MacCorkle
William_Williams_(bishop),Henry_Williams_(missionary)
Anastasio_Somoza_Portocarrero,Hope_Portocarrero
Sandra_Corleone,Vito_Corleone
Anne_Marie_Louise_de_La_Tour_d'Auvergne,Emmanuel_Théodose_de_La_Tour_d'Auvergne_(1668–1730)
Alan_Greenspan,"Roger_W._Ferguson,_Jr."
Stanisław_Ferdynand_Rzewuski,Wacław_Rzewuski
Darlene_Love,Elvis_Presley
"John_Betts,_Jr.",James_Lockwood_(Connecticut_politician)
"Frederick_II,_Holy_Roman_Emperor","Otto_IV,_Holy_Roman_Emperor"
Randolph_Churchill,John_William_Sunderland
Dasharatha_Maurya,Ashoka
"Thomas_Lyon-Bowes,_12th_Earl_of_Strathmore_and_Kinghorne","Claude_Bowes-Lyon,_13th_Earl_of_Strathmore_and_Kinghorne"
Lachlan_Murdoch,Rupert_Murdoch
Gustaf_VI_Adolf_of_Sweden,Gustaf_V_of_Sweden
John_Dough,L._Frank_Baum
Amalie_of_Zweibrücken-Birkenfeld,Countess_Palatine_Maria_Franziska_of_Sulzbach
"Stewart_Wood,_Baron_Wood_of_Anfield",Ed_Miliband
"Arthur_Plantagenet,_1st_Viscount_Lisle","Thomas_Seymour,_1st_Baron_Seymour_of_Sudeley"
Anna-Euphrosyne,Isaac_II_Angelos
Mustafa_el-Nahhas,Fuad_I_of_Egypt
Jun_Tsuji,Oscar_Wilde
Empress_Xiaoyichun,"Ulanara,_the_Step_Empress"
Carlos_Andrés_Pérez,Octavio_Lepage
Anna_Tibaijuka,Jakaya_Kikwete
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough","George_Spencer-Churchill,_8th_Duke_of_Marlborough"
Liza_Minnelli,Judy_Garland
Ajige,Nurhaci
Sun_Quan,Sun_He_(Zixiao)
Scott_Bomar,Cyndi_Lauper
Shvarn,Traidenis
Benjamin_Harrison,Redfield_Proctor
William_Ewart_Gladstone,Thomas_Boord
"Elizabeth_Tilney,_Countess_of_Surrey","Thomas_Howard,_3rd_Duke_of_Norfolk"
Ron_Brown_(U.S._politician),Bill_Clinton
Hassanal_Bolkiah,Prince_Azim_of_Brunei
Bobby_Baccalieri,Christopher_Moltisanti
Captain_Hook,Dustin_Hoffman
Ranavalona_III,Ranavalona_II
Min_Pyan_of_Ava,Shin_Sawbu
"John_Betts,_Jr.",Samuel_Cluckston
Charles_II_of_England,Charles_I_of_England
Matthew_Hancock,David_Cameron
Gülşen_Bubikoğlu,Türkan_Şoray
2011_MLS_All-Star_Game__Rafael_Márquez__1,Rafael_Márquez
John_Smith_(Labour_Party_leader),Bryan_Gould
Robert_M._Kimmitt,Bill_Clinton
Pierre_Gemayel,Amine_Gemayel
Stephen_Walsh_(politician),"Edward_Stanley,_17th_Earl_of_Derby"
Judith_Butler,Sigmund_Freud
Jodey_Arrington,George_W._Bush
Hishammuddin_Hussein,Suhaila_Noah
Emil_Fey,Ernst_Rüdiger_Starhemberg
Ravi_Shankar,Uday_Shankar
Farouk_of_Egypt,Princess_Farial_of_Egypt
Agnes_of_Poitou,"William_V,_Duke_of_Aquitaine"
Bonne_of_Artois,"Marie,_Duchess_of_Auvergne"
George_P._Shultz,Caspar_Weinberger
1999–2000_Fulham_F.C._season__Paul_Peschisolido__1,Paul_Peschisolido
Wild_Man_Fischer,Frank_Zappa
Lori_Beth_Allen,Lynda_Goodfriend
Prince_Alexander_of_the_Netherlands,Anna_Pavlovna_of_Russia
Peter_Sellers,Michael_Sellers_(actor)
Lady_Elizabeth_Percy,Elizabeth_Mortimer
Charles_Martel,Childeric_III
Chloe_Mitchell,Edward_J._Scott
"Joan_of_Navarre,_Queen_of_England","John_V,_Duke_of_Brittany"
Shimazu_Toyohisa,Shimazu_Yoshihisa
"Leopold_I,_Holy_Roman_Emperor","Charles_VI,_Holy_Roman_Emperor"
Duchess_Helene_of_Mecklenburg-Strelitz,Grand_Duchess_Catherine_Mikhailovna_of_Russia
Henry_VI_of_England,Edward_IV_of_England
Robert_Nathan,Emma_Lazarus
Simeon_Saxe-Coburg-Gotha,Giovanna_of_Italy
Pat_Morris_Neff,Miriam_A._Ferguson
Nelson_Gabriel,Jack_May
Jennifer_B._Coffman,Bill_Clinton
André_Vianco,Edgar_Allan_Poe
"Rudolf_I,_Duke_of_Bavaria","Louis_IV,_Holy_Roman_Emperor"
Gloria_Vanderbilt,Reginald_Claypoole_Vanderbilt
Su_Tseng-chang,Chen_Shui-bian
Cipriano_Primicias_Sr.,Carlos_P._Garcia
Ali,Hasan_ibn_Ali
Ruhollah_Khomeini,Mehdi_Bazargan
Joanna_of_Castile,"Catherine_of_Austria,_Queen_of_Portugal"
Ingeborg_Birgersdotter_of_Bjelbo,Ingeborg_Eriksdotter_of_Sweden
Vince_Bell,Lyle_Lovett
Sten_Sture_the_Elder,Charles_VIII_of_Sweden
Jane_Magnus-Stinson,Barack_Obama
Infanta_Ana_de_Jesus_Maria_of_Portugal,Carlota_Joaquina_of_Spain
Heydar_Aliyev,Vasili_Kuznetsov_(politician)
Paul_I_of_Russia,Grand_Duchess_Olga_Pavlovna_of_Russia
Tudhaliya_I,Tudhaliya_II
Catherine_Pavlovna_of_Russia,Paul_I_of_Russia
Bhima,Kunti
Margaret_Tudor,Elizabeth_of_York
